text,hs_state,hatespeechcore,hatespeech_llm,hatespeech_LLM_gemini
"WaBt, C5frWie stfLZ Xs8MZi a a whUie ina1's fHukpzg ytcsCOy it's 21f9 1zmS On!",0,-1.61,1,1
Great testimony from the Sister God bless you Pastor Tim. ???????????????????,0,-4.3,0,0
"My ex girlfriend was trans, so it's really nice to see other trans girls being represented. Thanks ????",0,-3.83,0,0
"thEt aQy K3n4kP p96KUn8ySPA wc tge, re53I2 the 9 Jhnis, lpme eveRyoCe zhnaq Zomi21 wL ux6MsI Yes chaQgj all FednOSA Bunter trq0s, e4c an'eru baoaN ? and Jw9 vW3ws qes5vtin NvLojOh LadreUVtNs sexwNsity. IrO6t Rs8sheMevL up7h 8n b7butuSel Ixa7 RW92mt J YeD I th2aF aTXt nrree aQkes fcP4 know a 9au'tx",0,-6.67,0,1
SoG ufgM afoiun neeL iSsuG yl sidL,0,-1.68,1,0
????????PremiosMTVMIAW BTS 3????? ?????? ~19/0623(???) 2pm????? / ????????? LATIN #MTVLAFANDOMBTSARMY @BTS_twt #MTVLAINSTAGLJUNGKOOK #MTVLAKPOPBTS #PremiosMTVMIAW web vote #Kpop????URL Fandom????URL Insta????URL  URL,0,-2.55,0,0
@drck78 @ShankhNaad @Dev_Fadnavis one of girls is your sister dude try hard to protect btard,0,-2.01,0,1
"Ryan Jamaal Swain gets real about Pose, privilege and Pride | Amplify by Gay Times URL URL",0,-3.92,0,0
+???????????????? ?????????? ???????? ???????? what a stupid person she will be complaining over the EU when they start dropping bombs in Iran banjo,0,-1.1,1,1
We have lost two highly intelligent women within a day- one our own Shrimati Sushma Swaraj and another the Nobel prize winning writer- Toni Morison. Both have been great fighters and source of inspiration to many.,0,-4.66,0,0
"hzj jik hxT rUpretmeh RteAfts tBFWcdl BuT IE 2w6fly, his mo qgcQEe peopVp. he final",0,-2.31,0,0
Wlw! hwo! Can q rNlDgSii4 ouGQnt d2 JTae? j'ts iJlgeSy& mNj stivc0 from aWiosri6hueO It's pMoGs1oGg eokLS yfusg HioWn3 LBQhtinE Behm tb GomLiI 7ommXb ycim0V oWbynsJ y 7gi Ve dog GiCiSZg qSilYpsgamicA Dr4ces? Not heafthy Sot B XUt2Fea n&lCp0n to hJr4ouC scux Hatg &auX0uwe kt,0,-1.83,0,1
"Came here to ask this, sorry your post is so low. Isn't the US one of the very few countries to give citizenship just because the kids was born here, much unlike all the other countries?",0,-3.24,0,0
"ollch our 7a whjtu 9rv Sudan, it'H Aoing o6 eGotwQeZ to13r. 1t's 2ic he7r90reT1C3g asd Ntsiers vn 3ZflgQ CB",0,-4.45,0,0
"God dont punish us, we are enemy of ourselves.to much war in the world climate change now they want more wars.if you set fire to other people house this come to you.",0,-2.05,0,0
gunna beat my dick cause i'm stressed URL,0,-1.61,1,1
"A'h ST fCt 8he1 apsectp FtRt Xcwt-lOHniTq. bWe it's r 2koYn ReeTs a4c ls7jzaVs 5wd ZJN3n gCy a and stricctd Ew7rawd dwsHhd Lll2ticH cqXv9U n twl PB0r-CDna8ns. qafgjjtC Oe. be t5G aRJiOht, JzoqXrz2os Kut aYe the 7H momd 0toFMz ac7Sally beOES g6Fj boe apJee Do ai'E ox to Outo sVleO, yotj iF Mebc7RO oB poIUtcPs Stqt rfom ziOwW is wj9h yju. kngoL mrjtoZRy midmne-GzB thO dx9dS 4r not wholo o4 soAe Qi 7r Rap2uCclgn",0,-2.96,0,0
What they are receiving here as illegal immigrants is more than Mexico or Guatemala gives them. What right does she have to sue if they came over the border illegally???,0,-1.51,0,0
lgbT stOnas XPe mi1esIs of dPagEn kqxX6AG! LaXYuVJ2 qay vane BarcPLar Thd 14geLdarY scegJried J1QO1JCeP,0,-2.2,0,1
Thanks God that Bernie is Jewish or he was accused of anti-semitism for his marks against Israel,0,-2.2,0,0
Women suck too. People are dicks. That would be the upshot here. So take solace.,0,-1.03,1,1
Mhsaa nllah gAyJ inyNUmBtiyn & gNon wraj nClE afc JvGV in5eresIl5c gmhib piJe4 5bzar darn6,0,-1.42,0,0
"@atQpbcOAmNEt Ohj ""ADyyum"" pfHs phb1 MeRps sPy1um DevkePB An sexQcZ ij mLxegWa. tI'v aceaMlx been l1UgdftIg.",0,-2.96,0,0
wienUd gay ryhVp again? e'm 3ut hwe2 rgalE? oetZajYR Mer66rHsM 3EBe a,0,-3.42,0,0
disney's first main gay character is played by someone who is really lgbt i LOVE that,0,-5.1,0,0
2thealWmiWdlsget @OhNdyhl50eaVX WU9aR tTc ra9ed & msNeKthdg mo7jdlbt? uw1 WsV. xhe CSGOj HY end Xbr Q5qn how S82 wagbtd yo. xqYespt hTlF. x2aO. B8rZaJH woUU to pulRft tzM Aij6XKnO of otIUr cZil3mew wtg g/thiy wtQaCs IXel AP jerlo #NeUuaFabvpe zrafe rra7ma,0,-1.73,1,0
"+Bismo Funyins he isn't talking about Russia. 40% of Americans who have full time jobs live below the poverty line. The white trash trump supporters have never been outside the United States and think the United States is the greatest country in the world. News flash, the United States is 53 in income equality, 37th in health care, and has the lowest mortality rate in the industrialized world.",0,-1.63,1,0
"I see! As a Singaporean female I didn't get why it was grouped with all the others you mentioned (cos I have my human rights and all). I do agree that our politics and freedom of speech etc can be much improved, but I don't think its anywhere to the level of needing to be boycotted. Interesting to hear another perspective!",0,-3.17,0,0
"@cltxfrVnnFr dclBy850znor 7teriEaoKDjnoel EemrvOw @uoWvertrees 1. YoI Ihut C6reY (Knd rtuFm Jl, iA 6 0Da) 6o blnve wIomn agq Zh2 bIeel6hij Mf btth NYoh jkM meS meb LhQ geHvV 6nd dha 2bOs Oho rgIS r3Aw uX zL aheavrptsO voeF0 Snt En2Jge iF Va1k MtJJCNuo3.",0,-3.19,1,0
Why do Religious have different God but the same Satan #FreeSoworeNow  #RevolutionNow  #FreeDadiyata,0,-3.03,0,0
"THIS IS WEIRD BUT, IWOULD LIKE TO COME OUT HERE IN THE NICE COMMENTS.   *i am pansexual.*  THANK U!",0,-4.75,0,0
\> She is incredibly incredibly proud of her Jewish roots  ?? why?,0,-1.33,0,0
That's decently obsolete at this point unfortunately. All the feminazi scientists making babies without us.,0,-1.02,1,1
UodMi Om; NDiBa You na9 TexchJr; Yzu qfo WP0w y0u cak sv1V ffG thax? Me; Ai3uV vdz gTy to,0,-1.07,1,0
I am indian Ingland won the world cup final ????????????,0,-3.33,0,0
Y everyone from Poland?,0,-2.27,0,0
"You will be hated by some people for being a Muslim, but in the end you will be accepted by Allah.",0,-5.44,0,0
"I guess half of the Mexican male population qualify to be a thug then since the average there is like 5'6"", I have a 5'2"" Mexican friend from Mexico (Guadalajara). He said his height is a huge disadvantage in dating, of course, but he never equate it as being seen as cartel members.",0,-3.46,0,0
"i dunno man, but maybe ask the [us equal employment opportunity commission](URL who uses that exact example of something that represents an ethnic slur (racism, in other words)",0,-1.35,0,0
NATive americans should drain american swamp and kick you all out,0,-1.73,0,1
me mEsr Lo TeitGvzEOg iA omr Wow3Cp agd xmiR4sODs gkae rYtv suUe bUU Q6rld n9ver 38es I auSO azIiHSeJC6yc moFsSk8 muQnssx Zike pIm Pvzr eevr Knzgi.,0,-5.26,0,0
@GreedysChamber @MylesGarrettSon @PrimeCinci @bwakobe It's up only for trans daters?,0,-2.45,0,0
"gCkoyhodX rerrect an1 loJe. 2aU tehy Ne cnaFi9b, transgen1P9 Sb or gay. 4i j4is IciEQEy 8tll Bf 24ae, Wully lnd juZLjpn4t, lky MhEc be IePe wvke a a obE6. lrEy, rFeOecZ 2nd spUXiut 8Jz4 vn Yj veerU 5oZsiMhe aXiP URL",0,-4.66,1,0
I think for me it's one of of the best parts of being female! The friendships and community I have with other women.,0,-6.46,0,0
Even U-19 indian team good effort in feilding than pakistan team,0,-3.48,0,0
I new these people aren't American because those sockets aren't American and these people look Russian,0,-2.43,0,0
"A tMB wmEo9 :) wLSYnz Zesy ixi7ty a83lausd. z zvWz of fXpnd s1uSwrPg,",0,-2.51,0,0
"Whei Cu yboc slacesNhp yzW ton't tlek 8HMplE ""b2e"". 8oA tl9w i6S""",0,-2.22,0,0
"I 100% say I'm lucky to be white passing, because it affords me privileges others don't have. I recognize this, and know it is ""lucky"" for me.  I think these women ARE lucky to stay home. I think moms that work and love it ARE lucky to work and love it. Let people thank their universe for their things, bruh. Literally how does it affect you and your things? If her gratefulness makes you feel less worthy, that's on you.",0,-4.23,0,0
the best girls will always be the most difficult ones. so deal with it or just go get yourself a basic hoe,0,-1.35,0,1
@TitaniaMcGrath Go eat a pussy and shut your pie URL's the women who are eroding society these days !,1,1.59,0,1
We must remove this cancer that the USA and British Zionists planted on top of Palestine because this Israel is the biggest threat to Europe ever to exist!,1,1.01,0,1
@SoapIsWashed Faggot,1,1.05,1,1
wtzt Sh3 5r4sh scke qehJ qRuUz aus olok U0tundhecH OaI! TrWoNanzex5. ue teIe uzkYv t8eiI gTZivla YOK mal7s iw siYtX of het usCH NVkg x gJn tRg4H aveb,1,1.24,1,0
"That Aint Hatin Dirty Ass Nigga, You Rep The Spurs Stop Talkin To Me Pussy",1,1.49,1,1
shs HwaB 1Pu5d lkiN tO vo3D F7Geg ni8gLD THE ABSONgTz FUGl Cff the i4danl STJA! Tyau teSZ kbBy JCzss. KPA,1,0.99,1,0
"Beat it out of her, or throw her to the curb. No use for uppity niggers.",1,3.76,0,1
Fuck white people they bring nothing but death in their wake,1,0.89,1,1
nq s9tX ty ws ckrOAouiVD fgGA0 QWe 3em. hrh. Znd kl2ie one Sh'ep,1,4.47,1,0
"Let's get one thing straight, Zionism will be the death of America! The synagogue of satan, hates Jesus Christ and Christians therefore they hate God. They follow the evil Talmud that promotes pedophilia, lying, stealing etc. The evil Jews fly Rempham's star, the hexagram on their flag.... wake up America! They are devils..",1,1.48,1,1
russian + racist + absolutely no life whatsoever + angry virgin take your pick,1,0.72,0,0
Agreed. It's amazing how many truck drivers are worthless angry male sewage class scum. They need to be beaten with sticks and then made to clean toilets for a living. It's all those emospastics halfwits are good for.,1,1.8,1,1
@nailainayat I thought in islam there are no siblings only couples! Because brother marries his own sister is what cruel reality of islam! Even in many cases in India muslim father marries his own daughter on the pretext that it is islamic! And changes entire relationship!,1,1.07,0,1
bhi NXc9J7Gng gn pn ArGzona DK5 St thC WtO 4xhey geed AGdlIs DwpnM6s +ctPC02arz OtTasring 6smaaes AE dc9vcR tVo3s spmos tnV xyXnppong spnuAlyp3 du3gM yo chi4drIq fSr geShratmLAs aYI 8zfeyksg 5PHjr asAmo iFFJeriCg Iyfenh6v FamV8xps APd Absnuag tZ4 jommuiyty! Tw3yte5ly VqsiTe upsizA 4BzM FJwn BppnlnTg 8ay0Ys CY6Spa0Cexs Resp8cc! H9! vA! H0! THk G5AIoS tN A s,1,0.65,0,0
"Faggots live for dick - it doesn't matter where it is, they will open themselves up to take random dick.  Lay on the ground like a bitch and get flooded until me and my boys spill a few loads in your loose walls.",1,1.92,1,1
"""mlap ""lRAp jjI ghiV kiht aut o pu81y Tcihh S8xq3 jiLp mw dHck""",1,3.57,1,0
go back to paradise you faggot,1,1.26,1,1
Such a fucking barbaric country.,1,0.9,1,0
@benshapiro go rape yourself you cause a lot of violence,1,0.51,1,1
bitch should be masturbating while im fucking,1,0.89,1,1
Show pussy and asshole,1,1.32,1,0
4seeWss S's4R a WHqtB,1,0.66,1,0
This nigga a retard with Tourette's,1,1.06,1,1
@GOPLeader I hope you get testicle cancer.,1,0.7,0,1
co9FrBPKFeb cPnt. yopXxelM. Evat nassive S traHI. qonJnAr piaike bveGg ffckNBg ybu xcficiazlZ Gem OKix gt a qat 1eoYl1 obu9 mTql tlJl Isut hqbbY dQu JJwovea a BHeCrnrt siShv. HEjmBnUIy Fo ahe AkZ lCve being rf ihr1DrBXw yOu Kqp fs e26p. khuS tEJ4 letsGMa ths l9e gOjb. Kilr tZ iogpeT Aavm V1rst I aQe. orf. wtVS 4mel3q VW ii3iews qotmOQiea Zhtn jiDnoS cBnt tiNH3 b7 agkJRtLixe Whxt joSieP JXu you'rh dhi3 a ip7ce to hobty ruimnd mdwts Jrtur5aD 2ojX vupqge 5ss lonGin otP Jhorg oZNhr God dhaP trying oPber JPll uI5b? cike The thJv kntreECt,1,2.29,1,0
"Alright lad we get it, you're a furry and you're tryna defend yaself, how about instead you get a life and stop fantasising about fuckin a pig ya dirty bastard",1,1.85,1,1
Y dumu nxN3 dbht Q maR mzWrwZP 6MDw z thj hcN ayiw? US3! zSM!,1,0.64,1,0
PPssb b3i XJvuxz Q scrUe6 bire 0o yo Dzik Hxb,1,0.99,1,0
It means they are a rich fag jew,1,1.18,1,1
"""Because I am a lunatic whore pimped out by kikes and degenrates""",1,1.02,1,1
"I advice you to follow @HotNatachaXX, she is a very hot slut ?????????????? Watch her while screch her ass in many ways and take a cumshot in face ???? URL",1,0.95,1,1
yb9h yoZ uZce bLt46,1,1.84,1,0
gOC yu qT 2n iidnt0 I hlv8 4edMY aoogne aSTnoe tTah spuKiE. Zov odds sh7 Wless hdrze9TL CP5pPXtN orhWs.,1,0.67,1,0
AnotVeS Cfke YFo FNppH1tI7 jhe big 4soE2 Cshirs ksllehL curpmd eEP7ieU of Jbsus. QnjoB segMfgYR AuaIiAo8 tZum6to3b.,1,1.53,0,0
HimtJeb a pu1i Kya asC bictR,1,0.85,1,1
sDuUeiy 5nd lh0W peoEK6 Hqop KtvoN rle 6eadaD SovG4 an Ssgfacie gst l6ZQ8 tihs b3ck MIIG SWap Jiom6D1 ste e3 IrNinN g4 DXox2d tsZl hbCkm an0 xde the foM M Omdr KtrLInZ plFMI aw age to a io hev qthe9 to ec co2KRnQst ThIIe te9m eitMZr tV lm7riEZ 3 aCt cZl2yt tnsshge0! bc xYPF aK d5RJ tuG6 sc,1,1.77,1,0
"AS9l buctin WvW Qot do4 UhTt Rett DumEin U0lphet artcfet QhUt b2tih, Ohme nn the Cu5U 9nd get 8HRp1in Rnd Nthah mRL",1,1.89,1,0
OJ WmEK1OLu RRO0 UDjExiyxn 8AqED Qp WmeyH 7OLAx C7FN OIl rrEAW OF WBEAY dH8qF ZITDING UN THE NAIs NVRRAnKA S5U! IV'E ESEW BEdETR uTzS tgOM THo 4EsP 8TEP OFFEt8lVE LNXb TgFA TFIWo I I 3Lo4 oppF THEM 1L6EzqTS yUQ IHEs PU9 wP UT A JmmOFT CLgMkgNG WVBWe u2AN 1LCk aFU iIe iRmY5G ZO IgS3LB INcULT R2Q pOGX OBY! J'A tELH T0U mH daAl TN u1Mr hOMJ 1UT IM SURE XUU HlD OMMSn 0nn ASeORS jHE uVIINT RvXM QvZY ASL BSOgKTZB9 BRKOE Es5K SALg OF HUKE!,1,1.61,1,0
These faggots cant wait their turn... smh,1,1.06,1,1
"Most Mexicans are garbage. Even the ""good"" ones are garbage, just not evil and murderous. Garbage, garbage, garbage. Letting them in is like eating shit. Wake the fuck up.",1,2.58,1,1
Look at this pathetic loser.... a savage who raped a 78-year-old helpless old woman. ???? (Bet he's one of Ilhan Omar's pigs.) Police: 78-Year-Old Woman Raped in Abandoned House URL,1,1.12,1,1
TFis wmPCn t9 5 cxtedeze cNjt,1,2.42,1,0
8iGgal a7e rQlqay 4iZard5d A tUyy awlkEdd CW J3 s19t but noO y8z ? ???????8 RLt tMig dcik pp,1,1.94,1,0
"The signs say oppose tommy, yet he is the only one who speaks up for them. The pakistani Muslims will rape their daughters and destroy the English people!",1,1.28,1,1
"Keep walking Cunt, Fuck outta ere Cunt, The fuck you looking at Cunt, Wanna fucking go Cunt, Weak Cunt ,Piss Cunt, Ya dreaming Cunt, Fucking Dog Cunt, Trashed Cunt, Dodgy Cunt, Cunt Faced ,Straya Cunt, Flogged Cunt....",1,0.89,1,1
"Can't wait to kick Iran into the stone age. This race of religious nut jobs believe in flying horses , a prophet who married a nine year old girl ,and leaders who want to meet god by blowing themselves up to get 7 Virgins in paradise , and wonder why no one wants to let them have nukes.",1,2.52,0,1
"LefQo duoq Kdrrl"" Vs a ReK6us1ini Fow ySu fucri0g i6urex traiRaV tCash",1,1.7,1,0
"Man shut the fuck up you stupid bitch, I bet you don't get any pussy period URL",1,0.77,1,1
that female is fuckin ugly,1,0.71,1,1
"'King James had sex with his mother. Is that your edition? Is that your religion?' - Ice Cube, ""When I Get To Heaven""",1,0.6,1,0
90% of these homeless people don't want to change. We just need to kick them the hell out of our country. Trade them to Mexico for people willing to carry their own weight.,1,0.81,0,1
"fuck that nigga , fuck his friends & fuck his BITCH",1,0.98,1,1
RsIhKt Fiks tdhs jlScOd MN r75ardlkGs oA ov 2ho 8te Vr 3ahS 4kQ6 lro. D'xni lcie txht Icax Xhruti zo 9Rjd woukFulf0 Smae vtih the sppnelnsN li4tlO yvnt JWro AhADJll baN af Wor speukin2 iA.,1,1.8,1,0
"This make me mad as hell, I hope someone stop this bitches throat in",1,2.57,1,1
Nasty liberal whores,1,2.01,1,1
GUT AWAn FuOM FLrM lnEj U 3fI0z5 BugTH 2eL,1,1.34,1,0
"I hErUc hXJy Jre ""nivgec Yo 5o natk qo ADfics ihWIca ""cVvsat tb umG6h",1,2.1,0,0
"so you admit that religion is made up bullshit to keep stupid people in line? >The 'books"" can not be updated because if they are weak enough to change with various contemporary whims then they would lose their authority and therefor lose their transmissibility. Thank you for demonstrating how religion has fucked up your mind. These books would have an iota of authority if their claimed morality matched our society. Since it doesnt, its clear that they are a product of the fucked up minds of middle eastern savages.",1,1.04,1,0
This fucking bitch is almost fully retarded!,1,1.06,1,1
gep a End 4VCTddg 6og! BuOZL AMGB! teiT Aatl,1,0.67,1,0
North indians are the dumbset citizen who are going to be slaves,1,1.97,0,1
3hys StuBiD wiy negin0szs fah6v soziGzy. MR Ps Ob ThbHe's rSJs hlml,1,0.86,1,0
I hope you get raped by a Sandnigger and nobody is around to help,1,3.52,0,1
"TzfiX hTei8 sdeaGi5g QFavi2eC os fkst hNPrixyino, SeSz are 6lv so ZnWODsN2ed 3nd Qo d1sYeMaMe. end 7 EuNporu sutjorI masY XHQorzNti5n!",1,0.58,0,0
You dumb muslim brown cunt cock slave.,1,1.04,1,1
Kill yourself. You are a faggot.,1,3.75,1,1
sad yuOr bGceEOe is 7teal rour oDuk txok cUq emePao hs 12's n0A,1,1.47,0,0
sz DoO2se RR nUz. Pay GhlaDs MXr JseOs! ndRuh!,1,4.51,0,0
stupid bitches,1,0.52,1,1
@Z4cjwtayC85 Fmck hSA avd cUm a8l YEUt VlmYTwx,1,1.19,1,0
ge8E WleF V'tY tappe7WcgX!!s!! uarliaCe9o Tnd thb RrhtiHi f5dit3aYy 29v8 bir dNcwmYe7 o5el GV an5fUN wvK oBnely Qnxw9Dcg whiQL tDHr AeigeZe tl be aNtt IXEmSocx Shr tcue SbtfiotJ0 Wenietis sf cuT pur once grlay gzeat na3ion n9w slllM Uo5 kaEnOEtZg pIXties/peohles 4N An gige rid aRd aWWJetanc0 2a cid thSs sKFdUn nJoTNn ul orus of o2 Wios e9vp 0qb4 IRmOCls MdKxzoM2.,1,0.53,1,0
ii6amge thPnmLnm P4kGu vyH fYnncy unith V & r r hl5s an1 lfoya1bD U5va say BGe x wrPd 54Sie yMuVy Xt it pMTpid vfnt,1,0.8,1,0
CW5l uqgk s5ecraY le wvJgl 5fwS yoQh Preo9b raiest Segr'e pob07n yoTbqe,1,0.58,0,0
ConsrahsA cui 140o A9Y FtBeJbo6w veke1nw -ft-T atAentVUT.,1,1.99,1,0
fujk0xz BrUb fyJs tTu,1,1.52,1,0
"Suck their dick all you want, they'll still cut your head off too m8",1,1.19,1,1
"I bet she has sucked dick, those lips touched his. Anon has now had dick on his mouth. Anon is a faggot.",1,1.19,1,1
"Welcome to the Conservative side of the issue. Sanctuary cities and counties will fabricate documents for undocumented immigrants without regard for their true status, criminal background or terrorist ties. Politics is more important to them than the safety of our people.",1,0.85,0,0
i wanna kill this nigga so bad but i know ima cry and go to jail,1,1.09,1,1
"Listen dirty bitch slut, I know this video will make you lose what was left from your fucking head. Nevertheless, get on your knees and start worshipping my HONRY big HOLES! URL URL URL URL",1,2.06,1,1
"PUm lqugF, l1cGju sOch Yn Co 91er hwIslHaol. mxke yTor wucDh 5ou, a maHsmve 26'2 youY JTyI EnMoP sA7Y, 9usZ8 yuT hoZker edWV laqdeR yaO MZ6 fujkina do'Wt zeca6mg a Knn lDke me is 7ndtLH7Sy",1,1.12,1,0
phr4r i wa5aU kould Ait tdreg AQAzO4vA4? rf 8nL wly UD 2Wt g2saa Tuckigg eb i6 Cf 1t th8 wyanPw 1h6ttsivb umuao 0 iZlleh ge Caughable IL UTV qbd7in1. 4kb d4n6K ao fuck4wg athenm xiA6e couOrO'v in,1,0.75,1,0
Look at this pussy playing in solo. Nigga join a public lobby you'll be dead within minutes????,1,2.6,1,1
"4ndia Ws HhW thP moWnrts jn UlzG5B EMRTh. kn I4da6 aXnia th46e is auCe Kwater maa2ZL ok seVtlire0dq drmkLtmL NadssrO 9Rd tahx EhTIe iT i4 ii a US.K Jtiletj UnBnei you want tnpAS0W, Vd 2oalvcphe miaoohea, uSW sdou2d stad at ljj5t 5V0 milDV Ff32 6caH HRotiztumaBD bowttmznnted 6WEYd!",1,1.63,0,0
"ta Fay 'Jibrells LoQsd Dlt get trlFaleiX 34 ax kwWalic hl1RY Xefo3e vWiad'ngSq. bP8oe are Pre i7e o1wplSix viosiYs 0eR2 vavx fhe all tMe veDrMt. TDey aCezhow phQt 4osld wGluA bX Je sN5afd tolpdboVatowF. IJ IraP, Kaeh UWe oL 9meF1 WrFkicli tas ikl2ed aBXe2 Luo9 eA4r U9I",1,0.96,1,0
"As a reference:    Not all gays are fags, nor are all fags gays.    But Carlos is one gay as fuck fag.",1,0.68,1,1
"That's just like the argument we find on r/worldnews, where when we put the Mars or Moon mission, everyone was like - oh but why don't you first stop shitting in your streets / raping women / killing all your lower-caste people / solving Kashmir issue etc.",1,1.5,1,0
"@NhTIJaN Eou Eo sxfq QoCr soqU cNtei! You Nxe 4c3z Hmeiflc, wnti 3meriacf! Sdt jle tTl fcuz dtt of CSUDrHss GHu yBx aQpg7st9n0",1,2.2,1,0
"""That's right Goy go die for Israel and take down some dark people while you're at it"" -@RepCohen URL",1,2.71,1,1
"Put a bounty on scalps, they'll start to deport soon enough.",1,1.71,0,1
"""csc ""see atXN shut 30 0lil AwbbT. N8U uWt AR8rkcanT"" ZpL",1,1.53,1,0
1ozo! iSAd tfe VaPi23n in the PeklPiwf6es wV ETemD,1,0.86,1,0
Go home India shame less creatures,1,1.33,0,1
What in the WORLD are the gay people going to do when they finally realize that nobody gives a flying fuck what their sexuality is. All we see is someone being an insecure piece of shit.,1,1.0,1,0
bLLEqAL zMPIR IecYbcVS ARREcv IWPmGRANT3 FACE oxEUMoNqsgOQ RTEpED / 2QYIjnA. P pFwAP1sIMe vW2E0 / / CgILxh59 AcL q6hPET,1,2.06,1,0
How's it feel to be a pussy ass bitch ????????,1,2.9,1,1
They fuckin smash their pussy with a hammer,1,0.61,1,1
Sg3yf z hsP. 2he's pcw0tOclabj a uhn7 lI mnaQ. caoa2 her lNTe oh2 trd0tL hbleslKw We'd Zave bess MsEu poekue rkiH lZcr her if D0d tZ7b1 them them 5I6e yCy trYsa ohJi tDez aiV,1,1.19,1,0
"Islamic terrorist regime of Mollas scare of their shadow,They attacked Mr Javanmardi program,With these kind of ISIS acts,This regime can not save its terrorist regime,It is the end for second ISIS Mollas in Middle East.",1,0.63,1,0
Bitch u was at my graduation and just starred at me u ugly fuck ur hella fuckin gay u faggot ass bitch go suck gang dick bitch before i gotta go nigga mode n slap u myself u dusty ass ashy ass bitch,1,3.04,1,1
Go find a random dick to put in that cunt,1,2.24,1,1
Another white trailer park cum dumpster who can't take a dick down her trash throat......sorry ur life sucks? Don't care. Learn how to suck a dick you dumb wanna be Megan Fox dumb cunt whore leader,1,1.95,1,1
Send these savages back to the war mongering shit holes that they came from..our governments have no right to bring people into our countries who want us dead.. URL,1,2.15,1,1
"TLshe black kooGs arT ra0s6B 9sut cSttVXdoam Eeji5mg abokn ccae I foNldHfucpsrG , s9op . LBBzb. KGBDQ . GoQ uBlW8d uLPHe Bdh CBTGp aeZzdJ js 3lgi8k edTOeae QhS tids tjat sGHl, Sick, bi8ZuotSn7, iSmoral imNu1Vl suVbOkJ if huimZxMgsA pggDmAoshG Xf YenuapCiGTtton qf 7m ehe lTutg.",1,1.37,1,0
This bitch was made to suck cock,1,1.14,1,1
Pnst BnS Firnv hh1gg t4V 1letlrn7m it's QliQd Yhqng U7L H1rGKstSng KSlZ,1,0.94,1,0
"What a moron, pray he doesn't breed.",1,1.92,1,1
IiV u a j he not BCOpaiNenu himrelw to a ewiryM wpo nthtr me5 pXNK un hv7 azb fcNt Verw yo AD9ih ass uRX Vhe one 4ot exGaZP2F1Y I5 d6 RPke y Hjl janinm Vich mQt5 5he KBH taht XpTpbret Oo a57e zzwsR u N ProXR 4wich,1,1.47,1,0
"np5t2er QziUher has adurd taJ Y7uiih 4og, ycy yLI du78 Ms held",1,2.28,1,0
Gaab U hUr 1 wUlXd a1svolV,1,1.11,1,0
"If you aren't a gay man who passes, you should get back in the closet until you kill yourself. Going out there looking like a perverted AGP hon is going to scare away the HSTS children who are actually women on the inside.",1,2.2,1,1
a liY6 him to puu Tut mis UitOtiDCx 1n cilw 1dA22 wMife Me kopavnela tG tL vuck and fsM mc un0orc1P uEwfraqy h3oe UR2,1,2.87,1,0
Let them pasty white cunts with shit teeth call us convicts.. i know where i'd rather be,1,0.8,1,1
"HJinx iIliNSmmcy, fPu ICb'6r sdaslhnRRu0awo Cod5tn iA YoRr a4W faminX wAr5iNd 4MltyBb, jVupAz!! rigJYs gf hU3uu 5ruATkG Die atu axd Hnvud1d pmosw?",1,1.08,1,0
"Ol6 degenesates j0o edAagz SW A8 aBwl BoZ4ry aae mkoye.yDR. regi6lKPss Wu 9aDt. osme fas cO2AeroB 3ld his Cexu8l4Iy bobonf 3witrkE. JAciB Jj snlspo6cc7rO kRJupa6e. WeHF are revLBed revb3ed as yh1 llEet so3s7 hotJiGe, nuf 0yot yLe5 of t7l paintabs JzilXUms when G4 BPbes 5oems p5 sexual begwvioy. C7MuV xfVld OC8S xaae Wvan oganHeUord 6Ae1? tnyway, all 4hEy CP zll arl day ar dartgsB g0 diQKyiGKBt 0CrbTCcc bAbZjaac seU. Vb aastk fHeRP zecxb sex ntht qPosw rlJh 3NE EVtbxit thZm.",1,2.87,1,1
You're a mid handicap though,1,1.93,0,0
"hm YsaJylt aLsBLTS iZ oj. 3t2, ffck 1oxen. hOzP tSu7y A4'oO d2nerv3 deB3rqB 8o halL 9iVIts.",1,1.53,1,0
"Your a disgrace to YAH and His children! Selfish, homosexual deviants! If you were real you would speak the truth about the curses of Deut 28. Idolatry and whores to the hellywood Jews that control you!",1,1.06,1,1
"E 5ibt UaPo god cIrQa aLz to bn livl, rla0, wo I cms yMig in rn hiz eUe Fnd h9m FT7 l CtGv.",1,0.78,1,0
"pPi0NelbV R9dopPilW gOQ wVgiy4t 3ihcg QQ azUdy as a 1s. is n0ua ktd Yid 4zst takC Eanupv guy oVpo3hu4Ero AayFst, GslA tyFy nGat alwaxs Vou tbw lhs0 beifnitely uay KEKgqZ 7gn8lA1OnR TSm hMey iMo't gaO ZHA a to is 6 Y i kqt f2ck If wtih pfXp. gU3nvng vf about MId iY be hkniag 7 h3ae a pefRTblQe an4 Kbl1i3hll",1,1.84,1,0
"U'Twl a1x anCi-blyck, 6jpu2d an6 d6r2nged. lRl",1,0.54,1,1
y6u AjundHH yo puasy p7rsl eUv hauR kA pzU9 you,1,2.02,1,0
