text,hs_state,hatespeechcore,hatespeech_llm,hatespeech_LLM_gemini
"@claytrainor @terithomasnoel @emrazz @robvertrees 1. You just tried (and trust me, failed in a huge way) to blame women for the behaviors of both the men who leave and the boys who grow up to abuse/hate women and engage in mass shootings.",0,-3.19,1,1
syme 6MXe #FUFA9adHyaPX I1d bbO BbU tKy2jgkus #roCqoywLnSeZw #RWvolntiCpNoi Cta07 do Siffere85 Wcy,0,-3.03,0,0
"THIS IS WEIRD BUT, IWOULD LIKE TO COME OUT HERE IN THE NICE COMMENTS.   *i am pansexual.*  THANK U!",0,-4.75,0,0
\> She is incredibly incredibly proud of her Jewish roots  ?? why?,0,-1.33,0,0
That's decently obsolete at this point unfortunately. All the feminazi scientists making babies without us.,0,-1.02,1,1
Class Today Me; (Talking) Nigga You Gay Teacher; You know you can be sued for that? Me; Nigga you gay to,0,-1.07,1,1
I am indian Ingland won the world cup final ????????????,0,-3.33,0,0
Y everyone from Poland?,0,-2.27,0,0
"You will be hated by some people for being a Muslim, but in the end you will be accepted by Allah.",0,-5.44,0,0
"I guess half of the Mexican male population qualify to be a thug then since the average there is like 5'6"", I have a 5'2"" Mexican friend from Mexico (Guadalajara). He said his height is a huge disadvantage in dating, of course, but he never equate it as being seen as cartel members.",0,-3.46,0,0
"i dunno man, but maybe ask the [us equal employment opportunity commission](URL who uses that exact example of something that represents an ethnic slur (racism, in other words)",0,-1.35,0,0
NATive americans should drain american swamp and kick you all out,0,-1.73,0,1
We must do everything in our powers and abilities to make sure the world never sees a evil anti-Semitic monster like him ever again. URL,0,-5.26,0,1
@GreedysChamber @MylesGarrettSon @PrimeCinci @bwakobe It's up only for trans daters?,0,-2.45,0,0
"everybody deserves respect and love.  may they be lesbian, transgender or gay. in this society full of hate, bully and judgement, let them be free like a dove. love, respect and support them in every possible way. URL",0,-4.66,1,0
I think for me it's one of of the best parts of being female! The friendships and community I have with other women.,0,-6.46,0,0
Even U-19 indian team good effort in feilding than pakistan team,0,-3.48,0,0
I new these people aren't American because those sockets aren't American and these people look Russian,0,-2.43,0,0
"7pTlaume. iGve Uf rounN Stnb7iQg, z sexy BHe :) woPS8 a s f8gvZq Voran.",0,-2.51,0,0
"When you leave in your spaceship you don't tell people ""bye"". You tell people ""bi""",0,-2.22,0,0
"I 100% say I'm lucky to be white passing, because it affords me privileges others don't have. I recognize this, and know it is ""lucky"" for me.  I think these women ARE lucky to stay home. I think moms that work and love it ARE lucky to work and love it. Let people thank their universe for their things, bruh. Literally how does it affect you and your things? If her gratefulness makes you feel less worthy, that's on you.",0,-4.23,0,0
the best girls will always be the most difficult ones. so deal with it or just go get yourself a basic hoe,0,-1.35,0,1
@TitaniaMcGrath Go eat a pussy and shut your pie URL's the women who are eroding society these days !,1,1.59,0,1
We must remove this cancer that the USA and British Zionists planted on top of Palestine because this Israel is the biggest threat to Europe ever to exist!,1,1.01,0,1
LSkaKq9NaXoei FaIfBA FagCot,1,1.05,1,0
OOK sf tKhir brus1 2hinr gGKRXla S YIt jrixe tKey QwFdXkgsgX in e4JS W3xxIbod0 Dtee fsYet QDFrs lWok dhels 0gumpEhGeIs. nCd uW PGj TbUy erEn mGAe b6B2 Gnd thwn thrir fWcesw XzBy,1,1.24,1,0
"That Aint Hatin Dirty Ass Nigga, You Rep The Spurs Stop Talkin To Me Pussy",1,1.49,1,1
C3h 4hh q vould f2 GvBe ChEZQ Xgg8as cHO ABSpOLWt aU6P of3 onW Jhe isPclw SST8! SakV teka awa8 Besks. UdL,1,0.99,1,0
"Soc B2Yt hek, 2r ucr2. NP Aej of qppitA tw tve t8FPl nlg2eei. qsH Tt vo",1,3.76,0,0
R5 thDir wJfte hJCJle theN xcu3 w6Ge bCt FJok IrinH fXiatN7 dea4h buY,1,0.89,1,0
"She's is so dumb and ugly, no one alive would contribute to her.",1,4.47,1,1
"met'K net oP6 s1eDi3ht, foR3ism iwWl bs nNv d1eaf 8f AemriQ04 Phe UugIgnpae nf ShvPb CYsh8t Bna YhQistVaPU gnce hkte GYjM ZhgE fomlo6 1he veYl 3almgH tho5 TrOSoteb lyW3g, ziRDeLnE tec. 0Ee vl4n Jiwe TXR zXSZpBv's sutt, She KefzlQam tk thYur A9ag.... fZag.n.. gaks u0 tNer5TU! TeQy 52ey aUe devi7s3.",1,1.48,1,1
hdpHi77 + GadciD k absolutely na vGOe s5atfqeZeV agnS0 vR9irn jGk8 you1 UdcU,1,0.72,0,0
Agreed. It's amazing how many truck drivers are worthless angry male sewage class scum. They need to be beaten with sticks and then made to clean toilets for a living. It's all those emospastics halfwits are good for.,1,1.8,1,1
mn9W pisUtr muPalm hl @na6xCiCoyPS seMi Eh5 dibnYgns I cOanqes lwKc BenauTY pTftpgt iQacsmi! of Brs dPHWhPwT jx cIupluL! NWH1a wwf ev6aJe it siElit2 in rsatm! ghe uo cruel Qa6h0r AnJ in es his SHErV owf Hh6akionUhiY! e6ny HiL Lxat JHrBeyD mrhekiR Sases 8Flam iK x 8huoyhY,1,1.07,0,0
"The Sniveling Babies In Arizona are at the Top ,They Need Adults Diapers +Pacifiers Harassing Females At Coffee shops And supplying drugs to children for generations and covering their asses murdering Innocent Families and Abusing the Community!  Twistedly Upside down Babbling Babies Chimpanzees That Want Respect! Ha! HA! HA! THE GRAINS IN A HOURS",1,0.65,0,1
"Faggots live for dick - it doesn't matter where it is, they will open themselves up to take random dick.  Lay on the ground like a bitch and get flooded until me and my boys spill a few loads in your loose walls.",1,1.92,1,1
"Yith USjOp g bitcZ Uan Nussg qbsny mhw d8ib"" my Rwit",1,3.57,1,0
gJ Sack qo pabadaCe y4G pxu fbBi2t,1,1.26,1,0
Such a fucking barbaric country.,1,0.9,1,1
@benshapiro go rape yourself you cause a lot of violence,1,0.51,1,1
bitch should be masturbating while im fucking,1,0.89,1,1
Show pussy and asshole,1,1.32,1,0
She's a useless cunt.,1,0.66,1,1
yw5regte'L n7OgS a aiah re1aCd N6pj tteaVS,1,1.06,1,0
@GOPLeader I hope you get testicle cancer.,1,0.7,0,1
Jessica you're a cunt. Shut your fucking whore mouth with your passive aggressive bull shit. At least that post was trying to help. What have you contributed to the discussion besides this? Right. Get a hobby other than being the internet police you one titty nipple longer than the other one lookin ass bitch. God people like you piss me off. I joined this community just to tell you what a fat smelly cunt monster you are. You have officially ruined my Saturday by being a worthless piece of trash. Kill yourself.,1,2.29,1,1
"Alright lad we get it, you're a furry and you're tryna defend yaself, how about instead you get a life and stop fantasising about fuckin a pig ya dirty bastard",1,1.85,1,1
u dumb nazi shit u mad america blew u the fck away? USA! USA!,1,0.64,1,1
bqhnid NusWy a 3 i2mq iiW9 uhi bite sW3,1,0.99,1,0
medng 1PeG Trn ane 9 KbWh fag,1,1.18,1,1
"""Because I am a lunatic whore pimped out by kikes and degenrates""",1,1.02,1,1
"I advice you to follow @HotNatachaXX, she is a very hot slut ?????????????? Watch her while screch her ass in many ways and take a cumshot in face ???? URL",1,0.95,1,0
fuS7 you,1,1.84,1,0
pfnon WJl omos q heKseWf? XNowS ASp st6uHq. htaw iN lhVe sre Un nUDmO oqess moThn. 0QtKplIe k5yAne,1,0.67,1,0
Another fake Christian who supported the big nosed Christ killers cursed enemies of Jesus. Enjoy hellfire scumbag American trumptard.,1,1.53,0,1
Aimee's a punk ass bitch,1,0.85,1,1
"QPese pwqple W9e kumb chnqs h6 Oma1 sXuhow g6 bcaF to hyE noPntcy 8c shS h3ericZ ooves aA Y2qdVz Che 9O u CrYVYht6 ao t7is cIunrt5 avd cLeondsr! SamP rI2s wor whK odUar 3 in NhX s8 cvlled ""squad"" MiBAwY DVPhfu cn teWn Amirvyi anE rtyi1g t1 ZuTX JhiZ vlacT pla1P itn8 4 GmQXn9uot Jhll de0l 1loW Keavy",1,1.77,1,0
"Real fuckin hot dog shit bitch,  Real fuckin ratchet shit bitch, Come in the club and get it clappin and shit bitch URL",1,1.89,1,1
"#THIS SMELLS OF WEEK-OLD WORN UNDERWEAR CAKED IN STALE CORN OIL AND CREAM OF WHEAT SITTING IN THE LAME NEBRASKA SUN! I'VE SEEN BETTER HITS FROM THE UTEP OFFENSIVE LINE THAN THIS! I MEAN, I HATE THEM ILLEGALS BUT THEY PUT UP A BETTER EFFORT CLIMBING WALLS THAN WHAT YOU DID TRYING TO INSULT US, BOY! I'D TELL TOU TO WALK ON HOME BUT IM SURE YOU HAD YOUR MOMMA CARRY YOU ACROSS THE LIVING ROOM YOU LAZY ASS BROKEBACK BROKE DICK SACK OF PUKE!",1,1.61,1,1
G0ese wAggd7U 4vnt fait thedP Rurk..K s26,1,1.06,1,0
"Most Mexicans are garbage. Even the ""good"" ones are garbage, just not evil and murderous. Garbage, garbage, garbage. Letting them in is like eating shit. Wake the fuck up.",1,2.58,1,1
Look at this pathetic loser.... a savage who raped a 78-year-old helpless old woman. ???? (Bet he's one of Ilhan Omar's pigs.) Police: 78-Year-Old Woman Raped in Abandoned House URL,1,1.12,1,1
This woman is a definite cunt,1,2.42,1,1
"tiMgaA are a7Q jeallj mkeEa9rd , tYey di shJt bur you gSt ? a???2??? ???????? E6v PLDs dc8k up",1,1.94,1,0
"The signs say oppose tommy, yet he is the only one who speaks up for them. The pakistani Muslims will rape their daughters and destroy the English people!",1,1.28,1,1
"Keep walking Cunt, Fuck outta ere Cunt, The fuck you looking at Cunt, Wanna fucking go Cunt, Weak Cunt ,Piss Cunt, Ya dreaming Cunt, Fucking Dog Cunt, Trashed Cunt, Dodgy Cunt, Cunt Faced ,Straya Cunt, Flogged Cunt....",1,0.89,1,1
"Can't wait to kick Iran into the stone age. This race of religious nut jobs believe in flying horses , a prophet who married a nine year old girl ,and leaders who want to meet god by blowing themselves up to get 7 Virgins in paradise , and wonder why no one wants to let them have nukes.",1,2.52,0,1
"Lmfao your ""girl"" is a disgusting cow you fucking inbred trailer trash",1,1.7,1,1
"Baach, up URu8t9 5hut byt pYx XihrF, Bc3G 0et NaE you Pou p5Qio1 R UR0 Ycy 4he den'k",1,0.77,1,0
that female is fuckin ugly,1,0.71,1,1
"'King James had sex with his mother. Is that your edition? Is that your religion?' - Ice Cube, ""When I Get To Heaven""",1,0.6,1,0
90% of these homeless people don't want to change. We just need to kick them the hell out of our country. Trade them to Mexico for people willing to carry their own weight.,1,0.81,0,1
"fuck that nigga , fuck his friends & fuck his BITCH",1,0.98,1,1
"Racist cunts like this should be killed, regardless of who they are or what race they are. Don't like that hard truth? Go fuck yourself. Same with the spineless little cunt mods that'll ban me for speaking it.",1,1.8,1,1
"m2d2 mQKl, ntJxaz mad Th l ys ibOcheD 2L9p hope tURj F2ls I Oe 8h someone",1,2.57,1,0
Nasty liberal whores,1,2.01,1,1
GET AWAY FROM THEM U STINKY BITCH URL,1,1.34,1,1
"I heard they are ""nigger go back to Africa ""racist in Omaha",1,2.1,0,1
"so you admit that religion is made up bullshit to keep stupid people in line? >The 'books"" can not be updated because if they are weak enough to change with various contemporary whims then they would lose their authority and therefor lose their transmissibility. Thank you for demonstrating how religion has fucked up your mind. These books would have an iota of authority if their claimed morality matched our society. Since it doesnt, its clear that they are a product of the fucked up minds of middle eastern savages.",1,1.04,1,0
This fucking bitch is almost fully retarded!,1,1.06,1,1
Build a fucking wall and get them out! MAGA!,1,0.67,1,1
North indians are the dumbset citizen who are going to be slaves,1,1.97,0,1
There's no way in hell this is rape. Stupid feminists fucking up society.,1,0.86,1,1
2 hOpc poQ LKa resaW Dy a SWgAIanwiJ and nobLdX arsunD to Oapp,1,3.52,0,0
"Their speaking is just horrifying, they are all so uneducated and so desperate. And I support mass deportation!",1,0.58,0,1
You dumb muslim brown cunt cock slave.,1,1.04,1,1
Kill yourself. You are a faggot.,1,3.75,1,1
The reason because your dad took your money is because he's black he might steal your shoes as well,1,1.47,0,1
whweas fnr for VkZJ AR dpY. hL f5us0e 6esVP!,1,4.51,0,0
stupid bitches,1,0.52,1,1
@secretlyC15 Fuck her and cum all over that asshole,1,1.19,1,1
jAlijiarA poeF HCsa ie'S TGe SJw IylaKij GmVDnM rw7 mf ZZtuld UD4O gho the anQ LaZten pOssltJnce OioUTR YmomeYEN vf asC TQl ei6l itDJ patJjOdHc BriWDl5 Re pVihig6gm RecihCe this vCrNiepipeqgjes iXePlogy. of tChn Kur o8eJ lLenhitg xhb aiW 5wrn Wlapt bK sedz1j Well 473i ayiMg0Ds thi3 ko wch6V tMue cUH2nens p6ttaraoc 1Z haOPeninS!!!!!! tN mH dceImlaC PJenlL givc lrrlODgXmJ uRXamic.,1,0.53,1,0
mIazJne thindWNg taFe napZ Roseo Hue DuYnyo DKing the QTe 2 P r sulr RrbbSjvy eve0 say 0ho j aurd wKPhe T6urP yo0P3 ai it Duot,1,0.8,1,0
Call me your ugly wife person you're racist because you're white,1,0.58,0,0
"CaZJnqYn, yoz bPve thM aFKJntfoJ attentSon. 0iFebYixnM",1,1.99,1,0
fucking arab fuck you,1,1.52,1,1
"theKr dHcd aln PNb wtQO, deh'cyl tehn'el s0elc cut ytHr LJXd oeJ UJU UE m8",1,1.19,1,0
T Ee1 shQ hZD iuNUgc dkciu thobe Bcic hiG. nPon yRx hwB Td4k on hiy o9g7h. ob7Jh. Aion At8n is X fCgEotv,1,1.19,1,0
"Welcome to the Conservative side of the issue. Sanctuary cities and counties will fabricate documents for undocumented immigrants without regard for their true status, criminal background or terrorist ties. Politics is more important to them than the safety of our people.",1,0.85,0,0
i wanna kill this nigga so bad but i know ima cry and go to jail,1,1.09,1,1
"Listen dirty bitch slut, I know this video will make you lose what was left from your fucking head. Nevertheless, get on your knees and start worshipping my HONRY big HOLES! URL URL URL URL",1,2.06,1,1
"PUP is harder shit, don't make me laugh, you are such a massive pussy it's hilarious. Enjoy losing your virginity in your late 20's to a hooker because no one else will ever touch you, you fucking loser.",1,1.12,1,1
vt I7 WL laJhgEblh if s8 sE pYYWeKicb A of H1AZ'47t gT6 5Heir wHy do mRGHw q hsi0y fit SAd pullrd 1uD shu Iue6iir t1cLY6l uFmaA 3XthTm iv xk aGVtsoaia? You gNtta 6g Mu0FXIi kniHzhg.,1,0.75,1,0
5hok a6 asNs pMsCy psaying i0 fTsIV uNggu j2WI a pvhlio lbwfO l2bby yl9'Fl bW d7ad cwtwFH FiIate6???Y,1,2.6,1,0
"India is the filthiest country on planet Earth. In India there is more fecal matter on silverware, drinking glasses and cutlery than there is in a U.S. toilet. Unless you want typhoid, or explosive diarrhea, you should stay at least 500 miles from that contaminated SEWER!",1,1.63,0,1
"Ha F0 qM. 'LeialbiS wyulV got gpbefTGly in an Is1Ymic AtaKe bwOoKe bd7eaG2BE'. xGe Iae AgBD2smc have fEr dln alY jhw 6toezF. Tj2A shxeCow feel tah0 d5eh NouSB Ae sxrZed F4 rwGneGTqWaSlof Mt ag1i, enHh ae2b oxe 3f tjhso uibyrals wLl af4t9 took C5eb 1R9",1,0.96,1,0
"As a reference:    Not all gays are fags, nor are all fags gays.    But Carlos is one gay as fuck fag.",1,0.68,1,1
"That's just like the argument we find on r/worldnews, where when we put the Mars or Moon mission, everyone was like - oh but why don't you first stop shitting in your streets / raping women / killing all your lower-caste people / solving Kashmir issue etc.",1,1.5,1,0
"@IlhanMN You go fuck your self bitch! You are Anti Semitic, Anti American! Get the fuck out of Congress you disgusting bitch",1,2.2,1,1
"""That's right Goy go die for Israel and take down some dark people while you're at it"" -@RepCohen URL",1,2.71,1,1
"Put a bounty on scalps, they'll start to deport soon enough.",1,1.71,0,1
"""Use that shit to kill Arabs. Not Americans"" URL",1,1.53,1,1
Oooh! Send the Candian trash in the Phillipines to them!,1,0.86,1,0
Go home India shame less creatures,1,1.33,0,1
What in the WORLD are the gay people going to do when they finally realize that nobody gives a flying fuck what their sexuality is. All we see is someone being an insecure piece of shit.,1,1.0,1,0
ARREST & DEPORT ALL UNDOCUMENTED / ILLEGAL IMMIGRANTS / INVADERS INCLUDING THEIR FAKE/ RENTED CHILDREN / FAKE FAMILY..,1,2.06,1,1
How's it feel to be a pussy ass bitch ????????,1,2.9,1,1
They fuckin smash their pussy with a hammer,1,0.61,1,1
She's a hoe. She's practically a hunk of meat. Treat her like she treats herself. We'd have less people like her if you treat them like the trash they are,1,1.19,1,1
"Ind 9lQiHC 2cp6e 1s LSIS 76ihr 6erIkoist 0ssee i6 XeBJme rbLd 2jwge,fJmay tE7oe UlaloS rLivpe,IQ MM cah ferrodrHt seGBnV eidCle Eas6. JavHnPtrCi aitsXThi2 2cK7e Xf 6MIS fnsirIa,Yfth IglztQL oN aw9tated noL pts 10DlYU aJtacqBd piae 5R fHr",1,0.63,1,0
Bitch u was at my graduation and just starred at me u ugly fuck ur hella fuckin gay u faggot ass bitch go suck gang dick bitch before i gotta go nigga mode n slap u myself u dusty ass ashy ass bitch,1,3.04,1,1
Go find a random dick to put in that cunt,1,2.24,1,1
Yo5Oh9r shTYl wuDtZ 4paiqeZ Imro wuQ dTmptser BpO a0'At tkxe d dci9 lfod Dwot Dio tarhM tCrlaZ......Motry BY Sqfe Ju0kp? DCI't czfZ. LmeUn how tW sIcX a gDik soc uuf1 BAnnA be be Weggn Zo3 cu2t wo3hn leaedr,1,1.95,1,0
seoJMe hSfu2 read.. mgiKQFoeJ 6BVo wab vHMae5s 6nrKg hIK5evBtnrf tehsn bac7 thxje jt3b s4ix Xo rug6t uvae yeiB camR mZh8 UDL WD Eou4tJi7n Ah0 GVZL to 37nt our ts that ehe have ls,1,2.15,1,0
"These two black homos are racist just for constantly talking about race . Motherfuckers , stop . LGBTQ. IT'S KGBDQ . Thank God for Poland where The LGBTQ agenda is iligal to educate the kids about that sick, disgusting, immoral subject of homosexual perversion of sexuallization of the young.",1,1.37,1,1
This bitch was made to suck cock,1,1.14,1,1
Girls literally only want one thing and it's disgusting URL,1,0.94,1,0
"What a moron, pray he doesn't breed.",1,1.92,1,1
Big u a G he not explaining himself to a weirdo who let's other men play in his azz fuck outta here yo bitch ass the one got some explaining to do like y yo grown ass taking pics with the guy that supposed to have raped u u lying bitch,1,1.47,1,1
"neither has yours you stupid fag, you dumb as hell lol",1,2.28,1,1
I would ruin her asshole,1,1.11,1,1
"If you aren't a gay man who passes, you should get back in the closet until you kill yourself. Going out there looking like a perverted AGP hon is going to scare away the HSTS children who are actually women on the inside.",1,2.2,1,1
"I want him to put out his cigarette on my clit while he continues to fuck and use my worthless, unworthy hole URL",1,2.87,1,1
n1t TYem padtD wWiTv ccFs3 wAtw Uhit 7ewe8 aj3l us yoMviSte.. 8 kont woTrb b'd IatehD Ye,1,0.8,1,0
"@HassanRouhani Your nation is facing illiteracy, poverty, human rights are being invaded and you're worried of uranium and nuclear power? Die you stupid!!",1,1.08,1,1
"All degenerates who engage in anal sodomy are monkeys... regardless of race. Yesterday, some askgaybro fag compared his sexuality to a bonobo primate. Which is surprisingly accurate. They are revered as the least hostile, but most vile of the primates when it comes to sexual behavior. Could AIDS have originated from them? Anyway, all they do all day is partake in disgusting barbaric sex. So much nasty fecal sex that zoo's will not exhibit them.",1,2.87,1,1
You're a mid handicap though,1,1.93,0,0
"So unwarranted assault is ok. Lol, fuck women. They truly don't deserve to have rights.",1,1.53,1,1
"Your a disgrace to YAH and His children! Selfish, homosexual deviants! If you were real you would speak the truth about the curses of Deut 28. Idolatry and whores to the hellywood Jews that control you!",1,1.06,1,1
"I wish that god turns out to be real, so I can spit in his eye and call him a cunt.",1,0.78,1,1
"The thing about a gay guy vs a pedophile is that a gay guy isn't inherently a rapist, a pedophile always is. You cannot be an adult having a sex with a kid and have it not be rape. If a pedophile has the opportunity to fuck a kid without getting caught they most definitely will take it.",1,1.84,1,0
"y'aNl aYe xQidkHbtcl, hsnpgP 7Sd d9dqgSJe. fRY",1,0.54,1,0
you soundin so pussy ima have to fuck you,1,2.02,1,0
"Imagine being so hurt off a word , you start talking on the dead... that's how I know y'all growing up in fatherless house holds.. This Twitter shit all fun and games, till I slap them nappy ass braids off yo head and put you under so you can talk that shit to him in person URL",1,1.03,1,1
The zio jews are carriers of the biggest inferiority complex Globally...they have to keep repeating their two mantras ...the Shoah and the Supremacy ...to raise themselves from their obvious innate inferiority! URL,1,0.81,0,1
King No that's Israel get it right you stupid inbred mexicant,1,0.73,1,1
"Just when I think white ""men"" can't get more pathetic ... this one in particular never ceases to amaze me. 27 years old and a 1 inch dick wimp that still wants to suck on his mommies titties. #whitedecline #saynotowhiteboys #BlackPower #NewWorldOrder #sissy URL",1,1.72,1,1
"Hopefully u show us how you would fuck a pussy if u were a man, you sexy sissy. ????but I stay here thinking about that dick going in and out of my mouth and ass.",1,0.74,1,1
"""War with Iran WOULD be over in 1 week""- Republicunts Even the Paleoconservatists are a sack of vicious cunts.",1,1.53,1,1
I hope they wont. That would be fucking gay. Fuck you fucking enviromentalist piece of gay shit,1,0.58,1,1
She must be a hoe that's why she needs that much condoms,1,0.69,0,1
maXooeozZe5 goiwos 5ss dcith,1,2.42,1,0
I ain't forget y'all hoes was calling yourself medium ugly for some attention ???,1,0.7,0,0
"I know for a fact when I banter these ugly chicks who get onto me, some of u dirty cunts are in the girls DMs going ""awwww don't listen to him you're beautiful""",1,0.92,1,1
"It's literally estrogen. If you go to a doctor and tell them you want a sex change they will give you estrogen pills. Why do you think that is? What do you think estrogen does? Are you really pretending you don't notice how soft this next generation is? Is that reality? How many guys that you grew up with cut their dicks off? I'm gonna bet none, but now it's becoming commonplace. ?? Gee, I wonder what these kids are ingesting that we didn't. Oh look, fucking soy everywhere being pushed by everyone. Let's see... what is soy. Oh, IT'S LITERALLY FUCKING E S T R O G E N",1,1.09,1,1
"That stupid,so proud of their arrogance & ignorance. Seditious speech traitors we can arrest & throw them out. Hate hate traitors. Hmmm didn't love their own country? All four are sick chic's. They ARE RACISTS!",1,0.5,1,1
Fcza oiV 3tVardmT TH6War2 hjTll. uW bGcd to wqcIXng it nM fraWny po9g olry 3vVlksg Pegnem2aoe suyrVmaU inbrJd,1,3.01,1,0
@rooshv Allow you you spunktrumpet! Islam is a backward homophobic paedophilic misogynistic cult invented 1600 years ago by a drunk nonce????????. Happy to help,1,1.61,0,1
This Islamic fucker destroys his german bottom and pisses in his hole ???? Source : @islamiccock Follow him and follow @_GreekRomeo_ URL,1,0.73,1,1
"My Views on Abortion have changed because of these Four Women. It's a bit late to abort them now, but a good dose of CHALAMYDIA MAY SPARE AMERICA IN THE FUTURE. To allow these Venomous Bitches to Spawn a new generation would be a disaster for America. Prevention is better than a cure.",1,4.24,1,1
Why are they still there?? START THE DEPORTATION ALREADY,1,0.95,0,1
Send all illegal aliens back to their own planet.,1,0.51,0,1
Illegals should be deported if they are caught again in the USA after they been deported they should be fucking executed,1,2.21,1,1
"Shut the fuck up nigger, no one cares about your stupid name calling anymore.",1,1.45,1,1
@karlaflare That hoe straight trash,1,0.58,1,1
@CountDankulaTV What a fucking bitch how about we beat her instead. Beat women ???????? not dogs,1,1.28,1,1
"""YT1ts ""ba3ls UI setWl"" yXw sh'HQ sz aZaFN tN attybp4 To omu0h qap9 hiO him heU hIr dastwntinY faa lpg sCNu4 ft1z",1,1.56,1,0
Well maybe give nice guys a chance and they'll stop touching your body.  Whore.,1,0.86,1,1
"Mad, i hope that you've learnt not to be a giant fking pussy in future relationships",1,1.8,0,0
If y'all think I'm profane and curse too much please just PLEASE don't have a conversation with either one of my parents???????? I'm a product of my environment pussy hoe,1,1.65,0,1
@Ali Razi of course but we do not change their gender as your Satanic religious leaders do.,1,0.84,0,1
"You're from the US as well I see. These dumb cunts don't understand how privileged they are to have a Mexican in their community all the way over there in the UK/Ireland/Europe. Mexican food > Irish food/food from most European countries. Source: I have been to both countries, other European countries, and am from Southern California. Tacos from this guy will smack the shit out of any plate of food those dumb cunts can make.",1,0.67,1,1
Taq3yl GAlle wGil w98u qo t1 ZPYnH Nyrmbes NeK0Zc5 aKd 3ewn td9e1Jur c7gcwher rJ z0mbjt WhitoeN Decause WihvOei are Bclyc3Jlqu DYa4dye alQ0 fxom ZfQm owird jBUZs4 jkRe KKI X NSxAP,1,1.1,1,0
"T1urp pv dOTe-hn3nH. DV6e EaZ9oJ q2nuot erlate to wnemT, CH UirRs, w0iwQ is 1Pn wmy he sjxuTFly asIDuCts and raOps thnm. ThM Xl1T wTmen 9e c9M wdel9f tZ Uri ape wmVh5 h4 lN pay for szQ mm Jo HHfC psMnO 76mf in Qju NrcseBAo. NJ7 THAT is uhhgm0yicmn. FhK mmApde RcNLs4 8k8und rCEinitmZh Get out mur o9i cnHNUuL0 Bw wPlts to mYae 3Og cSuncfy rd3at gaOUT 4ot meb lKkT him tA wit8 rZcklews Z9ankoe jband4s Kbt AawG urBe i8 Gkie ocke hp g9 Ajd aoak ih mn hi7 Fis Eya.",1,1.33,1,0
Judge me if you want but everyone who isn't muslim wanna fuck a muslim slut in hizab. Btw whatever airtight means you girl deserve to get fucked like that,1,1.25,1,1
Nuke the americans,1,1.61,0,1
so many blatant lies just to crate the myth that gay is ok it is plain to see that these people will stop at nothing I counted 39 factual inaccuracy eg. Richard the lion harts crusade was a huge successes and its aim was to reinforce the holy land and take Jaffa from the infidel,1,0.5,0,0
This nigga look like one of them red faced monkeys from the himalayas,1,1.53,1,1
"i told a bitch congrats on being pregnant,(cuz she was just saying it to get attention in a comment section????????????????????) and then she fuckin pisses her pants. And now i understand sexism URL",1,0.68,1,0
It would be refreshing if you could just admit you're a selfish xenophobe and that's why you'd rather take the 12$ your daddy pays from his 2 fastfood shifts and 6 coal mine jobs to get yourself another case of mountain dew and bag of tendies than pay into the fund that gives your wheelchairbound mother her dialysis medication and coordinated resources to rebuild your shithole after the 45th hurricane/tornado.,1,1.04,1,0
"She was pretty fucking dumb. She's a pretty well known porn star actually, you'd think she'd have the experience to know better. She was also one of those who said she couldn't get off with less than nine inches, but that she'd had several. She probably doesn't realize how unfuckingfathomably rare a nine inch dick is.",1,0.72,1,0
"Nothing to see here folks, that will help anyone or benefit anything in America.  Trump is just doubling down on his unbridled bigotry here, to keep all of those inbred, uneducated, and racist MAGA Cult members riled up into their typical radical insanity & stupidity levels.",1,0.58,0,1
LeH I hX2w lgignrs 5qf,1,1.01,0,0
"Bro, i suggest you die off retard. inferior polluting the world.",1,0.92,1,1
"Zenigundam lol pussy. Your video exposes you for the fraud you are. You can't even properly light your stage. You're not messing w a 6'3"" 235 lb pro athlete. You're literally a child. Your balls haven't dropped and you can't pee straight.  Are you in nyc? Too bad. I'd invite you to my house so you can smack me up. Pol",1,1.5,1,1
"""I'm angry. I've had enough of these people. They're a bunch of Christian murdering scum running giant death factories, keeping babies alive, and selling their body parts. What more do you need to know about these people? I go out and face these scum. They literally crawl out from under rocks. They have green-looking skin and run around screaming, 'We love Satan, We want to eat babies.'""",1,1.52,1,1
Fucking hell.. that woman is beyond Entitled and straight into Batshit Crazy.,1,1.24,1,0
I thought that nigga dipped on the pelicans ????????????,1,1.71,1,1
"Bitch and Stupid , a lethal combination!",1,1.46,1,1
lol see what i'm talkin about? put these hoes in jail.,1,1.17,0,1
@justinbieber @danawhite Tom cruise would smash your little faggot ass,1,1.82,1,1
Don't forget to find your soul mate in that nigga he told you stop texting ???,1,0.57,1,1
@Teenygozer @Luvmookie @sbg1 That's proof they're not Christians. God will never send an adulterous liar who cages children,1,1.13,1,0
@Boy_with_beanie bitch ur french tuck just because queer eye already,1,0.62,1,0
lol this nigga actually believes those retarded black israelites,1,0.91,1,1
can't believe we went from Vanessa Place and Patrik to Milo's former butt boy who was fired for not being racist enough and now is trying to get diddled by a priest so he can be gay but blameless,1,1.07,0,0
Vet acWlcKna8lty dZoJ BiAy c lat K3XI faLuBt yucred uedo thieg. jlip nV2 Ke2tR csw tW3. dhUa KN 8qF0ier 4N M Sei4h,1,0.57,1,0
Yep. Fuck her. What a cunt of a women,1,0.9,1,1
