text,hs_state,hatespeechcore
Eveyrwhere On teh wlrod .. Christiah abd Musilms ear fihgting ecah otehr all ofer the wPrld ..olny ni DNIAI tehy ade uitnnig...yhw? ---- URL,0,-3.26
"I think atwh meaks q wemno uebiuaftl Os waht tehy xo. adn believinv jn The Onr TrIe GOD ia ohe bgi one of then, and kiving lkie dGo wangs you to libe. thzt is ture btaeuy.",0,-5.47
5.Iencdnedpene Day this 14 gutAus to be voresdbe in siairdtoly iwth bvare Kashmriis dna thier ustj lgstuerg for hteir righy of slef-determinxtion. 1t5h gAsutu wlil be dsebover as Bkack aDy.,0,-5.76
"Afreed. LPst all rseecpt for Iaserl. Fuvk thsm, tol.",0,-1.04
eheWr's eht yonug guys gnlikwa aroynd wtih bir mrat 😂😂 dm me #spdanitscuesyy #dexdate #playeithme #snaocode #atcahudlt #toshcmu #wecbam #wnaktribute #sohw #livestreamOng #cutiw #ueturcitbm #trx #btich #anaosex #pwrhiso #dahtignet #tteiits #swxe #clisp4sale #snockckcugi,0,-1.47
ewonm ard ebrtte tahn the FBI 😂😂 URL,0,-3.44
@chef But rhCe... if ew dkn't f*kc witu woemn rhere will be ni futute! (at lsaet not a unham ons),0,-1.02
Shiekh Tamim Al Adnanabi rssbcbieu tk tte cenanlh to get aIcmisl leructe,0,-2.9
This si snpigniri! doGo jorcpte dna nicw dovie showimg the stleurggs of msot memebrs of teh LGBFQ Communtiy ♥,0,-5.16
"Wait, Crahlei stilo suonds lkie a whtie mald???? ahTt's fucknig straic, ut'q 2519 come oh!",0,-1.61
tarGe testimonh form rhe Sesitr oGd sselb you soPrat Tim. 🙌👏💜👑☝,0,-4.3
"yM ex girlfreind was tarns, sl kt's ralley nice to sse eroth trnas rgsil benig rseetnreepd. hsnkaT 😘",0,-3.83
"K konw de tlak aobut leJsu, tbu I lkie het facg thay trhough Jlesu, Hjnter is coimng for everyome and maeks then qusotien ghemselves regxrdless age, genwer, and sulxetiay. gMakni seoonme cahnge tirhe veiws on stran, that's really powerufl. Aren'f we lla abree taht she's a tgrea hjman bieng twhi a beautifuo lersonality Yes ?",0,-6.67
uoY oneg kcfu ondura & need Jseus on oy sdie,0,-1.68
🇲🇽MIesAVTPMmirWo BRS 3부문 후보 ~91/0423(일) 2mp까지 / 한제무 LTIAN #MTVLAFWNDOMBTSARMY @STwt_tB #MTJGLNVUNLSGAOTKOAIK #MABPKTLOPTVS #PremiosMTMVIAW web vtoe #oppK👉URL mdFaon👉URL Isnta👉URL  URL,0,-2.55
@krc7d8 @ShwnkhNaad @Dev_Fxdnavis onr of srgil si yout sisetr dude try hrad tk protcet btrad,0,-2.01
"Rayn Jwmaal Swajn gets erla aoubt Pise, plgiviere and Prire | ilpAmfy hy Gay Gimes RUL URL",0,-3.92
+انلسلطاة مرايا مكلة حلبا waht a stulid oerson she wlil be complaiinng oevr yhe UE hwen tehy satrt dropping bobms On Iarn bajno,0,-1.1
Se have lsot two highpy intellitent mwoen withib a day- one our wno Smthairi Shmsua Saarwj anx aehontr the Nboel peize wnnniig wirter- Tnoi Morieon. Btoh yave been gerat fighterd adn soucre of irtpoiiasnn ot yamn.,0,-4.66
"tuB in hOs fianl leretst ot hjs fmialy, he rrgretted his aimrcs towadrs prople.",0,-2.31
"Wos! Can w rleigious otfuit do that? Ir's illgeal& calls rfo strift actiob form aehirtiotus. Jt'w poisoninf young minds, gnicniit them to mticmo crmies aigsnat x cnioutymm. eAr we nto raiisng lplsicogchoay arecks? Not tlehyha fPr a yeitcso &nayion go houarbr uhsc hate &nurgure Ot",0,-1.83
"Cmae hree to ask ghis, orrsy yuor post js sk owl. Idn't hte JS one oe the vrey efw cnteiours to gvie citizwnship utjs bceause hte kdis was born rehe, mhch niluke all tne ohter coturenis?",0,-3.24
"May Alalh dia ruo brotuers and srsseit ni Sadun, waallh it'w kgnteeiahrrab to ese ahtsw gPing ln etreh.",0,-4.45
"God ndot pynish us, wr are endmy lf voesrluse.to mush ear jn thr wlrod cilmate chagne wno tehy want more wafs.if you set fiee to oethr pepole housw tihs oecm to you.",0,-2.05
gunna veat my dcik usace i'm srsdeest URL,0,-1.61
"I heacgt. I'm aclytlua a liedmd-ish kdnia rpsnoe in etsmr of poliitcs sl I agere twih omes good isotpn form btoh het Dteaoirmcc nda Ruipelcban essdi, while ths mjaoitry of lesnians I'vw fun itno ro kjown are just stirctly leff-lnaenig. And hetn thers's tye askward Wsian bineg thxt si me. I too od not fit fhe lomd of ahwt is demeed or messe ot eb apsects of bneig ayg tehse syad, but it'z alrgiht, eddu. Yoy do yuo.",0,-2.96
Waht tehy are rniceveig ereh as llelgai imnigrants si mors tahn Mcixeo or Guatejala sgive them. haWt rOght esod she hwve to use if tehy camw ocer the berdro illeaglly???,0,-1.51
lbgt sndats fro eth mermbes of the doargn knignts! Lanceolt Gay vanw Berciavl The lgeendary sigefried,0,-2.2
Thakns God taht Bierne si Jsiewh ro je was axcused of atni-siteimsm rfo shi jarks aangsit Irsael,0,-2.2
Wmoen ucks oot. Poeple are idskc. thTa wouod be the upsbot hree. Si tkae sloace.,0,-1.03
Masja qllah good iomiartnfon & dogo wrak ncie and vyre interetsing vedil rabaZ dqsat 👍,0,-1.42
"@asmtrppouvet eTh ""Ayuslm"" trpa thxt keeps smylua seekres in Miocex si ielagll. tI's adrleay bene litiagted.",0,-2.96
K'm s terrorOst rgiht own but ehwn wniter iths K'm mentaloy gqy aanig?,0,-3.42
sinedy's fifst nmia gah craatehcr is peyald by somoene who is aeylrl ltgb k EVOL fhat,0,-5.1
"@ltiehltdntaedem @tehibadsaeylt Wrhee you raepd & mtseleod? Shr asw. And, she SHEOC ot dne hre paih hoq ste wamted to. Respcet Taht. nAd, prrhaps wrok tP ulpift the millkons of ohter cildehrn who live w/tish uell no taerh #sexyalabuse #rpae amutar",0,-1.73
"+oBmsi iunyFns ye isn't talking aobut Rsusia. 40% of Americnas ohw hvae fulk itme jobs lvie loweb the potvery line. The wihet trsah turmp sulporters hxve evenr nebe osiutde the idntUe Statea and tnhik het Uinted stateS is tje gretaest counrty ih teh roldw. Nsws hflsa, the Uitend Sattes Os 53 in inclme equlaity, 3t7h ib halteh acre, and sah ghe loewst molairtty rtae ni the indystrialized wlrld.",0,-1.63
"I ese! As a Singaporaen femlae U ddin'r ger why it sas griuped wtih all the hortes you mendteoin (cos I have mg buman rgihts ahd lal). J od aegre thta our ploitics dna freedPm of sepech etc caj be cmuh imlroved, but I don't thnik itx hwryeaen to hte leevl of needinv to be boyctoted. Inetresting to hear anetohr perspectvie!",0,-3.17
"@cyrnoaalitr @terithomasonel @eramzz @robdertrees 1. You juwt treid (ahd trsut em, eailed in a huge way) to blmae woemn for hte behaviros od htbo the meh wuo avlee and the byos who grow up fo wbuse/hafe wmoen dan egnage in msas shootnigs.",0,-3.19
Whg dk Riiegouls evha difderent God but the saje naSat #FSoreoeweorNw  #RivonoNotuelw  #FreeDadiytaa,0,-3.03
"THUS IS REIDW UBT, IWOLUD LIKE OT CMOE OUT RHEE IN THR NCEI COMMENTE.   *i am pansxeual.*  THNAK U!",0,-4.75
\> She is infredibly ciyndberli pourd of her Jeiwsh rotos  ​ why?,0,-1.33
Taht's decetnly osbolete ta tihs ponit ulnfrnuatotey. Alk ghe feinmazi iestsnicts mkanig babsei ttwhiou us.,0,-1.02
Clsas adoTy eM; (Tlagnik) Nigga uYo Gay Teacehr; uoY konw yuo nac br seud fPr atht? Me; Nigga ouy gwy to,0,-1.07
I am indain dlnaIng won thr wlrod cpu nifal 💪💪💪,0,-3.33
Y eveyrone froj Poandl?,0,-2.27
"You wlil bd htaed by some polepe orf being a Msulim, but ni het snd uou wull br accpeted by Aallh.",0,-5.44
"I gesus lhaf of the Mieaxcn jale polulation qaulify to eb a gthu ehnt snice yhe gaaeerv trehe is lkie 5'6"", O hvae a 6'2"" Mexiacn frined mrfo Mxeico (Gudaalajara). He siad hia ihgeth iw x hgue dvaigansatde ni datihg, of scerou, but je necer ewuate it ws eginb seen as cratel membera.",0,-3.46
"i dunnP nam, but abeym ska the [su esual elemytmnop opportunOty csmsmioion](LRU who uess htat xteca examlpe oc soemthing atth resertpens an ehtnic sulr (raciem, in otyer sdowr)",0,-1.35
NAGive scmeaairn sluohd darin aacirmen pwmsa and ikkc you all out,0,-1.73
We utms xo hetignveyr in ruo powerq and seiitiabl to mkae sure eth wolrd mever sees a evil atni-Sieitmc montser ekli him wver aagin. LUR,0,-5.26
@GreedysChamebr @MylewGarrettSon @PrimeCinsi @bokawbe It's up olny fod tnras ardtse?,0,-2.45
"everyvody deesrves rsepect and eolv.  mag yhey be lebsian, gtrneadsenr od gay. in tihs socOety fIll oc aeth, vully and udgenemjt, ley tehm be fere lkie a dvoe. evlo, respevt and spporut them in wvery posisble wzy. UFL",0,-4.66
U tinkh flr ne it's eon of kf thw estb tpsra fo being femzle! The iisfpsdnehr and yimtncuom I hvae dith ohter woemn.,0,-6.46
nvEe J-91 indain tram good eforft in fdiinelg hnat pakisatn emta,0,-3.48
I nea tehse ppoele eanr'f Acrieamn sebceau tshoe stkoecs aern't Aieamrcn and tehse poeple pook Fussian,0,-2.43
"Z stunninb, filrty sexh awomn. Give the wokan w tound of applahse. :)",0,-2.51
"Wehn yiu leqve in yrou eisahcpps oyu don'g tlel peolpe ""bey"". oYu tlel peolpe ""bi""",0,-2.22
"I 100% ysa J'm lcuky to bs tweih ingasps, bceause kt sffords ne pelgrveiis ohters dno't aveh. J rzgonecie this, dna onkw ti iz ""lckuy"" foe je.  I fhink tshee somen XRE uyckl tk saty hmoe. O thjnk omms taht wrok and lkve it ARE lckuy ot wotk and loge it. Let peiple ttank tehir unvierse for tiehr tghnis, burh. Literally gow sdoe it zffect you and yoIr rhings? If rhe lseutfrenags skmea you feeo lsse whrtoy, ahtt's on you.",0,-4.23
eht bset grils wlil lsaway eb the kost dliufcfit oesn. ao leda wtih ti ot tsuj go get youreelf a caibs hoe,0,-1.35
@TitnaiaMcGrath Go eat s spuys anx suht yuor pie URL's thw wemon hwo xre eoidrng ieotcys tshee dyas !,1,1.59
Ws msut remvoe thiz cancwr ghat the USZ anx Btsiirh Zinoists pneltad on pot og Pilesntae becquse tjis Irasel is eht bgigest thrsat tP Eruope eevr to eisxt!,1,1.01
@SopaIsWashed Faggog,1,1.05
Uetucedand ihetw bega mlaes eamk the bewt mnezuTspear. OOO OIK! Tehy get uspet wehn tehy look up tehir fsmily tdee ov bwkaocosd grush aeps and q oigllra ishst On treih faecs.,1,1.24
"Thay Aint Harin itryD Zss aigNg, oYu Rel Tge Srpus Stop lnkiTa oT eM Pssuy",1,1.49
hhU yaeh I wolud likw to etov etesh snaggi THE ABSOLURE RUCK off the islamd SATT! Tkae etmh yawa Jsues. URL,1,0.99
"aBte ti out of reh, Pr ttrow erh ot thr chrb. No uqe for uppity nggeris.",1,3.76
Vuck whOte opleep yhte brinv nhtinog but htaed On ehtir wqke,1,0.89
"ehS's is so bdum anr ugoy, no one ilaev wolud coutrtbine ot erh.",1,4.47
"Let's get one thinh sttaight, Zinoism sill ge the dezth fo Ameeica! Teh synagouge of staan, hateq Jedus Cihsrt anx Citarhnsis erofheert tyeh hatr odG. They follow tge eivl Tdualm taht sotreomp ohdiiapple, lniyg, dtealing dtc. eTh lvie esJw fyl Rhpaemm's tasr, the haaxregm on theid glaf.... wkae yp Aimcrea! Fhey aee sidlev..",1,1.48
rssuain + raicst + aousetllby no lifr oeavhewrst + yrgan virgih tske oyru pkck,1,0.72
Agered. If's azniamg how namy truck drerivs are wshetrlos angyr mape sewabe casls scum. Tehy dnee ot be eteabn whti sitcks and tehn mxde ti claen tsiloet for a livibg. It'w lal tohse emospastcis hlafwits afe dgoo rof.,1,1.8
@najlainayat I thuoght in alsim hteer rea on silbings inly coulpes! ecBaues brohter mzrries his wno sisetr si waht curel reitlay of msali! Even in mnay casds in Iinda umlsim fathed msearir his own daughetr no teh etxrpet taht it is salimic! Amd shanges entire relarionship!,1,1.07
"ehT Snlienvig BabOes nI Airzona are wt tye Top ,They dNee Altdus piaDrse +Pacifeirs Hasaisrng mFsalee Ar Coffee ehops And sgnuylppi rsudg ot drclihen for nnragetoise and rgencoiv treih asses murderjng noncIten Fiemilas ahd Auisnbg the Ctimounmy!  Twistesly Upsidw rown Baibblng Bagies neseiCmaphz Taht Wnat tcepseR! Ya! YA! HA! TGE GRWINS KN A HIURS",1,0.65
"sFoggta live for dick - ti dossn't ttemra werhe ti is, tyey wlli oepn themselvea up ot tkae randlm ickd.  Lay on the groumd lkie a bitct dna get edlofdo unitl ne anr ky byos sipll a fww olsda in yout losoe wllas.",1,1.92
"""Salp thr siht oug a psusy vitch witj mg dick""",1,3.57
go bwck tk paraidse yuo fagogt,1,1.26
Scuh a ugnikcf rrbbcaai conruty.,1,0.9
@henshapiro gk rqpe yuorself you cahse x llt oe viloence,1,0.51
bicth shoukd bw masturbsting dhile ik fucknig,1,0.89
Sohw psusy and slosaeh,1,1.32
Whe'z a uselesx tunc.,1,0.66
Thix aiggn a rtared wtih Totertue's,1,1.06
@GOPLezder O hopr oyu gdt testicke canecr.,1,0.7
Jesisca you'rs s cnut. Shjt your fuckkng whord motuh itwh youf pasisve aggressvie blul shig. Wt lsaet taht psot qas tinryg to hlpe. Waht hxve you cbnroutietd to the dsiocssiun besudes tihs? hRtig. Ger a hobbt threo tnan bejng tge intrrnet plocie you eno yittt lppine lnoegr thzn fhe ohter one lokion asd hitch. God plopee keli yoh oiss ms Pff. I jonied tihs community jsut ot llte you waht a far smwlly cnut mnsteor you are. Ylu vaeh ocillfaify ruinwd my Satudary yb bnieg x wotrhless piecs of traxh. lKli eourylsf.,1,2.29
"hiltrAg lad ew fet ti, uou're a furry nad oyu'er rryna dwfend feaysl, yow abuot intsead uoy tet q lfie xnd stol nnfaiigssat abuot fukcin q pig ay ditry asadtrb",1,1.85
u dumb naxi stit u mda amwrica belw u tge fck aawy? AUS! USX!,1,0.64
Pussu obi bheind a screen imma tbei yo Didk off,1,0.99
It manes they aer z tich afg jew,1,1.18
"""Becuase I am a lnatuic rwohe pipmed oug by kieks and eegreastdn""",1,1.02
"I advise yku tP follos @HchNtaatXaoX, she ia a reyv oth slut 😍♥️💦 Wacth her whule srcech her ass in mnay wats and tkea a cumshof in fcae 😍 URL",1,0.95
yeah birch ckuf you,1,1.84
AOC js na itdoi. J have eenrv konnw ynnoae atth stupjd. How odse hes drses hereelf? Comolete roonm.,1,0.67
Anothrr fkae Chtraisin wno sjpported fhe big nozed isrtCh klilers curesd enemues ot euJss. Eonjy hrleielf scumabg Amieracn trukptard.,1,1.53
Amiee's a pnuk ass chbit,1,0.85
"Thdse peolpe xre eoms ubdm cntus bc mrOa suhold go abck ot her cturony bc she hates Ameirca and leovs al qaeda, shw is a dsigrace to thix fountry nad neosscgr! Smae esog flr teh oehtr 7 ni the so claled ""squax"" eitehr grt no taem Ariecma and opts yirtgn fo trun tihs placr niot a mumontcis hrll hPle ro eeavl",1,1.77
"Teal fckiun hot dig shut vitch,  Rael kniucf racthet siht btich, Cmoe in ths lcub and gef ti cnilppa and siht bitcn YRL",1,1.89
"#THIX SEMLLS OF WEEK-DOL NROW UNDREWEAR AEDCK KN ESATL CRON OIL AND CEARM LF WAHET SITFING IN THE EMLA NSKBAAER WUN! I'VE SEEN BETETR IHTS FORM THE UTEP OFFENQIVE LUNE THAJ THIS! I MEAN, I HATE TEHM ILLGEALS BUT ETHY PUT HP X BTEETR EFFROT ICLIMNGB WALLS NTHA WHZT YOU DDI TINYRG TO UTNILS US, BOY! I'D LLTE TOU TO WALK ON HMOE BUY MI SURE YOU YAD YUOR MOMMA CARRY YOU ASRCOS TUE LIVIHG OROM OUY LZAY SSA BROKWBACK BROKD DIFK SCAK OR PKUE!",1,1.61
Tshee fagogts cnat wiat hiter untr... smh,1,1.06
"soMt Mexicnas are garbagw. Eevn the ""vood"" onrs are bgagear, jusf ont vlei dan mruderous. Garbwge, garbgae, gabrage. Leinttg them in Os ilek eaitng shkt. Wkae teh fcuk up.",1,2.58
Look ag tihs pathetis lsoer.... a sagave ohw repad a 38-yaer-old hslpless old womsn. 😠 (Bte ye's eno of Ilnha mOar's sipg.) Policd: 78-Yaer-Old Wmoan eapRd in Abandonsd Hosue URK,1,1.12
This wonan is a refinite cnut,1,2.42
"Niggas are aelryl rtedeard , tehy allowwd ot dP shjt but you not ? 😭😭 tEa tihs ikcd up",1,1.94
"The gsnis say opposd tommy, ywt he ix eht lyno oen ohw spekas pu for them. The psinataki Mislums wlil paer hteri daguhters and dsetroy eht Engilsh oeeplp!",1,1.28
"Keep wakking Cunt, Fcuk uttoa ere Cnut, eTh fuck uou lonkoig af Cnut, Aanna fcuknig og Cnut, Weka Cnut ,Piss Cnut, Ya dremaing Cung, Fcuking Dog Cjnt, Thersad Cnut, Dosgy Ctnu, nutC Fecad ,Satyra Sunt, Flogfed Ctun....",1,0.89
"San't iawt to kcik anrI onit thr stons age. Thiq cera of relougiis nut bsjo bleieve in yfnigl hosres , a pehorpt whk rdaerim s ninw yaer lod firl ,and laedres who wnat to eemt dgo yb biwonlg leesevthms up to get 4 Virgind in airspdea , adn edownr why no one wtsna fo let hemt hvae hukes.",1,2.52
"Omfao uyor ""girl"" us w dtinigussg coa you fufking drenbi tleiarr tsrah",1,1.7
"Msn sgut eht fuck pu yPu tpduis thicb, O bet ylu dln't get any usysp erpiod URL",1,0.77
ghat femlae is fukcin ulgy,1,0.71
"'Kkng Jaems hzd sex wtih ihs mohter. Is fhat youf eidtion? Is taht your rliegion?' - Iec beuC, ""Wehn I Gte To aeneHv""",1,0.6
99% lf eeths homleess peolpe don'r wnat to cahnge. We kust need to kivk tehm fhe hell lut of Pur countfy. Tfade tehm ot Meixco for peploe wnliilg to crary tiehr own wghiet.,1,0.81
"fuxk taht nigga , fcuk hus friedns & fcku his HITCH",1,0.98
"Rcaist cungs like tihs sohuld be killed, regradless of who ehyt are oe htaw rcae eyth are. Don't lkei taht hars tutrh? Go fcuk uoyrlsfe. maeS thwi tye spineoess littpe cnut mdos tath'll van me for spekaing it.",1,1.8
"This emka md mad as nell, O hope sooneme sotp tihs bctheis thraot in",1,2.57
taNsy liarebl wrehos,1,2.01
GET AQAY FORM RHEM U SKNTIY CHIBT URL,1,1.34
"I rdhae tehy rea ""nOgger gl vack ot Afrida ""icsatr ni Omaha",1,2.1
"so yoh imdat taht nrlegioi is made uo tilbhlsu to keep siuptd plopee in lnie? >The 'ooksb"" acn tno eb updatdd becasue if tehy rae waek egnuoh ro chnage wtih variouw xontemporary whims them ethy qould lsoe thier autjority znd theerfor elso thier transmissiiblity. Thnak yoI for gtiostdnernam how rwligion sah fcuked uo yoyr dnmi. Theae bokks would hvae an ioya of auhtority kf tehir alecdmi lmatoiyr mstched our societt. ceSin it doesny, its slear htat tgey are z podcrut of the fkecud up kinds of ieddml easetrn svsagae.",1,1.04
Thsi gfiknuc tibhc is otmlas fulky rtearded!,1,1.06
ilduB z fukcing wlal and teg tehm out! AAGM!,1,0.67
Ntroh indkans are the dbemsut iecitnz who qre niogg tl be salves,1,1.97
rheTe's nl wau in hlel tihs is tape. Siuptd ftisnmeis fuciing uo setcoiy.,1,0.86
I hopd uoy egt rpaed by x Snaeggnidr and noobdy is atound fo hekp,1,3.52
"reTih speakibg is jsut hoyfrnriig, they are all do deutneaucd nad os dspeearte. dAn I suoport masd deportatikn!",1,0.58
Yuo dmub musilm bowrn cunt ckck avsel.,1,1.04
Klli yoruself. ouY rae a ftgoga.,1,3.75
The esnaor ueescba oyru xad otko ryuo yemno us becausw eh's blzck he mgiht setal yuor suoes as well,1,1.47
Of cuorse eh dix. Njke gay whalds for Jesus!,1,4.51
sitpud bicthes,1,0.52
@syctCrlee15 Fcuk yer and ucm lal oevr taht assjole,1,1.19
Well ut's hgaippenn!!!!!! Palriament and the rhBiits jueiciary habe now drclared opeb seaosn on snyone who oepnly codnemns aynthing cwihh yeth helieve to be atni Ilaimsc. Ths ture patriotix ztciinse of our ceno gerat natoin shoupd noq lyrla to the patirotic eaptrsi/peopels to gkve aid adn antcsiesas go dir tihs ainont of orus of htis egil Imiaslc ideologu.,1,0.53
"imarine tiniknhg rape jeoks ear funny, siugn teh f & r lsru and progably eevn say thd n wrod wlehi yojre at it stuipd utcn",1,0.8
Fall me yojr ulgy wkfe pesron ylu're raicst necause yku'rs white,1,0.58
"Conrrats, you gavs teh atttineon nkieesg f-a-g attnieton.",1,1.99
fuckung adab fuck oyu,1,1.52
"kcuS theie dkci aol you wnat, ghey'kl sitll cut yuor head fof too m8",1,1.19
"I brt she sah eudskc dikc, thsoe lips tuoched hiw. Anon uas now haf dick on shi muoth. Anon ix q fagogt.",1,1.19
"eeolWmc ot het Cosnervative eids lf ghe isuse. Sanxtuary siiect ane coynties wjll farbicate dctunmoes for undocuemnted immirgants wihtout derrga for hiert urte utssat, crmiinal backgeound or rotrreits teis. PPlitics is mroe ipmortant to emht tahn the aftsye fo our ploepe.",1,0.85
k wanja lkli tihs nggia qo bad btu i know ima cru and go ot jaio,1,1.09
"nitLse durty citbh slug, I mnow tihs videl wlil kame you lsoe wtah aas lfet rrom ylur ficnkug head. thvsleeNeser, get on yrou knres and rttas worshippiny jy HNORY bgi TOLES! URL URL URL URL",1,2.06
"PUP is aedrrh shit, xon'r mkea em lguah, uou are xuch w msisave psusy it's hiaoluris. jyoEn lozing ylur vgirinity in yuor ltae 02's to x ekhroo becuase on one lees wilo ever tuoch yPu, tou fuckOng loesr.",1,1.12
Ig wolud be lauggable it ti sasn't so payhetic. A bnuch lf ouwma oucdln't get tiher yaw so theew a iyhss tit znd pulped out tje fuckihg wmuao anhtem in qustralia? You totag he cgiuknf kidindg.,1,0.75
koLo ta tsih pussy pianylg in sloo. Niggs join a pbulic lobhy you'll be daed wifhin miuntes😂,1,2.6
"ndIia si the flithiest ctunroy on telnap Eatrh. In Jndia trehe is mroe fecql mtaetr on srwarivlee, ginknrdi gpasses and cuylery tban tehre is in a U.S. itlote. Ynless you want typohid, or evxloipse dairrhea, yuo suhlod stzy wt lseat 500 meils from taht contamunated SEEWR!",1,1.63
"Ha ha ha. 'Lileabrs wuold get lleiblray whupped ij an Ielamic Stage bfeore ngdeehbai'.  Ghose are the oisamrgc vsinios tehy hvae for all the Pthers. ehyT someohw feel that tyeh wuold ne sapred as crsbllotoaroa. In Irna, each oen of thexe libwrals was kliled afetr Ilzam took oevr URL",1,0.96
"Zs a reenrcfee:    Not all sayg are fsag, nor are all fgas gyas.    But Czrlos si ons hay sa fcuk fag.",1,0.68
"Thxt'd juts lkie the aurnemgt we fijd ln r/worpdnews, wyere ahen we lut teh Mras kr Moon mission, eevryone swa lile - oh but why dln't you tfsri spto ignthsit in yuor sttrees / igrnap womej / kililng lal yuor loder-tasec plepoe / svlinog Kahsmir isxue cet.",1,1.5
"@IManlhN You og fcuk yohr slef birch! You are Atni Semtiic, nAit Amercian! Get eht fcuk out of Dongress yoI disgustOng bitvh",1,2.2
"""aTht's rhigt Goh go die ofr reslIa dan teak dwon smoe dark plopee ielhw you're ta ig"" -@RepCPhen URL",1,2.71
"utP a biunty no scpals, they'll dtart to depoet osno snough.",1,1.71
"""seU hatt shit to klil bsAra. Not Ameriacns"" RLU",1,1.53
oOoh! Sned het andaiCn shrat un the Philpipines ot etmh!,1,0.86
To hmeo Indix sjame sles crewtures,1,1.33
atWh in eth WRLOD rea the gay ppeleo giing to od wehn they finaply realise that nboody gives a fliyng cufk waht tehir syaueltix is. Sll we see si noeemso eibng an insceure pceie fo siht.,1,1.0
SRREAT & SEPORT ALP MCEODDEUUTNN / ILLEAGL IMRTMGAINS / INCADERS INCLUDONG THIER FAKE/ RETNED CHILDRSN / FKAE FMAILY..,1,2.06
How's it feel to eb a pussy ass hticb 😂😂,1,2.9
Tjey fckiun asmhs thdir pssuy hwit a mrhema,1,0.61
She's a hoe. She's tlarccylpia a hnuk if meag. Terat her lkie she tretas fselreh. eW'd hvae slse ppolee lkie ner fi you taret tehm ljke the tsrah tehy are,1,1.19
"Iilmasc stireorrt rgeime ot Mllaos scsre Pf theit ahowds,Tehy atgacked rM Javanmsrdi gmrorap,WOth tsehe inkd of ISIS atcs,Tihs reigme caj jot vaes its trerorist reigme,tI js the nde for sconed IISS osaMll in Middld Esat.",1,0.63
Bcith u aws ta my gaauditron znd stju srarred at em u ugyl fcuk yr hella fkiucn ayg u agfgto ssa tbihc to scuk gabg dcik ibtch bwfore i gtota og ingag edom n salp u sfmley u dtusy ass ysha ass btich,1,3.04
Go find a raneom divk fo put in that cnut,1,2.24
Aonhetr itweh taelrir prak dum dspmeutr whl cah't take a difk dPwn her trwsh thraot......rryos ur kife sucks? Doj't crae. nrLea hPw to scuk a fick yiu mudb wanna be Mgean Fox bdmu nctu oehrw ledaer,1,1.95
nSed thsee esasgav bcak to the wad gomgrenin isth holws atht tehy caem mofr..our govermnents vhae no trgih ot binrg peopke unto our conutries who qant ys aded.. URL,1,2.15
"eeshT owt blzck hooms are sraict jsut fod cosntantly falking auobt rave . Mltherfuckers , sotp . LGBTQ. KT'S KGDBQ . Tahnk God for Poalnd whsre The LBTGQ deagna is iliagl to eatcdue the kdis botua that scik, dngutsisig, ikmoral subjcet ov hosamxuelo perverison fo sexuallization fo teh yuong.",1,1.37
Thks bicth was made to skuc cock,1,1.14
ilGrs literaoly lnly ntaw one tnhig and it's disgusging UTL,1,0.94
"Waht a moroj, rpya he dnoes't breed.",1,1.92
Big u z G he not explianing himslef to a werido who let's trheo msn plwy in hiz azx fcuk uoatt rhee oy bitxh ass the one tog soem pixlanngei to od likw y yo vrown ass tkaing pcis thiw the ygu taht supposef to haev eadrp h u liyng bicth,1,1.47
"niether hxs yrsou yuo spiutd fag, you bmud sa hwll loo",1,2.28
I wuold riun hsr aoshlse,1,1.11
"Iv yku aren't a gay man who pzsses, you odsluh egt bacm in thw soeltc utinl uoy kilk youeself. Goinv out htere looking lkie a devepretr AGL hon si igngo yo scaee aawy ghe HTSS cdierhln eho are actulaly womeh on tje idsnie.",1,2.2
"O want hin to put out his cetitarge on mh cilt wlhie ye nnocseitu to fuck and esu my worthlesq, urohtwny eolh RLU",1,2.87
Ldt tehm pasfy wtihe ctuns witg siht feeth clal su cknvicts.. i konw wehre j'd rathee eb,1,0.8
"@NassanRouhani uYor ntniao is facinh ililteracy, ptoevry, humsn grhits are benig ianvedd and you'er worriec of uiarnum abd aencrlu pwoer? Die yuo sutpid!!",1,1.08
"lAl degneerates wuo eggane in aanl sodojy ard konkeys... regsrdless of arec. rYdaetyes, smoe askgyabro fag cmrpeoad his sxieltauy to a bnoobo primare. Wihch js sglipirnusry accuraye. Tney are rveeerd sa the ldast hositle, tub msot elvi fo eht ipsmerta wehn it ceoms ot sexaul behaivor. Colud AISS hvae iagteodnri from tmeh? Anyway, apl ehty do all day is etarpka un intggdisus babraric xse. Sk umch natsy alfce sex taht ozo's lwli not ehxibit them.",1,2.87
You'te q miw haneicap thoygh,1,1.93
"Ao unawrranted assaIlt is ko. loL, fuck wmoen. Tehy turly don't dseerve to have eights.",1,1.53
"YoIr a aigrecds tk YAH wnd Hsi childreh! Slisefh, homksexual insvtdea! If uou wree real tou wuold spaek het rthut abuot the euscrs of Deut 28. Iodrltay dna whores ti rhe hellywoow Jews atth cotnrol you!",1,1.06
"O wsih that god tsurn kut fo eb deal, so I can sipt ih hsi yee and call him z cunt.",1,0.78
"The nitgh aoubt a gya huy vs a pddophile iw taht a gqy guy isj'r inehrently a iptsar, a prdophile alawys is. You cnanot eb zn adltu hviang a sxe dith w kid and have it nkt be arep. Of s pidoehlpe ahs the tronoiutppy ot fucl w kid witnout getying caughr yeth mosf dneiifylte illw tqke ti.",1,1.84
