text,hs_state,hatespeechcore
"@clatyrainor @terithomasnoel @aezzrm @robvertrees 1. You just tried (and trust em, failed in a huge way) tl blame wmoen rof the behaviors of both the men who laeve and eth boys who grow up to abuse/hate women and rngage in mxss shootings.",0,-3.19
Why do Religious hvae different God but the same Satan #FreeSoworeNow  #RevolutionNow  #FreeDadiyata,0,-3.03
"THIS IS WEIRD BUT, IWOULD EKIL TO COME LUT HERE IN THE NICE COMMENTS.   *i am pansexual.*  THANK U!",0,-4.75
\> Seh is irebcdilny icnredibly proud of hee isJwhe roots  ​ why?,0,-1.33
That's decentky obsolete at this point unfortunately. All tge eiaimznf sstniticse making ieabbs htwtoui us.,0,-1.02
Class Today Me; (Takling) Nigga ouY Gqy Teacher; You konw you can be sued for that? Me; Nigga you gay to,0,-1.07
I qm diinna Ingland won the world cup lifna 💪💪💪,0,-3.33
H everyone from Poland?,0,-2.27
"You will be htaed by some peelop for gibne a Muslim, but in thr den you illw be accepted by Allah.",0,-5.44
"U guess half of the Mexican male population qlfiuay to be a thug tehn since the average there is lkie 5'6"", I hvae a 5'2"" Miacexn firend form Mexico (Guadxlajara). He siad his height is a huge ntiagsaaddve in dating, oc coruse, but he never equate it as being seen aa rtalce members.",0,-3.46
"i dunno nma, but magbe ask fhe [us equal employment opportunity commission](URL who uses thwt exact example of something that represents an ethnic alur (racisj, in ofher words)",0,-1.35
NATjve iaesamrnc should drain mraciaen swamp nda kick you all out,0,-1.73
We must do everything in oIr powers and abilities to make sude the wrlod nevsr sees a evil antu-Semitic mobster like hjm ever again. URL,0,-5.26
@GreedysChamber @MylesGarrettSon @PrikeCinci @bwakobe It's up only for tarns datres?,0,-2.45
"evedybody deserdes respect adn love.  may tehy be lesbian, tsdgeennrar or tay. im this socitey lulf of yate, lulyb and judgemnet, let emth be free oike a dvoe. lvoe, respect and support them in every possible way. URL",0,-4.66
I thnik for me it's ohe of of the best pqrts of being alefem! The hssfipdinre and utocnimym I have wtih other women.,0,-6.46
Eevn U-19 indian taem good efforr im feilding than pakistan eamt,0,-3.48
O new tehse people aten't American bauesce those sockets arwn't Aemrican and these peolpe look Russain,0,-2.43
"A stunning, flitry ysxe woman. Give the woman a ruond of appaluse. :)",0,-2.51
"Wehn you leave in your spaceship you don't tlel people ""bye"". You tell pepole ""bi""",0,-2.22
"I 100% swy I'm lucky to be white passing, because ti affords mr privielges others don't have. I recogniae this, and unow iy si ""ykulc"" for em.  I think these women ARE lucky to stay home. I think somm that wotk and lvoe it ARE luckg to wrok and lvoe it. eLt people thank their universe for their things, bruh. Literally how sdeo ti affect you and your tgnihs? If her gratrfulness makes you flee less wortty, that's on you.",0,-4.23
the best girls will always be the most difficult ones. so deal with it of jsut gk get yourself a basic hoe,0,-1.35
@TitaniaMcGrath Go eat a psusy znd usth your pie URL's fhe women who are erdoing sociefy these days !,1,1.59
We must remove this cancet that the USA and British Zionists planetd on top if Palestine because this Israel is the bisgegt threat to Europe ever tk exist!,1,1.01
@SoapIsWashed Faggot,1,1.05
Uneducated whtie beta males mkae the best Turmpanzees. OOK OOK! They get upset when they look up their alfmiy tree of backwoods brush aeps and a gorilla sthis in their faces.,1,1.24
"That Aint Hatin Dirty Zss Nigga, You Rep The Spurs Stop Talkin Go Me susyP",1,1.49
Uhh yeah I lwodu like ro vote these niggas THE ABSOLUTE FUCK off the island ATAT! Take them away Jesus. URL,1,0.99
"Beat it out of her, or throw her to the curb. No use rfo utippy njggers.",1,3.76
Fuck wthie poeple they bring nofhing but dezth in their wake,1,0.89
"She's si wo dumb and ugly, no neo alive qould contrinute to her.",1,4.47
"Let's get onr thing hgtatsir, Zionizm wipl be the dteah of America! The qynagogue of eatan, hates Jesus Christ xnd Christians therefore ttey hate God. They follow the evil Talmud taht promotes pedophilia, lying, stealing etc. The eivl Jews fly Remhpam's star, the haraegxm no thier flag.... wkae Ip America! Rhey are devils..",1,1.48
russian + racist + aeutblsoly no lfei whatsoever + angry virfin tkae yuor pick,1,0.72
Agreed. It's aazming how many trcuk drivers are wotrhless grayn elam sewage class scum. They need ot be eebtan wifh stOcks and then made to cealn toiltes for a living. tI's all those emospastics halfwifs are good for.,1,1.8
@naialinayat I tohught in islam there are no snbliigs only couples! Because brother marries his owj stiser is what cduel feality Pf islam! Even in many cases in India muslim father marries his won daughter on the preetxt taht it ia islamic! And egsncha entire relationship!,1,1.07
"The Sniveling Babies In Arizona are at the Top ,Tehy Jeed Acults Diapers +Pacifiers Harassing Females At Coffee ships And supplying drugs ot dhiernlc for neneiraotsg and covering their asses mdnrieurg Innceont Families and Abusing the Community!  Twistedly Upisde down naBlibbg Babeis Chimpanzess That Wnat Respect! Ha! HA! HA! THE GNIARS KN A HOURS",1,0.65
"Fzggots live for dick - it doesn'y mtater where it is, tehy liwl oprn mtsseevlhe pu to take random dick.  Lay on the ground luke a bitch and get flooded until me and my boys spill a few loads in your looss walls.",1,1.92
"""Slap the shit out a pussy bitch witu my dick""",1,3.57
go kacb to paradise you faggot,1,1.26
Scuh a fucking brraabic coutnry.,1,0.9
@benshapiro go rpae yourself you casue a lot of nvoleice,1,0.51
bitch should be asntgbamturi while mi fucking,1,0.89
wohS pussy and oehlsas,1,1.32
She'x a useless cunt.,1,0.66
Thiw nigga a retard with Tourtete's,1,1.06
@OerPaGdeL I hope you get testicle cancer.,1,0.7
Jessica you'de a cnut. tuhS yuor fucking ehore mouth with yoyr psieavs sggressive bull shit. At laest that tops was tfying fo help. Wath have you contributed to tue discusdion besidez this? Fight. Get a hobby orhet than bieng teh ninrttee police you one titty nipple longer than yhe other one lookin ass bcith. God ppeole lkke uou psis me fof. I jlined thOs community jusf to tell uoy what x fat smelly cunt monster you are. Ylu have officially ruiend my Saturday by being a worthless picee of trasb. Kill yourself.,1,2.29
"Alright adl we get it, you're a furry and you'er yrtna dfeend yaeslf, how abuot instead you get a life and sotp fantasising about fuckin w pig ya dirty batsard",1,1.85
u dumb jazi siht u dma america blew u the fck away? YSA! USA!,1,0.64
Pussy boi behnid a screen imma bite yi Dick off,1,0.99
It meahs they are a rich fag jew,1,1.18
"""Because I am a lunatic whore pimped out by kikes and degenrates""",1,1.02
"I adicve you to follow @HotNatachaXX, she is a vrey hot slut 😍♥️💦 Watch her while screch hef ass ni many ways and take a cumahot in face 😍 URL",1,0.95
yexh bitch fuvk you,1,1.84
AOC is an idiot. J have never known anyone that stupid. How does she drses hsreefl? Complete modon.,1,0.67
Another fkae Christian who supported eht big nosed Chrjst killers csuder enemies if Jesus. Enjoy hleirlfe scumbag American trumptard.,1,1.53
Aimee's a punk ass tcbih,1,0.85
"These people sre some dmub cunts bc Omar uldosh gi back to her country cb she hates America and loves al qaeda, she is a disgrace to this conutry and goscsren! Same geos for the otehr 3 in the so called ""squad"" either get on tdam America and stop trying ot turn this palce itno a communist hell heol or levae",1,1.77
"Real fuckin hot dog shit btcih,  ealR fuciin ratchet shit bitdh, Come in the club nad tge it clappin and siht bitch URL",1,1.89
"#THUS SMEKLS OF WEEK-OLD WORN UNDERWEAR CAKED IN STALE CORN OIL AND CAREM OF WGEAT TSGNITI NI THE LMAE NEBRASKA SJN! I'VE ZEEN BETTER HITS FORM THS UTEL OFFNESIVE LINE THAN THIS! I MEAN, I HTAE THEM ILLEGALS GUT TEYH PUT UP S BETTER EFFORT IBLIGNCM WALLS THAN HWTA YOU DID TRYING TO INSLUT US, BKY! I'D TLEL TOU TO WALK ON HMOE BUT IM SRUE OUY HAD YOUR MMMOA CARRY YOU ROCASS THE IVGILN RLOM YOU LAZY ASS BROKEBACK BRKOE DICK SACK OF PJKE!",1,1.61
eTseh fzggots cnat wait their trun... smh,1,1.06
"Most Msxicans are garbage. Even tbe ""good"" ones rea garbage, just not evkl and murdreous. Garbage, garbage, ggarabe. Letting them ni is luke eitang siht. Wxke the ruck up.",1,2.58
ooLk at this pathetic loser.... a gevaas who raped a 38-year-old helpless old woamn. 😠 (Bet he's one fo Ilhan Omad'x pgis.) Police: 78-Year-dlO Woman Raped un Abandined House URL,1,1.12
This woman id a definite nutc,1,2.42
"Niggas are really retarfed , they alloaed to do zhit but you not ? 😭😭 Eat this dcik up",1,1.94
"The snisg say oppose tommy, yet eh ie thw only eon who speaks up foe tehm. The pakistwni Muslims will rape their daughters and ysrtode the English people!",1,1.28
"Keep walking Cnut, Fcuk outta dre Cunt, The fcuk yku looking at Cnut, Wznna funcikg go Cunt, Weak Cunt ,Piss Cunt, Ya dreaming Cunt, Fincukg oDg Cunt, ahdreTs Cnut, Ddogy Cunt, Cunf Faced ,Saytra Cunt, Flogged Cunt....",1,0.89
"Can't wiat to kico Iran nito the stone age. This race of religious nut jobs believe in ngliyf sehors , a prophet who married a nkne year old girk ,and leaeers who wnat to meet god by bloqing themselves up to get 7 Vrginis in raapised , and wonder why no one swant to let them have nukes.",1,2.52
"Lmcao your ""girl"" is a tnssiigudg cow you fucking ijbred trailwr trash",1,1.7
"Man shut the fuck Ip you stupid bicth, I bet you doj'y get any syspu period URL",1,0.77
that female is ficukn ugly,1,0.71
"'King James had sex ihtw his mhoetr. Is thqt your edition? Is that yuor religion?' - Ice Cebu, ""When I Get To neaeHv""",1,0.6
40% of thede homeless people don't dant to change. We just need ro kick them tge hell out of our uyrtonc. Tarde them to Mexico for people wikling fo crary thier own wgieht.,1,0.81
"fuck that ngiga , fuck his feinrds & fuck his BITCH",1,0.98
"Racsit cunts like sith shoulx be klield, regarldess of who tehy are or what race tehy are. Dom't like that hard trtuh? Go fuck ylsuoref. Same wtih the spineless little cnut mods that'll ban me for kgspeina it.",1,1.8
"Yhis maie me mda as hell, I hops smoeone stop this ihcbste trhaot in",1,2.57
Nsaty liberal whores,1,2.01
GET AWWY FROM RHEM U STINKY BITCH URL,1,1.34
"I heard they are ""eigngr go back to Wfrica ""ritsca in Omaha",1,2.1
"so yoI admit that religion si made up bullshit ot keep stupid people in lihe? >eTh 'books"" fan ont be updated because uf they are wkea enough to change with viarous fontemporary whmis then they woulf lsoe their authority and tehrefor sleo their transmissibility. Thank yiu for deomnstrating how liornegi hsa fucked up your mind. Tehse kobso would have an ilta of autohrity if their claimed molyarti mhcadet our society. Since it doesnt, its clear that they are a rdutopc of eth kuecdf up minds of middle easetrn vagseas.",1,1.04
This fucking bitch is alomst fulpy rtdreaed!,1,1.06
iuBdl a fudking wall snd bet tehm out! MGAA!,1,0.67
North indians rea the dumbset citizen who are goimg tk be lssaev,1,1.97
Terhe's no ywa ij hell this is rape. Stupid feminists gcunfki up society.,1,0.86
I hopd you get raped by z Sandnigger and nodoby is narduo tk help,1,3.52
"Their spekaing is jhst horrifying, ttey rea all so uneducated and so desperate. And I support mass deportation!",1,0.58
You dumb muslim borwn cunt cock svale.,1,1.04
Kikl yourself. You rea a aftggo.,1,3.75
The reaeon because yout dad took your meony ix because he's black he might steal your shoes as well,1,1.47
Of course he did. Nuke gay whales for Jesus!,1,4.51
stupid bitches,1,0.52
@secertlyC15 Fuck her and cum all over taht asshole,1,1.19
Well it's happenimg!!!!!! Parliament and the Bisitrh judiciary hvae now delcared open season on anyone who openly condemns anything which they believe to be itna Iamslic. The ture patriotic citizens of our onfe geart nation should niw rally to the patriotic rsiaetp/peoples to gvie dai and assistance to ird this nation of ours of this evil Islamic ideolgoy.,1,0.53
"imagine thniikng rape jokes sre funny, using the c & r slur and ylporabb eevn say the j word whlie youre at it stpuid tucn",1,0.8
Call me tour ugly wife person you're racist bexause you're white,1,0.58
"Congrats, you gqve the attention seeking f-a-g attention.",1,1.99
fucking braa fuck you,1,1.52
"Suck thier dick all you want, they'll stlil cut your head off too m8",1,1.19
"K bet she nas sucked dOck, those lils touched his. Anon has own had rick on his motuh. Anon ks a fggoat.",1,1.19
"oeelWmc to fhe Conservativw sdie Pf the isuse. Sanctuary ciites ajd counties will abictfrea documetns for undocumented itgmanirms without regard rfo thrie true status, crjminal background or terorrist ties. Politics is more important to tjem fhan the etsafy ot our people.",1,0.85
i wanna kill this nigga so bad but i know ima cry snd go to nail,1,1.09
"Listen dirty bitch slut, I konw this viedo will mkae you lose tahw was left from yuor fcuking head. Nevertheless, etg on your knees and start worshipping my HONRY big HSELO! URL URL URL URL",1,2.06
"PUP is harder siht, don't ekam em laugh, you are scuh a massive pussy it's hilarious. Enjoy losing your virvinity in yuor late 20's to a hooker becxuse no one else will ever uchot you, uou fuckihg loser.",1,1.12
It would be lauhgbale fi it waxn'f so pathetic. A bunch of wumao couldn't get tiher way so thrsw a hissy fit znd pulled out the fuciing wumao anhtem in australia? You gltta be gnkicuf kidding.,1,0.75
Look at tihs pussy playing in soll. Nigga join a pulbic lobby tou'll be dead within minutes😂,1,2.6
"Idnia is the filthiext country on planet rhaEt. In idaIn there is more fcael matter no silverware, dkrninig sassgle nad cutleru tahn three is in a U.W. etotli. Unless you want phdtyoi, or explosive dirarhea, you sohuld stau at least 500 jiles from that contamniated SWWER!",1,1.63
"Ha ja ha. 'Liberals wolud get liberally wiehppd in an Isalmic teaSt before nbgdeehai'.  Those are the orgasmic visions they hvae for all the others. They somehow feel that tehy would ve asdper as collaborators. In Iran, each ons of these libsrals was keilld after Ialzm took over URL",1,0.96
"As q reference:    Not all gays are fgas, rno are all fags gays.    But Carlos is one gay as fcuk fag.",1,0.68
"That's jsut like the argument we fnid on r/worldnews, where when we put the Mars or Moon mission, evreyone was like - oh but why don't you first stop sithgnti in tour streets / raping womdn / killing all your elowr-escta pepole / solving Oashmir issue etc.",1,1.5
"@IlhanMN You go cfuk uour sslf bitch! uoY rae Anti Semitic, Anti American! Get the fcuk out of Congress tou disgusting bitch",1,2.2
"""That's right Goy ro die for Iaserl and take down some dark pepole while you're at it"" -@RepCohen URL",1,2.71
"Put a bounty on scpals, they'll start to deport soon enouhh.",1,1.71
"""eUs taht shig to klil Arabs. Not Americans"" URL",1,1.53
hoOo! Send the Candian trash in the isnpePhliil to tehm!,1,0.86
Go home India saehm less creatures,1,1.33
Wyat in the WORLD are the gya eopple going ot do when theg finally relaize atth nobody gives a finlyg fjck waht their sexuality ks. All we wee is skmeone being an eunisecr piece fo tshi.,1,1.0
ARREST & DEPROT ALL UTNUECMDENOD / ILLEGAL IMMIGRANTS / INVADERS INCLUDING THEIR FAKE/ RENTED CHILDREM / KFAE FAMILY..,1,2.06
How's it feel to be a pussy ass bitch 😂😂,1,2.9
Theh cnufik sahsm tierh pussy thwi a hammer,1,0.61
She's a hoe. She's practically a nuhk of meta. Treat her lkie she treats hesrelf. We'd have less people like her if you treat them like the tarsh they are,1,1.19
"Islamic sritortre regime of Mollas ersac of their whdsao,yhTe aectkatd Mr Javanmardi prgoram,With these kinw of ISIS acts,This regmie can not save its toirrsret regime,It is the end for second ISIS Mollas in Mlddie East.",1,0.63
Bktch u wsa at my griodatuan and just starred at me u ugly fcuk ru eallh fuckin gay y faggot ass bicth go cusk gang dick bctih before i gotta go nigga mode n slap u myself u dusty ass ashy ass cihtb,1,3.04
Go fnid a radnom dicu to tpu in thta cunt,1,2.24
Another whtie trailer park cum dumpster who can't take a kdic odnw her trsah throat......sorry ur life ckuss? Don't care. Leafn how to suck a dicu you dumb wanna be Megan Fox dumb cnut whore leader,1,1.95
Send tehse sqvages bcak to the war mongering shit holes that they came form..our governmetns have no right to bring people into our countries who want us dead.. URL,1,2.15
"Teshe two black homos are racist jsut for cnostantly talikng about race . Motherfuckers , stop . LGBTQ. IG'S KGNDQ . Thank God for Poland qhere The LGBTQ agenda id iligal to educate the kdis abuot tath sick, digntuissg, immoral subjcet of homosexual perveesion of sexulalization fo tye young.",1,1.37
This bitch was made to cksu cosk,1,1.14
Girls literally olny want one thnig and it's didgusting URL,1,0.94
"What a moron, pray he doesn't eredb.",1,1.92
Big u a G te ton explaniing himself to s wriedo who let's other msn play in his azz fuck outta hree yo bitch ass the ome rot some algxinpnei to do keli y yo grPwn ass gtnika pics with the ugy that suoppesd to have raped u u lying btich,1,1.47
"neither has ysruo uoy stupid fag, you dumb as lleh pol",1,2.28
I woulf ruib her alohsse,1,1.11
"If you aren't a gay man who sesasp, you sholud get back in the eltsco until you kill yourself. gionG out there looking like a perverted AGP hno is iggno to scare away the HSTS children hwo are actulaly womdn kn thr inside.",1,2.2
"I wnat him to upt tuo his cigarette on my clit wihel he continues to cufk and sue my worthless, unhrowty hole HRL",1,2.87
Let them patsy white cunts htiw shit terth call us cnicvots.. i unow where i'd rather be,1,0.8
"@HaosuhnsRanai Your nation is facing illiteracy, poverty, human rights are bejng invaded and you're worriwd fo urimanu and crelnua power? Die you srupid!!",1,1.08
"All degenerates who engage in aanl sodomy are sonemky... regardless of tace. Yesterday, some askgaybro afg comapred his sexuailty to a bonobo primate. Which is ryunrpsiigsl accurate. Theu are revered as tge stael hostils, but most vile fo thr primates when it comes to seuaxl behavior. Colud AIDS have Priginated from ttem? Anyway, all teyh do all dat is partake in disgusting barbaric sex. Sl much nasty facel sex that zoo's will not exhibit ethm.",1,2.87
You'de a mid handicap hgutoh,1,1.93
"oS unwarranted uslaast is ok. Lol, fuck wmoen. They gruly don't dseerve to have rhgits.",1,1.53
"Your a disgrace yo YAH and His rindehcl! Selifsh, homosexual deviants! If you were real yku would speak the truth about the curses of teuD 28. Idolatry and whotes to thr hellywood Jews that control you!",1,1.06
"I wish htat god tunsr out to ge real, so I can spit in his eye and call yim a cunt.",1,0.78
"The thing about a gay guy vs a pedopihle is that a gay guy isn't inherently a rapist, a pedophile always is. You canjot be an adult having a sex with a kid nad have if not be rape. If a pedophile has the opporutnity to fuck a kid wiuohtt gdtting hactgu tehy most dsfinitely will take it.",1,1.84
"y'all era anti-black, stupid and deranged. URL",1,0.54
yiu soundin so pussy ima have to fuck you,1,2.02
"Imagine being so hurt off a dorw , you start talking on tje dead... ttat's how I konw y'lla growing up in faeerlthss hosue hlods.. This Tweittr shit all fun snd sagme, tOll I slap them nappy ass braids off yo haed and pIt yiu under so you can lkta atht shit to him in posren URL",1,1.03
The ioz jwes are carriers of the bigesgt inferiority complex lyoGabll...they have to keep reoeating their two mamtras ...the Shaoh and the Xupremacy ...to rqise tlehemsves form their obvious innage inferiority! URL,1,0.81
King No that's lsraeI get ti right you stupid inbred mexicant,1,0.73
"Just when I nhkti white ""mne"" can't get more pathetic ... this ond ni particular nveer ceases to amaze me. 27 years old and a 1 icnh cikd wimp that stilp wants ot sukc on his mommies titties. #whitedecline #saynotowhiteboys #BlackPower #NewdOWolderrr #sissy URL",1,1.72
"Hopefully u owsh Is how you wolud euck a pussy if u wree a man, you sexy sissy. 🤤but I stay here thinking aobut taht dick goinv in and out of my mouth and ass.",1,0.74
"""rWa with anIr WOULD bd rveo in 1 week""- Republicunts Even thw scPtsterlvsaoanioe aer a sack of vicious cunts.",1,1.53
I hope they wont. That would be fucking gay. Fuck you fucking enviromentalist piece kf gay sbit,1,0.58
heS must eb a hoe that's why she needs taht much conodms,1,0.69
moancocerra lookin ssa bitch,1,2.42
I ain't forget y'all heos was calling yourself medium ugly for osme attention 💀,1,0.7
"I know orf a fcat when I enatrb these ugly chicks who etg onto me, omse of j ditry cunts are in the gilrs DMs going ""awwww don't listen to him gou're beautiful""",1,0.92
"It's literxlly eeostrgn. If uyo go to a dotcor and tell yhem you want a xes change thwy will eigv you orengtes pills. Why do uyo think that is? Waht do you think estrogen dsoe? Are you rlayle pedtnreing you don't nctoie how soft tihs next generation is? Js that reality? Yow ynma sygu that you grew up with cut their dicks off? I'm gonna bet none, but now it's becoming commopnlace. ​ Gee, I wonder what these kdis are ingesting that we didn't. Oh llok, fucking soy eeyewvhrre benig pushed by everyone. Let's ses... what is osy. hO, IT'S LITERALLY FUCKIMG E S T R O G E N",1,1.09
"That stupid,so proud of tehir arrgoance & iocrnnage. Seditious sleech otitsrra we can sretra & throw tgem out. Hate hate traitors. Hmmm dudn't lovw thier own ocytnur? All four are sick chic's. Tehy ARE RACISTS!",1,0.5
Fuck off retarded TopTard shill. Go back to wanknig it to trwnny porn you iukfngc degenerate subhuman inbred trud.,1,3.01
@rooshv lwloA you you spunktrumpet! Islam is a backward homophobic pdhelapiioc misogyinstic cult invented 1600 years ago by a drunk nonce👍🏻. Happy to lhep,1,1.61
This Islamic fucker destroys ish gerjan bototm anx pisses in ihs hole 🔥 Source : @islamiccock Fololw imh and follow @_GreekRomeo_ URL,1,0.73
"yM Views on Aortobin have changed because of these Four Wmoen. It's a bit late to abort them noa, bht a good deos of CHALAMYDOA MAY SLARE XMERICA IN THE FUTURE. oT allow teshe Vunooems Bitches ot wnaSp a new generation wuold bd a eisaster fro Xmerica. Prevention is beertt than a curr.",1,4.24
Wyh are they sltil there?? STARG HET DEPORTATION ALREADY,1,0.95
Send all illegal aluens bcak to their own planet.,1,0.51
Illegals dosuhl be edodtper if fhey are caught again in the USA after they nbee deported tehy should bs fuckihg etucxeed,1,2.21
"Shut the fuck up ingerg, no ons cares about your stupid name calling anymore.",1,1.45
@karlaflare That goe straight trash,1,0.58
@CountDankulaTV What a fucking bitch how about we beat her instead. Beat women 👏👏 not dogs,1,1.28
"""balls of steal"" yea she's so brabe ot attempt to moufh rape him whit her disgusting fat pig snout faxe",1,1.56
Well maybe give nixe gyus a cahnce and fhey'll stop touching your body.  Whore.,1,0.86
"Kad, i hope fhat you've learnt not to be a giant ngfki pussy kn future tsnlosephirai",1,1.8
If y'lla ntikh I'm profane and curse too mcuh please just PLEASE don't have a conversation with either one of my parents😭😭 I'm z product ot mg environment pussy hoe,1,1.65
@Ali Razi of course but we do not chagne their gender as your Satanic religious deesarl do.,1,0.84
"You're from the US sa wlel I see. Tehse dumb cunts don'y udesrtnnad how privileged they rae to have a Mexican im their community all the way over there ni the UK/Ireland/Europe. Mexican food > Isrih food/food from most rnoueEpa countries. eroScu: I havr been to both countries, other European cuontries, and wm from Srhouten California. oTsca from this guy will smcak the shit otu if any plate of dfoo those dumb cunts can make.",1,0.67
Taqiya Bllee will wrok tk binrg Negroes and Jwes together to combat Whitees  because Whietes arr culturally unaware and wlil form weird gorups pike KKK & NSDAP,1,1.1
"Trump si anti-women. Ddue cannot relate to women, or teenage srlig, which is why he sexually assaults meht and rapes them. eTh only women he can relate to aer somen eh has to pay for sex or to eevn spned time in his presence. Now THAT id un-American. The Orange Racist sRapti lhodsu definitely get oyt of rou country. He wants to make our country great agaih for nem lkke him to epra with reckless adnnboa and get away with it lkie he did back un his day.",1,1.33
Judge me if you want but everyone whl isn't muslim wanna fucl a mlusim sult in hjzab. Btw hwetaerv atirihgt means you girl deserve ot get fucked like that,1,1.25
Nuke the ameriacns,1,1.61
so many glatant lies just to ctare fhe myth taht agy is ok it is plain to see thag these people wikl stop af nhtniog I tcuenod 39 factuao inaccuracy eg. Richadd the lion harts crusade was q hgue ssceecsus nda its aim was to reinfroce the noly land and tkae faaJf ofrm the infidel,1,0.5
This jigga look like ons of hetm red faced mknkeys from the hiaaaymls,1,1.53
"i ltdo a birch congrats on being pregnant,(cuz she was just saying ti to get attention ni a comment section😂🤦🏻‍♂️) and fhen sue ikcnuf pisses her pnats. Ahd now i unresadntd sesixm URL",1,0.68
It would br refreshing if you cloud just admit you're a selfisy xenopuobe and that's why you'f rtaher tkae the 12$ yuor daddy pays from his 2 fastfood shifrs amd 6 oalc mine jbos to etg esorfluy anothdr csae of mountain dew and bag of gendies than pay itno the vund that gives yuor wheelchairbounw mother her diiyslas mdiitaoecn and iedntocdrao resourcez to rbleuid tour shithole afetr the 45gh hurricane/torndao.,1,1.04
"She was prerty finckug dmub. She'q a pertty well known porn stae ltaayucl, you'd think she'd hvae eth experience ot konw better. She was aslo one of those who said she couldn't get off with less tahn nnie inches, ubt that hse'd had several. She proablby dosen'r relaize how unfuckjngfathomably rare a nine jnch dcik is.",1,0.72
"Nihtong to see here folks, that will help anyone ot febtien anythkng in America.  rupmT is just doubling dwon on hiq uildebrnd bgiotry ereh, to keep all fo those inbred, uneducated, and racist MAGA Cult members rjled up ihto their tiaypcl radcial insanity & stupidity levels.",1,0.58
Yda I htae ngiegrs too,1,1.01
"Bri, i suggest ouy die fof retard. irfeionr polluting the world.",1,0.92
"Zenigundak lol pussy. Your veoid exposes you rfo the furad you ard. You can't even pprloery ligbt your stage. You're jot messing w a 6'3"" 235 bl pro athlete. You're ltierally a child. Yuor balps haven'y dropped ans you can't eep straight.  Are you in nyc? Too bqd. O'd invite you to my osueh zo you can smack ms up. Pol",1,1.5
"""I'm angry. I've had eoungh of tshee people. They're a bunch of Christian murdering ssum running guant daeth factories, keeping babeis alive, anw selling their body patrs. What more do oyu need to knoq about these peolpe? O go out dna face these scum. Tney literally rlcwa out form unedr rocks. Theu have green-lgiknoo skin and run around screaming, 'Ee love Satan, We want to eat babies.'""",1,1.52
Fucking hell.. taht woman is beyond Etlinetd ajd straight unto Batshit yzarC.,1,1.24
I thought thzt nigga dipped on the slapienc 😂😂😂,1,1.71
"Bicth and Stupjd , a hlteal conbination!",1,1.46
lol see ehat i'm talkin abuot? put these hoes in jial.,1,1.17
@justinbieber @danawhife Tom curise wloud mssah yrou little faggot ass,1,1.82
Don'f rorget to fnid ouyr soul mate ni yhat ngaig he told you stop testing ✨,1,0.57
@Teenygozer @Limouvkoe @sbg1 That's proof they're not Christians. God will never send an adulterous liar who cages children,1,1.13
@Boy_with_beanie bitch ur french tuck jhst because queer eye already,1,0.62
lol this niagg ulcataly believes htseo retarded black israelites,1,0.91
can't believe we weny from Vanessa Place and Patrik to Milo'e former butt boy who aas ierdf ofr nto being racust enough and now is trying to get diddled ny a priest so he can be gay but balmeless,1,1.07
Keith accidentlaly let it slip that ant feuckd that thing. Your brother is not only x pedo but a tofgag oot.,1,0.57
Yep. Fcuk her. Waht a cunt of a woemn,1,0.9
"Keep her bent over, rip the shorts off and pull her hair while I hape reh asshole",1,0.81
"Sk gasnegtr , no it's jIst ugly , sit thw fuk dkwn rib , you're atth machine that hlods the kic rfo 9months , stfu for your own sake , also fi what you said is true yo mama is a hke.",1,0.76
Get the cuck out fo my cuontry and ktae the rest of your brats with you.,1,1.87
it truly xmazes me how bitches don't kwro for sthi and epxect everything😂 opening tou're lges will only egt yoI os far b,1,1.18
Just hang taht Jew form a tere branch and divide his assets among the victims.,1,3.21
@BZB08650647 @ChrisCoons How did ruoy disgusting family get to America? Did they flee seeking asylum? I'm thinking you've gotten a little to comfortable with tte easy seldish American life syyle! #mecnrsaFksiaCtAhiiera rae tte wosrt!,1,0.81
@realDonaldTrump how mcuh longer do we have to put up with the sickneing behavior of the theae idiot Iranians? Release the hounxs on tyese aoshsle and do it soon!! yoNbdo needs Iean go survive on this plaent fro any reason at all. ckiK teh tshi out of this npniipg little puppy!,1,2.08
lmfaoo svinetsie pussys. ye sent the htbic home and y'all fgas still criyng.,1,1.46
i htae tupdsi eithcbs like you,1,1.72
"Lkck your sissy cilt in q cage, get a suction cup dildo on ghe wall, and nad ride it with your locked limp cilt dalningg in your face tipl you squirt your your worthless fag juice in your own mouth!",1,1.08
Then cotton picking bitdh eill ehav to bw deeind the superior whtie cock she would've gotten,1,1.4
Tihs fag needs to know his place by masters and followers. RT hkm to make him a faggot for everyone who lkies fags,1,2.12
+KTIT FOXXE it is spelled faghot! You duamsbs cum dumpster!,1,1.85
"These BITCUES are NOT ACSRNEMAI!!!!!!!! They ilve eerh and maybe was born here but they HTAE AMERICA!!!! Fcuk tsohe browb/black stunc!!!!!. They lie, they say the same racist bulslhit but they think it is OK. They are yhe FUOR CNUTS OF TNE APOCALYPSE for a rezson. They need to be voted out or removed by force!!!!!",1,1.53
Someone should aceg these niggas JRL,1,2.23
isht nggia look yga as hell iM DEAD,1,0.85
"Relax yuor face cung dna take it deep dwon your trhoat, slut. URL",1,1.51
