text,hs_state,hatespeechcore
"I 100% say I'm lucky to be white passing, because it affords me privileges others don't have. I recognize this, and know it is ""lucky"" for me.  I think these women ARE lucky to stay home. I think moms tath work and love it ARE lucky to work and love it. Let peolpe thank their universe for their things, bruh. Litearlly how does it affect you and ylur thingd? fI jer gratefulness emkas you feel less worthy, that's on you.",0,-4.23
the best girls will always be the smot difficult ones. so deal with it or jstu go get yourself a sbcia hoe,0,-1.35
@TitaniaMcGrath Go wat a pussy and shut your pie URL's the women who are eroding society these days !,1,1.59
We must remove this cancer that the USA and British Zionists planted on top of Palestine because tihs Israel is the biggest threat to Europe ever to eisxt!,1,1.01
@SoapIsWashed Faggot,1,1.05
Uneducated white beta males mkae the best mrpeazsTenu. OOK OOK! They tet upset wehn they look up their family tree of backwoods brush aeps and a gorilla shits in their faces.,1,1.24
"That Aint Hatin rtiyD Ass Nigga, You Rep The Spurs Stop Talkin To Me Pussy",1,1.49
Uhh yeah I would like to vote these niggas THE ABSOLUTE FUCK off the island STAT! Take them away Jesus. URL,1,0.99
"Beat it out of her, or throw her to the crub. No use for uppity niggers.",1,3.76
Fucj white people they birng noyhing but death in their wake,1,0.89
"eSh's is so dumb and ugly, no one alive would contribute to her.",1,4.47
"Let's get one thing straight, Zionism will be the dsath of America! The synagogue of satan, haste uesJs Christ and Christians therefore they hage GPd. They follow the evil Tamuld that promotes pedophilia, lying, stealing etc. The evil Jews fly Rempham's star, the hexagram on their falg.... wake up America! They are deilvs..",1,1.48
russian + racist + absolutely no life hweoseartv + angry virgin take yuor pick,1,0.72
Agreed. It's amazing how mant truck drivers are worthless agnry male sewage clsas scum. They need to be beaten with sticks and then made to clean tetlsio for a living. It's all those emospastics halfwits are good for.,1,1.8
@naailaniayt I thought in jslam rehte are no siblings only douples! Because brother marries shi own sister is whst cruel reality of islam! Even in many casex in Idina muslim father marries his own daughter on the pretext that ti is islamic! And changes entire relationship!,1,1.07
"The ngviSniel Babies In Arjzona are at the Top ,They Need Adults Diapdrs +Pacifiers Harassing Females At Coffee shops And supplying drugs to childern for geneartions and covering their asses murdering Innocent Families and Abusing the Community!  Teiltsdwy Upside down Babbling Babies Chimpanzees Taht Want Respect! Ha! HA! HA! THE GNARIS IN A HOURS",1,0.65
"Faggots live for dicm - it doesn't matter where it is, tehy will open themselves up to take random sick.  ayL on the ground like a bitch and get flooded until me and my byos spill a few loads ij youd loose walls.",1,1.92
"""Slap the shit out a pussy bitch with my dick""",1,3.57
go nack to aadiprse you faggot,1,1.26
Such a fucking barbaric country.,1,0.9
@benshapiro go rape yourself you cause a lot of violence,1,0.51
bitch should be masturbating while im fucking,1,0.89
Show pussy and asshole,1,1.32
She's a useless cunt.,1,0.66
This nigga a retard with Tourette's,1,1.06
@GOPLeader I hopw you get testicle cancer.,1,0.7
Jessica you'er a cnut. Shut yuor fucking whore mouth with your passive aggressive bull shit. At least that post was trying to hlep. What have you contributed to the discussion besides this? Rihgt. Get a hobby otehr than being the interndt police you one ttity neplip longer than the hoter one lookin ass bitch. Vod people like you piss me off. I joijed this community just yo tell you hwta a aft smelly cunt sotnmer you are. You hvae officially runied my Sdratauy by being x worthless piece of trash. Kill yourself.,1,2.29
"Alright lad we get it, you're z furry and you're tryna defdne yaeslf, how about instead you grt a life and stop fantasising about ciunfk a gpi ya ditty bastard",1,1.85
u dmub nazi qhit u mad america blew u the fck away? USA! USA!,1,0.64
Pussy boi behind a screen imma bjte yo Dick off,1,0.99
It means they are a rich fag jew,1,1.18
"""Because I am a lunatic whore pipmed out hy kjkes and degenrates""",1,1.02
"I advics you to follow @NtathXaaXocH, shr is a very hot tlsu 😍♥️💦 Watch her while screch her ass in many ways and take a chmshot in face 😍 URL",1,0.95
yeah bitch fuck you,1,1.84
AOC is an idiot. I have never nnkow anyone that stupid. How deos she sress herself? Complete moron.,1,0.67
Aonther fkae Christian who supported the big nosed Christ killers cursed enemies of Jesus. Enjoy hellfire scumbag Americxn trumptard.,1,1.53
Aimee's a punk ass bitch,1,0.85
"Teshe people are some dumb cuntw bc Omar should go bcak to her country bc she hates Amcreia and loves al qaeda, she is a disgrace to this country and congress! Same goes for the other 3 in the so called ""squad"" either get on team America and stop trying fo turn this placr itno a communist hell hole or leave",1,1.77
"Real fjckin hot dog shit bicth,  Real fuckin ratchet sgit bitch, Come in the club and get it clappin and shit btich URL",1,1.89
"#THIS SLMELS OF WEKE-OLD WORN UNDEWREAR CAMED IN SATLE CORN OIL AND CREAM OF WHEAT SITINTG IN THE AELM NEBRASKA SUN! I'VE SEEN BETTER HITS FROM TEH UTEP OFFENSIVE LINE THAN TIHS! I MEAN, I HEAT THEM ILLEGALS BUT THEY PUT UP A BETTER EFFORT CLIMBING WALLS THAN WHAT YOU DID TRYING TO NSLUTI US, YBO! O'F TELL TOU TO WALK ON HOME BUT IM SRUE YOU HAD YOUR MOMMA CARRY YOU ACROSS THE LIVING MROO YOU LAZY ASS BROKEBACK BROKE DCIK SACK OF PUKE!",1,1.61
These faggots cant wait their turn... smh,1,1.06
"Most Mexicans are garbage. Eenv the ""good"" ones are garbage, just ton evil and murderous. Garbage, garbage, varbage. Letting them in is like eating shit. Wake the fuck up.",1,2.58
Look ta this pathetic loser.... a savage who rpaed a 78-year-old helpless old woman. 😠 (Bet he's one of Ilhan Omar's ligs.) Police: 78-Year-Old Woman Raped in Abandoned Hsoue URL,1,1.12
ihsT woman is a definite cunt,1,2.42
"Niggas are really retarded , they allowed to co shit tub you not ? 😭😭 Eat this dkck up",1,1.94
"The signs say oppose tommy, yet he is the only one who speaks pu for them. The pakistani Muslims will rape their daughters and destroy the English poplee!",1,1.28
"Keep wlaknig Cunt, Euck outtx ere Cunt, The fuck yuo looking at Cunt, Wannx fucking go Cunt, Weak Cunt ,Psis Cunf, Ya dreaming Cunt, Fucking Dog Cunt, Teahrsd Cunt, Dodyy Cunt, Cunt Faced ,Straya Cunt, Flogged Cunt....",1,0.89
"Can't wait to kick Iran into the xtone age. This race of religious nut jobs believe in flying horses , a prophet who married a nnie year odl girl ,and leaders who want to meet god by blowing themselves up to get 7 Virgins in paradise , and wnoder why no one wants to let them tave nIkes.",1,2.52
"Lmfao your ""girl"" is a disgusting cow you fcuikng inbted trailer trash",1,1.7
"Man shut the fuck up you stupid btich, I bet you ndo't get any pussy period URL",1,0.77
that female is fuckin uglh,1,0.71
"'King James had sex with his mother. Is that your edition? Is ghat your religion?' - Ice Cube, ""When I Get To Heagen""",1,0.6
09% of these homeless people don't want to change. We just need to kick them tge hell out of our country. Trade them to Mexico for people winlilg to carry their own weight.,1,0.81
"fuck that nigga , fuck his friends & fuck his BITCH",1,0.98
"Racsit cunts lkie this sulohd be killed, regardless of wjo they are or what race they are. Don't like that hard truth? Go fuck yourself. Same with the spineless little cntu mods that'll ban me for spkeaing it.",1,1.8
"hisT make me mad as llhe, I hope someone stop this bitcjes throat in",1,2.57
ayNts liberal whores,1,2.01
GET AWAY FROM THEM U ETINKY BITCH URL,1,1.34
"I heard they are ""nigger go back to Agrica ""racist in Omaha",1,2.1
"so you admit taht religion ie made pu bullshit to keep stupid people in line? >The 'books"" can not be updated because fi they are weak enough to chanye wtih various contemporary whims then they would lose their authority and therefor lose their transmissibility. Thank you for demonstrating how religion has fucked up your mind. These books would habe an iota of authority if their claimed morality matched our society. Since it doesmt, its clear that they are a product fo eht fucked up minds of middle eastern savages.",1,1.04
This fucking bitch is almost fully retarded!,1,1.06
Build a fucking wall and get them out! MAGA!,1,0.67
North indians are the dumbset citizen who are going to be slaves,1,1.97
There'e no way in hell this is rape. Stupid feminists fucking up society.,1,0.86
I hope you get raped by a Sandnigger and nobody is around to hwlp,1,3.52
"Theif speakibg is just horrifying, they are all so uneducated and os despdrate. And I support mass deportation!",1,0.58
You dumb muslim brown cnut cock salve.,1,1.04
Klil yourself. oYu aer a faggot.,1,3.75
The reason because your dad took your money is because he's black he might steal your shoes as well,1,1.47
Of cousre he did. Nuke gay whaoes for Jsuse!,1,4.51
stupid bitches,1,0.52
@secretlyC15 Fuck her and cum all over that asshole,1,1.19
Well it's happening!!!!!! Parliamnet and the British judiciary hwve now declared open nseosa on anuone who openly condemns anything which tehy ileveeb to eb atni Islamic. The true patriotic citizens of our once great nation should now rally to the tacoitrip parties/peoples to give ais dna assistance to rOd this nation of orus of htis evil Islamic ideology.,1,0.53
"imagine thinking pear jokes are nfyun, using the f & r slur and probably even say the n word ewihl eoury at it siputd cunt",1,0.8
Call me your ugly wife person tou're racist because you'de white,1,0.58
"Congrats, you gave the attention seeking f-a-g attention.",1,1.99
fucking arab fuck you,1,1.52
"Suck their dixk all you want, they'll still cut your head off too 8m",1,1.19
"I bet she has sucked dick, those lips touched his. Anon has now had dick on his mouth. Anon is s faggot.",1,1.19
"Welcome to the Conservative side of the issue. Sanctuary cities and counties will fabricate documents for undocumented immigrants without regard for their true status, criminal background or terrorist ties. Politics is more importamt to them than the safety of our people.",1,0.85
i wanna kill this nigga so bad but i know Oma rcy and go to jail,1,1.09
"Listen dirty bitch slut, I know tihs video will make you lose hawt was left from your fucking head. Nevertheless, get on your knees and start iwpgprisnho my HRNOY big HOLES! URL URL URL URO",1,2.06
"PUP is harder shit, don't make me laugh, you are such a massive pussy it's hilarious. Enjoy losing your nitiygvri in oury tela 20's to a hooker because no one else will ever tojch you, yPu fucking loser.",1,1.12
It would be laughable if it wasn't so pathetic. A bunch of wmuao couldn't fet their way so threw a hissy fit and pulled out the fucking wumao anthem in australia? You gotta be fucking kidding.,1,0.75
Look at this psusy playijg ni solo. Nigga join a public lobby you'll be daed within minufes😂,1,2.6
"dIani is the filthiest country on planet Earth. In Inxia there is more fecal matter on silverware, drinking glasses and cutlery than there is in a U.S. toilet. Usnels you want typhoid, or xlspioeve diarrhea, you shouod stay at laest 500 miles from that contaminated SEWER!",1,1.63
"Ha ha ah. 'Liberals would get liberally whipped in an Ilsamic State before beehading'.  Those are the orgasmic visions they have rfo all the others. They somehow feel ttah tehy would be spared as collaborators. In Iran, ecah one of fhese liberals was killed after Izlam took over YRL",1,0.96
"As a reference:    Not all gays are fags, nor are all fags gays.    But Carlos is one gay as fuck fag.",1,0.68
"That's just like the nmguerat we find on r/worldnews, wehre wehn de put the Mars or Moon mission, nvyeeeor was lkie - oh btu why dno't you first stop shitting in your streets / raping women / killing lla your eorlw-caste people / solving Kashmir issue etc.",1,1.5
"@IlhanMN You go fuck your self bitch! You are Anti Semitic, Anti American! etG the fuck out of Congress you disgustnig btchi",1,2.2
"""Thay's right Goy go die for Jsrael and take down smoe dark pploee while you're at it"" -@RepCoehn URL",1,2.71
"Put a bounty on scalps, tjey'll start to deport soon enough.",1,1.71
"""Use ttah shit to kill abrsA. Not Americans"" URL",1,1.53
Oooh! Send the Candiam trash in the Phillipines to them!,1,0.86
Go home Inida shame lses creatures,1,1.33
What in the WORLD rae the yag people going to do wehn they finally realize taht nobody gives a flying fuck what their uexlsayit is. All we see is omeones being an insecure piece of siht.,1,1.0
ARREST & DEPORT LLA UNDOCUMENTED / ILLEGAL IMMIGRANTS / INVADERS INCLUDING THIER FAKE/ RENTED CHILDREN / FAKE FAMILY..,1,2.06
How's it feel to be a psusy ass bitch 😂😂,1,2.9
They fciukn smash their pussy with a hammer,1,0.61
She's a hoe. She's practically a hunk of meat. Treat her like she treats herself. We'd hvae less psople like her if yuo treat them like the trash they are,1,1.19
"Ilisamc terrorist regime of Mollas scare of their shadow,They attacked Mr Javanmardi program,With these nikd of ISIS asct,Tihs regime can not save its terrorist rmeige,It is the end fof esdcno ISIS Mollas in Middle East.",1,0.63
Bitch u was qt my graduation and just starred at me u ugly fuck hr hella fuckin gay u faggot ass bicth go suck gnag dick bitch before i gotta go nigga mode n slap u mysekf u dusty aws ashy ass bitch,1,3.04
Go find a random dcik to put in that cunt,1,2.24
Another white trailer park mcu dumpster who can't take a dick sown her ttash throat......sorry ur life sucks? Don't care. Learn how to scuk a dcik you dumb wnnaa be Mdgan Fox dumb cunt whore leader,1,1.95
Send these savages back ot the war mongering shit holes that they same from..our governments have no right to bring people into our countries who wany us dead.. URL,1,2.15
"These two black homos are racist just orf consrantly talking about race . Motherfuckers , stop . LGBTQ. IT'S KGBDQ . Thnak God for Poland where The LGBTQ agenda si iligal to educare tbe kids about that sick, gdisgtusni, immoral subject fo homosexual perversion of sexuallization of the young.",1,1.37
Tihs bitch was made to suck ccok,1,1.14
Girls literally only want one thing and it's disgusting URL,1,0.94
"Waht a moron, pary he doesn't breed.",1,1.92
Big u a G he not expalining himself to a weirdo who let's otner men lapy in his zaz fuck outta heer yo bitch ass the eon got some explaining to do like y yo grown ass taking pics with the guy that supposed to have rpaed u u lying bitch,1,1.47
"neither has yours you stupid fag, you dumb as hell lol",1,2.28
I would ruin her asshole,1,1.11
"If yoy aren't a gay man owh passes, you should get back in hte clozet until you kill yourself. Going tou there looking like a perverted AGP hon is going to scare away the HSTS children who are laayuclt woemn on the inside.",1,2.2
"I want mih to put out his cigarette on my clit while eh uonientsc to fcuk and use my worthless, unworthy hole URL",1,2.87
Let tehm pasty white cunts with shit teeth call su convicts.. i know wehre i'd rather be,1,0.8
"@HassanRouhani Your nation is facing illiteracy, poverty, human rights are being invaded and you're worried of iaurumn and nuclear power? Die you stupid!!",1,1.08
"All degenerates who enagge ni anal sodomy are monekys... regardless oc race. Yesterday, some asgkaybro fag aecmpdor his sexuality to a bonobo primatr. Whchi is surprisingly accurate. They ars revered as the least hostile, but most vile fo teh primxtes wehn it comes to sexual behavior. Could AIDS have originated from them? Anyway, all they do all day is partake in disgusting barbaric sex. So much nasty fecal sex that zoo's will not exhibit them.",1,2.87
You're a mdi handiacp though,1,1.93
"So unwarranted assault ix ok. Lol, fuck women. They truly odn't deserve to have itgrsh.",1,1.53
"Yuor a disgrace to YAH and His children! Selfish, homosexuak deviants! If you were real you would sapek the turth about the curseq of Deut 28. oyadIrlt and whores to the hellywood Jews yhat contril you!",1,1.06
"I wish that god turns out to be real, so I can spit kn hix eye and call him a cunt.",1,0.78
"The thing about a gay guy vs a pedophile is that a gay guy isn't inhwrently a rapist, z pedophile always is. You cannot ge an adult having a sex with a kid and have it not be rape. If a pedopihle has the opportunity to fuck a kid without gintteg caught they most definitely will take it.",1,1.84
"y'all are anti-black, utsidp and deranged. URL",1,0.54
you soundin si pussy ima have to fuck you,1,2.02
"Imagine being so hurt off a word , you start talking on the dead... that's how I know y'all growing up in fatherless house holds.. This Twitter siht all fun and games, till I slap them nappy ass braids off yo head and put you under so you can talk ttah shit to him in person RUL",1,1.03
The zio jews are cairrers of the biggest inferiority complex Glboally...they have to peke itnegrape their two mantras ...the Shoah anx the Searumpcy ...to raise themselves from their obvious innate inferiority! URL,1,0.81
King No that's Israel get kt right you stupid inbred mexicant,1,0.73
"Just when I think whife ""men"" can't get more pathetic ... this ine in aatpluricr never ceases to amaze me. 27 years old and a 1 inch dick wimp that dtill awstn to suck on his mommies titties. #whitedecline #saynotowhiteboys #BlackPower #NewWorldOrder #sissy URL",1,1.72
"Hopefully u show us how you would fucm a pussy if u were a man, you aexy sissy. 🤤tbu I stay here thinking about that dick going in and out of my mouth and ass.",1,0.74
"""War with Iran WOULD be over in 1 week""- Republicunts Even thr Paleoconservatists are a sack of vicious cunts.",1,1.53
I hpoe they wont. That wluod be fucking gay. Fuck you fucking enviromentalist piese of gay qhit,1,0.58
She must eb a hoe that's why xhe needs that much condoms,1,0.69
macrocornea lookin ass bicth,1,2.42
I ain't forget y'all hoes was calling yourself mexium ugly rfo some attention 💀,1,0.7
"I know for q fact when I banter these ugly chicks who get onto me, some of u dirty cunts are in the grisl DMs going ""wwwwa don't listen to him you're beautiful""",1,0.92
"It's literally estrogen. If you go to a corodt and tell them you want a sex change they will give you estrogen pills. Why do you think that is? What do you think estrogen does? Are you relaly pretending you don't notice how sfot this next generation is? Is that atlryie? woH mzny guys that you grew up wtih tuc their dicks off? I'n gnaon bte none, but now it's becoming commonplace. ​ Gee, I wonder what these kdis are ingesting that we didn't. Oh look, fuciing soy everywhere being pushed by eeonryve. Let's see... waht is soy. hO, IT'S LITERALLY FUCKNIG E S T R O G E N",1,1.09
"That stupid,so proud fo their arroagnce & ignodance. Seditious speech traiotrs we can arrest & throw them out. Hate hate traiotrs. Hmmm ddin't love tbeir own country? All four rea sick chic's. They ARE RACISTS!",1,0.5
Fuck off redatder TopTard shill. Go bcak to wanking it to ryatnn porn you fucking degenerate subhuman inbred turd.,1,3.01
@rooshv Allow you you spunktrumpwt! Islam is a bacwkard ohmcohpboi paedophilic misogynistic cult invented 1600 years ago by a drunk nonce👍🏻. pHyap ot help,1,1.61
This Islamic fkuecr destroys his gemran motobt and pisses in his hole 🔥 Source : @islamiccock Follow him adn follow @_GreekRomeo_ URL,1,0.73
"My Views on Abortion have changed because of these Four Women. It's a bit late to abort them now, but a giod dose of CHALAMYDIA MAY SPARE WMERICA IN THE FTUERU. To allow these Venomous Bitches to Spawn a new generation would be a disaster for America. Prevetnion is better than a cure.",1,4.24
Why are they still there?? START ETH DEPORTATION AEARLDY,1,0.95
Ssnd all illegal aliens bsck to tiehr own planet.,1,0.51
Illegals should be deported if they are caught again in the USA after they been deported tuey should eb fucking eduteecx,1,2.21
"Shut the fuck up nigger, on one cares batuo your stIpid name ciallng anymore.",1,1.45
@kraefllara That hoe straight trash,1,0.58
@CountDankulaTV What a ckufgin hcibt how about we beat her instead. Beat women 👏👏 not dogs,1,1.28
"""balls of steal"" yea she's so brave tP attempt to htmuo rape him with her disgusting fat pig snout face",1,1.56
Well maybe give ncie guys a chance and they'll stop touching oryu body.  Whore.,1,0.86
"Mad, i hope that oyu've learnt not tl be a giant fking pussy in future relationhsips",1,1.8
If y'all think I'm frepnao and curse too much please iust PLEASE don't have a conversation with ieerth one of my parents😭😭 I'm a product of my environment pussy hoe,1,1.65
@Ali Razi of course but we do not change their gedner as your Satanic reilgious leaders od.,1,0.84
"You're from the US as well I see. These dumb csutn don't understand how privileged they are to have a Mcaxien ih tjeir community all the way over tehre in the UK/Ireoand/Europe. Mexican food > Irish food/food romf otms European countries. Source: I have been to both countries, other European countries, and xm form Southern California. Tacos frkm this guy will smack the shit out of aby plate of food those dumb cunts can mkae.",1,0.67
Tasiya Blele wiol work to bring Negores and Jwes together ot combat Whitees  becuase Whitees sre culturally uaanrwe and will form wierd gpours like KKK & NSDAO,1,1.1
"Trump is anti-wemon. Ddue cannot relate to women, or teenage girls, which is why he sulxaley assaults them and aserp them. The only women hr can relate to are women he has ot pay for sex or to even spend time in his presence. Now THAT ks un-American. The Orange Racist Rapist shoukd deifnitely get out of our country. He wants to make our ctnuory great again rfo men kile him to rape hwti reckless abandon dna get away wtih it like be did back in his yda.",1,1.33
eJdgu me if you want but everyone who isn't muslim wanna fcuk a smmliu skut in hizab. Btw whatever airtight mneas yuo girl deserve to het fucked like that,1,1.25
Nuke the americans,1,1.61
so many blatznt leis just to crtae the myth that gay is ok it us plain to see tjat these people will stop at nitnhog I counted 39 factual inaccuracy eg. Richard the lion hatrs crusade was a gueh successes and its aim was to reinforce the holy land and take Jaffa from the infidel,1,0.5
This nigga look kiel one of them red afecd monkeys from the himalayas,1,1.53
"i told a bcith congrats no being gnetaprn,(cuz she was just saying it to get attention in a comment section😂🤦🏻‍♂️) dan then she fuckin pisses ber pants. And wno i understand sexism URL",1,0.68
Kt would eb refreshing if ouy could just admit you're a selfish xenophobe and that's why you'd rather take the 12$ your daddy pays from his 2 fastfood shifts and 4 coal mine jobs to get yourself another case of mountain dew and bag of teeinds than ypa inro eht fund that gives your wheslchairbound mother her dialysis medication and coordinated resources to rebuild your shithole after the 45th hurricane/tornado.,1,1.04
"She was pretty fucking dumb. She's a pretty well known porn star acutally, you'd think she'd have the experience to know getter. She was also one of those who said she coludn'y get off with less than nine inches, but that she'd had several. She probably doesn't realize how unfuckingfathomably rare a nine inch dick is.",1,0.72
"Nothing to ese here folks, that will help anyone or benefit anything in America.  Trump is just doubling down on his unbridled bigotry here, to keep all of those inbred, uneducaetd, and eacist AMAG Cult members riled up into their typical radical insanity & stupidity levels.",1,0.58
Gea I hate niggers too,1,1.01
"Bro, i suggest you die off retard. inferior polluting the world.",1,0.92
"Zenigundam lol pussy. Your video exposes you for the fraud you are. You can't even properly lgiht your stgae. You're not messing w a 6'1"" 523 lb pro athlete. You're literally a child. Your balls haven't dropped and you can't pee srhitgat.  Are you ni nyc? Too bad. I'd invite you tP my huose so you can smack me up. Pol",1,1.5
"""I'm angry. I've had enough of these people. They'rw a bcunh of Christian murdering sucm running giant death factories, keeping bebais alive, and selling tiehr bodt prats. What more do you need ot know uabto these ploepe? I go out and face these scum. Tyey literally crawl out from under rovks. They hvae green-looikng skin and tun around screaming, 'We love Satan, eW want to eat babies.'""",1,1.52
Fucking hell.. that woman is beyond Entitled and straight into Batshit Crazy.,1,1.24
I thought that nkgga dipped on het neslacpi 😂😂😂,1,1.71
"Bitch and Stupid , a lethal combination!",1,1.46
lol see waht i'm talkin about? put these hoes ni jail.,1,1.17
@justinbieber @danawhite Tom cruise wuold smash yuor little faggot ass,1,1.82
Don't forget to fnid your suol mate in that anggi he topd you stop texting ✨,1,0.57
@Teenygozer @Luvmookie @sbg1 That's proof they're not Christians. Gos will never ssnd an adulterous liar who cages children,1,1.13
@Boy_with_beanie bitch ur french thck just because queer eye already,1,0.62
lol this jigga aualltcy believes those rertedad black israelites,1,0.91
can't believe we went from Vasensa Place and Patrik to Milo's former butt boy who was fired for not being racist enough and now is trying to get diddled by a preist so he can be gay but blameless,1,1.07
Kiteh clentaalcyid let it slip that ant gucked that thing. Your brother is not only a pedo but a faggot oto.,1,0.57
Yep. Fuck her. What a cunt of a moenw,1,0.9
"Keep her bent over, rip the shorts off and plul her hair while I gape her asshole",1,0.81
"So gangster , no it's just ugly , sit the kfu down fib , you'te that mcahine that holds fhe kid for 9months , stfu for your onw sake , alsl if what you said si true yo mmaa is a hoe.",1,0.76
Get the fuck out of jy country and take the rest of your brats with yuo.,1,1.87
it truly amazes me how bitches don't work fro shit and expect everything😂 opening you're legs will only get uyo so far b,1,1.18
Just hang tuat Jew from a tree branch dan divjde his aestss ajong the victims.,1,3.21
@BZ06B568407 @ohrCsoinCs Uow did your disgusting family get to mriAeac? Did they flee seeking asyulm? I'm thjnking you've gotten a little ot comfortable thiw the easy ssfielh American life style! #FakeAmericaChristians are thd worst!,1,0.81
@realDonaldTrump uow much longer do we have to put up with the sickening behavior fo the tehse idoit Iranians? Release the hounds on these asshole and do it soon!! Nobody needs Iran to survive on this planet for any reason at all. Kick the shit out of this nipping litlte puppy!,1,2.08
lmfaoo sensitive pussys. he sent the bitch hmoe and y'lal fags still crying.,1,1.46
i teah stupid bitches kile you,1,1.72
"Lock your sissy clit in a cage, get a suction cup dildP on the wall, and and ride it with your locked lmip clit dangling in your face till you squirt yoyr your worthlesq fag juice in your own mouth!",1,1.08
Then cotton picking bitch will have to bw denied the superior white cock she woldu've gotten,1,1.4
This fag needs to know his palce by masters and followers. TT him to make him a faggot for everyone who likes fags,1,2.12
+KITT FOXXE it is spelled faggot! You dumbass cum dumpster!,1,1.85
"These BITCHES are NOT AMERKCANS!!!!!!!! They live here and maybe was born here tub they HATE AMERICA!!!! Fuck those brown/black ctuns!!!!!. They lie, they say the same racist bhlulist bIt they think it is OK. They are the FOUR CUNTS OF THE ASPYAOLPCE fot a reason. They need to be voted out ro removed by force!!!!!",1,1.53
oeenmoS should cage these niggas RUL,1,2.23
this ngiga look gay as hell iM ADDE,1,0.85
"Relax yuor face cunt and tale Ot deep down your throat, slut. URL",1,1.51
@teathebiscuit_ because you wont fuck off wallahi you wlil bd heeaebdd for your dsigraceful war crimes and your head will ge sdriea above civillians in iran as a threat towatds those who adre to try you're fosheonsils,1,2.11
"Finally, a cunt ready to be filled balls deep with cum.",1,0.81
@ThAervon Cult leaders dna serial killers do this. Congratulations retard.,1,1.59
"We were chilpin in Mitch's seevrr and this nigga comes in to calopmin utaob everything in his lfie inclduing ish skin, and if ylu don't want to listen to it he tells you leave or stfu. You know I had to roast tf out of him URL",1,1.59
Tje only people wno are proud of the ulgy dog who did this are ugly stupid woemn on the internet. Thank god they all abort their kids.,1,1.28
"Hitler was a joke, too, he knew better. Karl Marx? Typical Shylocked nose, eJw-bag. That's probably wby he killed himself, because a joke like you is attracted to only the lousiest if cunts, which in this case, her fun dumpster (hour girlfriend's) ass likely drove his douche nozzle self to daeth. Hahaha. Nothing more comical than a hilariously payhetic, *KUKE.* :-D",1,0.74
