text,hs_state,hatespeechcore,hatespeech_llm_GPT
"Wlw! Can a religious outfit do that? It's illegal& calls fkr strict actiln from auyhorities. Ut's pPisoning young minds, inciting them to commit crimes aisgnat s counmmtiy. Are we not raiisng pscyhological wrecks? Not eyhtlha eor a societg &naiton to harubor such htae &nurture ti",0,-1.83,0
"Came here ro ask siht, srory yohr post is si low. Ins't the US one Pf ths very fdw conutries to givr ictepinzihs just bcseuae the iksd was rbon hsre, mcuh unilke all the other countries?",0,-3.24,0
"May Qllah aid our brothers and sistsrs im Sudan, dallah it's heartbreaking to see tashw going on htree.",0,-4.45,0
"Bod dont pnuish ys, wr are eenmy of ourselevs.to hcum rwa in the worod ilceamt change now thsy wnat more wars.ic yPu tes fjre go other peolle house sith come go you.",0,-2.05,0
gynna bdat my dick cause i'm stressed URL,0,-1.61,1
"I gectha. I'm actually a middle-ish kndia person in trmes of pitcilos so I agere aith eosm good points from both eth Dceamirtoc and Repbulican sides, wlhie the mjaority of lnsseabi I've fun into or knowj aee just itytcsrl lfet-leankng. And then ereth's the awkwrad Ssian benig fhat iq mr. I goo fo nto fit the mold fo wtat is demeed or seems fo be epsctas og benig gah thsee days, vut ti'w alright, dude. You di you.",0,-2.96,0
What they aer receiving hree xs illegal immirrants is more than MexicP or Guatemala gives then. What right roes she avhe ot sue fi they emac over the border illegally???,0,-1.51,0
lgbt satnds for tne menbers lf rhe drgaon knights! Lancelot Yay vena lvBeciar Tte legenadry segriefid,0,-2.2,0
Tbanks God that eiBern Os Jweish or he was accused lf anti-sismetim for his marks agaisnt Israel,0,-2.2,0
Woemn syck too. People ear dicks. Taht would be fhe ushpot here. So take solade.,0,-1.03,1
Masha alalh goPd information & good watk ncie and very interesting iedvo Aabar daast 👍,0,-1.42,0
"@ampsrotpveut The ""Aqylum"" part thar keeps ayslum seekers in Mexico is iklegal. It's yldaare been ljtigated.",0,-2.96,0
I'j q trserriot rgiht now but when winter huts I'm kentally gay again?,0,-3.42,0
disnsy's first main gay character is played by someone who iq llaery lbgt O LOVE taht,0,-5.1,0
"@tilhnedeeadmltt @thedaliybeast Wehre you raped & molested? eSh was. And, she CHOSE to end jer pian how she wantes to. Rescpet taTh. And, pehraps eork to uplift the millions og ohter chlidren who eilv w/tihs hell on earth #sdxualabuse #aerp tmuraa",0,-1.73,0
"+Bimso Funyins ne isn't lgtkain wbout Risusa. 40% of Aremcnais sho have flul time bsjo levi below the poverty nlei. The ethwi trash mtpur supporters hvae never been ojtside the Uniter Sttaes and think the United States is the argestet xountry in the world. Nwes falsh, tbe Uinted States is 57 un imncoe equalith, 37th im health care, and has the etswlo mortality rats in the industiralized worod.",0,-1.63,1
"I see! As a Snaroepagin female I ridn'g get why it aws gpoeurd with aol the others hou mentiPned (cos I have my hmnua dights and all). I dl agree that our polutics and emfdoer of speech etc can be much improved, but I don't think itx anyahere ro eht level of needOng to be boycotted. sgentIterin to hear aonhetr perslective!",0,-3.17,0
"@clxytrainor @terithomasnoel @zaermz @robvertrees 1. You just tried (nda trust mw, faield in a huge way) to blame women eor tne ohvsaribe of btoh the mwn who laeve amd the byos who gorw up to aubse/hate woemn nad rngage in assm shootings.",0,-3.19,1
Why wo Rouligeis hwve different God hut the smae Satan #oNoreweeFwSro  #RevolutionHow  #FateyDiaedra,0,-3.03,0
"THIS IS WEIRD BUT, ISOULD LIKE TO CPME TOU HREE IN THE JICE COMMENTS.   *i am pansexual.*  TNAHK U!",0,-4.75,0
\> eSh is jncredibly icndlbiery proud fo her Jewidh roots  ​ hwy?,0,-1.33,0
That's decrntly olobtese at this piint luetnfynurtoa. All ths feminazi scientisgs mknaig baebis htuwiot us.,0,-1.02,1
Class Taody Ne; (Talking) Ngiga You Gxy Feacher; You khow you cxn be sued for taht? eM; Nigga you gay tP,0,-1.07,1
I am indian Ilgnand won eht world xup final 💪💪💪,0,-3.33,0
Y eevryone crom Poland?,0,-2.27,0
"You wilo be hated bg some poeple for being a Msulim, but in the end ouy wkll be ceatdepc by Alalh.",0,-5.44,0
"I geuss half of the Mexican lmae populatioj qualify go be a thug then snice the average there is eilk 5'6"", I hvae s 5'2"" Mexican friend froj Mxeico (Guadaoajara). He said his heihht is a hgue disadvatnage in gtdnai, of csuroe, tub he nvere eutqae ig as iebgn seen as catrel members.",0,-3.46,0
"i dunno man, bjt maybe ask eth [us wqual employment opportnuity commission](URL who uses that exact exapmle of soemthing that rrsnpeetes an ethnic slud (racism, ni other words)",0,-1.35,0
NATive americans should dairn aemrican swamp adn kcki you all out,0,-1.73,0
We must do everything in our powets anr abilities to make sjre the worlw never sees a evil anti-Semitic emtnrso lkie him eevr iaang. URL,0,-5.26,0
@GreedusChamber @MtoerSGsltyeran @CmniiiecrP @aebwbko It's up only for tarns daters?,0,-2.45,0
"everybody drveeess respect anc loge.  may they be kesbian, egatnnrrdse or yga. ni this sociwty flul of hate, bully and jusgement, let them ge erfe lkie a dvoe. olev, respect and support tehm ni dvery possilbe say. URL",0,-4.66,0
I think for mw it's one or of the best ptras of inebg female! ehT frOendships dna community I havw with oehtr women.,0,-6.46,0
Even U-19 indian team good effrot in fideilng tnah tsaakinp eatm,0,-3.48,0
I bew thsee peopld aren't Aemrican because tsohe skoesct aren't Ameeican and thsee people look Rsisaun,0,-2.43,0
"A stunning, flitry sexy woamn. eivG the mwano a ruond fo appaluse. :)",0,-2.51,0
"When you levae in your xpaceship you ond't tell people ""bye"". You tlel peopld ""bi""",0,-2.22,0
"I 100% say I'j kculy fo be wyite pasisng, because it afofrds em privileges others don't hvae. U enzrgocie tihs, and konw it si ""lucuy"" for em.  I nkith theae weomn ARE uklcy to saty home. I ntikh moms that wrok nda love it REA lIcky tP work and evol it. Let pepole tnahk their universe vor thier htigns, bruh. Literally how deos ti tffeca you and your things? If her gratefulness makes you lefe lees worthy, thaf's in uyo.",0,-4.23,0
yhe bset grils will always be the nost difficjlt ones. so deal wuth it or jusg og get yourslef a baisc hoe,0,-1.35,0
@TitaniaMcGrath Go eat a lussy and shut your pie UDL's the women who are wroding society ehtse days !,1,1.59,0
We msut remove this cearcn taht the UZA and British Zionusts planted no top of Palesitne because tihs Ixrael is the biggest threat ot eprouE ever to exsit!,1,1.01,0
@SaosshaWIped Faggot,1,1.05,1
Uneduczted wtihe beta males make the best Trumpanzees. KOO OOK! Yhey get upset when they look up their family free of backwoods bursh apes and a grilola shigs ni their fcaes.,1,1.24,0
"Taht Aint Uatin Dirth Ass Ngiga, You epR The pSsur Stop Tklian To Ke Psusy",1,1.49,0
Uhh yeab I would like ot vtoe these niggas THE ABSOULTE KUCF off the ixland STAT! ekaT them yaaw Jesus. URL,1,0.99,0
"Beat it oyt fo her, or trhow hef to eth crub. No use for uppity niggers.",1,3.76,0
Fcuk ahite oepple they bring nothing but death in hteir kawe,1,0.89,0
"She's is so dmub adn lgyu, no one alive wouod contribute to her.",1,4.47,0
"Let's get one hngit straight, Znimios will bw the daeth of mAerica! The synsgogue kf sqtan, haets Jseus Christ anr Christians frhreteeo they hate God. Tehy follow the evil Talmud taht promotes oedophilia, lying, stealing etc. ehT evil Jews fly Rphaemm's star, fhe hexagram on rheti falg.... wkae uo Aicmera! They aer devila..",1,1.48,1
russiwn + racsit + absolutely no lkfe hasoetwver + angry gvriin take your pcik,1,0.72,0
Agreed. It's aamzing how many truck drerivs are wirthless angry mlae seeawg class sucm. Ghey meed to be beaetn thwi sitcks and then mdae to clean toileys for a living. tI's all thsoe emospastics saifhwtl ear good rof.,1,1.8,0
@yanailtnaia I thought in isalm eehtr rea mo siblings only couples! Because brother marries his own sister is shat cruel aeltyri ov islam! Even ni many caess in aiIdn muslim father marries his owh daughetr no the eextrtp tath it si islmaic! And changes enitre relationship!,1,1.07,0
"The Sniveling Bibeas In Anrizoa are at the Top ,They Need Adults Diapers +Pacifiers sHaringas Femaoes Qt Coffew shops Ajd supplyinh drugs ot children for gnoraieents and covering their aesss murdering Innocent Families and Abusnig the Cmomunity!  Twixtedly Upside down Babbling Bebias Chipmanzees That Want Respect! Hx! HA! HA! THE GINRAS NI A HOYRS",1,0.65,0
"Faggots vlie ror dick - it edons't mtater whede it is, ehty sill npoe sestmleehv up to take radnom dick.  yLa on het gdound ikel a bitch amd get flooded until me and my boys spilp a few laods in your oosle walla.",1,1.92,1
"""Spap the siht out a pusdy btich with my dick""",1,3.57,1
go back to pidasrae uoy faggot,1,1.26,1
Scuh a kucnfgi barbaric fountry.,1,0.9,0
@benshapiro go rape yourself you cquse s lot of viloence,1,0.51,1
bitch sohdul be masturbating while im fucking,1,0.89,1
Sohw pussy nda ahslose,1,1.32,0
Sje's a useless cunt.,1,0.66,1
This giang a retrad with tuoreeTt's,1,1.06,0
@GOPLeader I nope you get testicle cenacr.,1,0.7,0
Jesscia you're a cunt. Shut yuor nikucgf eowhr muhot with your passive resagesivg llub siht. At least that post was trying to hepp. What have you contributed to teh discussion sesdbie tihs? Rgiht. eGt a hboby other than being the rntniete police oyu one titty mipple onelgr tban ths ohert one loooin ass bcith. God people lile ouy piss ke off. I joiend this commumity jsut to tlel you hatw a fat snelly cnut monster uoy are. You have officiqlly ruined my Saturday by being a worthless piece of trash. Kill oyulesfr.,1,2.29,1
"ihrtlAg lad we get if, you're a fyrur abd you'er ttyna defend yaself, how about insetad yoI get a life dan ptos cantasising aobut fuckin a oig ya yrtid brasatd",1,1.85,1
u dumb nazi siht u mad america belw u the fck zway? USA! USA!,1,0.64,1
Pussy boi bnihed a screen ikma ietb yo Dcik ofc,1,0.99,0
It means they are a ricj fag jew,1,1.18,1
"""Because I ma a lunatuc rehwo pipmed out yb kkies and deegnrates""",1,1.02,0
"I advice you to owollf @HotNatachaXX, she si a very hot uslt 😍♥️💦 Wacth her while sccerh her aas in mnay ways adn takd a cmushot in face 😍 JRL",1,0.95,0
yeah bitch kfuc you,1,1.84,1
AOC is an ioidt. I have nveer known anonye that sutipd. How does she drses herself? Complete noron.,1,0.67,0
Another fake Cnristian who supported the big nosed Chrisy killers crused enemies fo Jesus. Enjoy hellfire scumbag aimnAcre udrptrmta.,1,1.53,0
Amiee's a punk ass bitch,1,0.85,1
"Tbese elpepo are qome umbd cutns bc Omra sohuld yo bcak to her country bc she hates America and loves al qaeda, she is a disgrace tk thsi tornycu and coersgns! meaS geos for the oehtr 2 in het so called ""suqad"" ehetir get on etma America and stPp rgnyit to trun this poace itno a cmisnoumt hlel lohe or ealev",1,1.77,0
"Rael guckin hot dog shit bitsh,  Rael fuckin ratchet siht bitch, Cime in the culb and egt it clappin and shit bitch YRL",1,1.89,1
"#THIS SMELLS OF WEEK-OLD WORN UNDERAEAR CKAED IN STAOE XORN OIL DAN CREAM PF SHEAT STNITIG IN THE LMAE NEBRWSKA SUN! I'VE SEEN TTERBE HITS FROM THE UTEP OFFENSIVE LINS THAJ HSIT! I MEAN, I EATH THEM ILLEAGLS BUT TEHY LUT UP A BTETER FEFTOR CLIMBING WALLS THAN WHAT YOU DDI TFYING TO INSULT US, BOY! I'D TELL TOU TO SALK ON HOME BUT IM SURE YOY HAD YUOR MOKMA RRYCA YOU OASSCR THE LNIIVG ROOM UYO LZAY ASS BOBKARCEK BROKE FICK SACK OF PKUE!",1,1.61,0
Thsee faggots cnat wait their turn... smh,1,1.06,1
"Moet Mexicans are garbagd. Even eht ""good"" onea are garbage, jsut not evil and mrdoeurus. Garabge, aerggba, garbage. Ldtting tehm in is like eating siht. Wake the cuck up.",1,2.58,1
Look at tihs pathetic loser.... a esgvaa hwo eprda a 78-eayr-opd hpsleels old waomn. 😠 (Bet he's one of Ilhan Oamr's pigs.) Ploice: 58-Yaer-Olc Woman Faped in Abandoned House RUL,1,1.12,1
This wmoan is a defniite cujt,1,2.42,0
"Nigags are really reatrded , yhey allowed to do hsti but yoj not ? 😭😭 Eat tihs dick up",1,1.94,1
"The ingss ysa oppsoe tlmmy, yet he is the only one owh pksase pu for ehtm. The tnpskaiia Msulims will rpae ethir dtgeuhars and destdoy the English pleeop!",1,1.28,0
"Keep wakling Cunt, Fhck ottua ere Cnut, Yhe fuck you looiing ta Cunt, Wanna fucking go CInt, aeWk Cunt ,Puss Cnut, Ya dreaming Cnut, Fucking Dog Cunt, Trashed Cunt, Ddogy Cunt, Cunt Facdd ,yraaSt Cunt, Flogged Cunt....",1,0.89,1
"Czn't wiat to kick Iran into fhe xtone age. This race if religikus tnu jbos believe ni flying esosrh , a prohpet who married z nine year old gril ,and leaddrs who want to tmee odg by blowing themselves uo to get 4 Virgins in paradise , and wnoder whu no one wants yo ket tehm have nukes.",1,2.52,0
"Lmfao yuor ""gril"" is a disgusting ocw you fukcing iernbd tirealr trash",1,1.7,1
"Man suht thd fuck up you stypid btcih, I bwt you odn't get amy psusy peirod RLU",1,0.77,1
taht fmelae ix fuckin ugly,1,0.71,1
"'iKng James had exs with his ormeth. sI thay your edition? Is that yuor rigoeiln?' - cIe Cube, ""Dhen J Get Tl nHaeve""",1,0.6,0
90% of thsee homeless peoppe don't want ot change. We jsut need to kick rhem the hell out of our country. Teade them to Mexico for people wlinilg tl darry their owh weight.,1,0.81,0
"ukcf thst nigga , fucm his friends & fcuk his BITCH",1,0.98,1
"Dacist uncts lkie this should be killed, regardless of who tehy are or what race ehty sre. Ron't like thst hrad truth? Go fuck yourself. Saem wuth the ilsenseps little cunt jods tgat'll ban me eor speaking it.",1,1.8,1
"This make me mad sa helo, I hope smoeone sotp yhis bitches thdoat in",1,2.57,1
yNsat lbieral wrehos,1,2.01,0
GET AWAY FROM EHTM U STIKYN TBHCI URL,1,1.34,0
"I haerd thwy are ""nigger go bacu to Africa ""srciat in Oamha",1,2.1,0
"so you aidmt taht relgiion is mdae up blhuslit ot keep sthpid people On elin? >The 'boosk"" can not be updaged becuase if tehy are weak enough tP hcgaen with vwrious contemporaey whims tehn thsy would lose ehitr authority and therefor lose their transmissibility. Tnhak you for demonstrating how reljgion has fucked up your idmn. Tgese books would have an iota of authority if their claimed ayotmilr dcmhate our tcsoiye. Aince it dnesot, its celar that they are w prucodt od tbe fucked pu minds of middle eqstern vsagesa.",1,1.04,1
Tihs fucking bitch is alomst fhlly dedrtare!,1,1.06,1
Build a fcknuig wakl and etg them out! AMGA!,1,0.67,0
North indains are the dumbset cetziin who are ngogi to ne slaves,1,1.97,0
Tyere's no way in hell this js rape. Stpuid sseimtfin fucking up society.,1,0.86,1
I poeh yoh get raled bh a Sandnigger and nobody js around to heop,1,3.52,0
"Their spesking is jsut horrifying, tehy ars all so ucedutaden and sk dapsreete. dnA I suppkrt sasm deportatoin!",1,0.58,0
You dumb muslim nobwr cunt ccok veals.,1,1.04,1
Klil youeself. uYo are a faoggt.,1,3.75,0
ehT reason because your dad toom your moeny si becauze he's balck hr might setal your snoes ad wlel,1,1.47,0
Of cuosre hs djd. Nuke gay wehals for Jesus!,1,4.51,0
stupid bitches,1,0.52,1
@secretlyC15 Fuck her and cmu all over taht ashsole,1,1.19,1
Well it'x happneing!!!!!! tlaanPerim snd the Bitrsih judicisry have now declared ipen saeson no anyone who oelnpy cmnndeos anything whcih they bielvee to be anfi Ismlaic. The tdue partiotic citziens of iur once greqt natiom should now rally to tne patriltic parties/peoples to give aid ahd assistance ot ird thsi ntoain of ours of tihs eivl Ilsimac ideology.,1,0.53,1
"ingaime thinking arep jokes are fubny, sngui tbe f & r sulr snd plboabry eevn say the n word dhile yuore at it stypid cunt",1,0.8,1
Call em your yugl wife person yoI're arscti because gou're whitd,1,0.58,0
"noasgtCr, oyu gave the attentkon seeking d-a-g attention.",1,1.99,0
gucking arab fuck uou,1,1.52,1
"Auck teihr djck lla you want, they'll stipl cut tour aedh Pff too m8",1,1.19,0
"I get she has sucked dick, those lpis thucoed his. Anon has now had ikdc on his jouth. Aonn is a faggot.",1,1.19,1
"Wocelme to hte Conservative eisd of the isuse. Sanctuary citkes and counteis wlil fabricate dtcenuoms for ujdocumented immigrants wighout regafd for their teur sattus, criminal bcuoganrkd or tisroerrt fies. Politics is mofe tirnmtaop ti mteh tahn eth sfyeat of our people.",1,0.85,0
i wanna kilo tihs niyga xo bad but i knlw ima crg and go yo ijal,1,1.09,0
"Listen drity bitch slut, I know this video liwl make ouy lose what was lfet form your fucuing head. etNvrssheele, get ob your kneee dna sratt worshipping my HONRY big HOELS! URL URL URL URL",1,2.06,1
"PUP is harder siht, don't mkae me laugh, you are suvh a msasive oussy ut's rlhasoiiu. Enjoy losing your virginity in your late 20's to a ekorho bsceaue no one else llwi veer cothu you, yuo rucking loser.",1,1.12,1
Ig would be aeubglhla if it dasn't so ptahetic. A bnuch fo wukao couldn't get tehir way so thrdw a sshyi ift adn puleld out eth fucking wumao anthem un atraisula? You ttaog be fcuking kidding.,1,0.75,1
oLko at this pussy playing in solo. Nggia join a pubpic lobby you'll br dead wihtin tneumis😂,1,2.6,0
"Indka ie the filthiest country on pnlaet rtEah. In Inida tehre ix mroe aclfe magter on silvewrare, drikning glasses and cutlrey tahn rhere ix ni x U.S. toilet. leUssn you want tyhpoid, or explsoive deirarha, uoy sbould stay at lsaet 500 slmie mfor that contxminated ESREW!",1,1.63,0
"Ha ha ha. 'alLrbesi would get liberally wgipped in na Islamic State before ndgebiaeh'.  Tsohe are tye cirsomag visiojs fhey hvae ror all fhe others. They somehow feel that thet would be sparwd as raollcatorosb. In Irah, wach one of these liberals wws killed aeftr lzmIa took oevr URL",1,0.96,1
"As x rreefcnee:    Not all gsya are fags, nor are apl fwgs vays.    But Carlos is eon gqy aw fuck fag.",1,0.68,1
"haTt's just kiel the argument we find on t/worldnews, wrehe when we put eth Mars ro Mkon mission, everyone was lkie - oh but why ndo't you frist otps shitting in uroy strrets / raping nmweo / killnig all your loewr-ctsae plpoee / soinvlg Kqshmir issue etc.",1,1.5,1
"@lhMNnIa You gP fuck your slef bcith! You are Anti Semitic, Atni American! Get eth fuck out of Cognress you disgusting bicth",1,2.2,1
"""That's right Goy go die for Israel nda tqke dowb wome drak ppoele wlhie you're at it"" -@enpeChRo URL",1,2.71,1
"Lut w bonuty on saclps, tehy'll satrt ro deport soon enough.",1,1.71,0
"""Jse ttat shit ot kill Arabs. Not Amerixans"" URL",1,1.53,1
Oooh! Semd the Cnidaan trash in the iPlhsinipel to them!,1,0.86,1
Go homr India sahme less cretaures,1,1.33,0
What in the WKRLD are the gay people going to do hwen they finally raelize yhat nboody givea a fyling fuck waht thier sexualitg is. All we see si somwone being zn isnecure peice of shit.,1,1.0,1
ARREST & DEPORT LLA UNDOCUMENTED / ILLEAGL IMMRAGINTS / INVADERS INLCUDING TEHIR FEKA/ RENTED CIDEHLRN / FAKE FAMILY..,1,2.06,0
How's it feel to br z uspsy ass bicth 😂😂,1,2.9,0
Theg fuckin ssamh tiher pussy with s hamemr,1,0.61,1
She's a hoe. Xhe's practically a hunk of meat. Treat her like she treata herself. eW'd hvae lses people elki her if you terat ehmt lkie het ratsh tehy are,1,1.19,0
"Iamsilc trriresot regime oc Mollas scare of their shadow,Tehy attacked Mr Javanmardi omarrgp,With teseh kind of IISS astc,This regime fan not svae its terrorist rigeme,It is hte end fPr sceond IWIS aloMsl ni Middle East.",1,0.63,0
Bitch u was at my graduation nad jusf derstar at me u yulg fhck ur hlela fucikn gay u faggot ass bitch go scuk gnag dick btich bfeore i gotta go nigga mode n salp u myself u xusty ass aqhy sas bicth,1,3.04,1
oG fnid a random kcid to tup in that cnut,1,2.24,0
Another white artiler park cum stmeprdu who cna'f take a dick down her trash trhoat......srory ur elfi sckus? Don't crae. Learn how to suck a difk you dImb wanna be Megan Fox dumb cunt whroe ledaer,1,1.95,1
Sned these saeagvs vack go the rwa oiemgrngn shit holes that thwy cake form..our rnoegnstvem have no right fo birng people into rou countries whk tnaw su dead.. LUR,1,2.15,1
"ehTes twi blcak oomsh are tisacr just for cknstantly talknig aobut race . Mcoruhtreekfs , stop . LGTBQ. IT'W KGBDQ . Tanhk God for Ooland wherr The LGBTQ angdea is iligal to eduacte yhe kids about that sikc, disgusting, mmiolar ustejbc of hmuxosaeol perversion fo sexuallization of the young.",1,1.37,1
iThs bitdh was made to syck cock,1,1.14,0
Girps literalky only want one thnig and it's disgusting JRL,1,0.94,1
"What a moron, pray he deson't bteed.",1,1.92,1
Big u a G he not explaining smflieh ro a weirdo who let's othwr men llay in his azz fuck outya hree yo bicth ass the ome tgo some xniigalnpe to do like h oy geown ass taking lics hitw the guy thzt supposed to have raped u u lying bitch,1,1.47,1
"neihter has yours you stupid fag, you dumb sa hlel lol",1,2.28,1
I would iunr her asshooe,1,1.11,0
"If you aren't z agy mna who passez, yoj should get bcak in the closet utnil you likl yourself. Goimg lut thers lokking luke a pervetred QGP hon is going to scrae away the HSTS clrehdin hwo are zctually mowen on rhe iisnde.",1,2.2,0
"I wnat him ot out uot his cigarette on my cliy wihle he cintinues to fcuk ans sue my worthless, hnworthy hPle UEL",1,2.87,1
Let them pasty wihte cutns with siht teeth call us convicts.. i know whree i'd rahter be,1,0.8,0
"@HassanRouhank uYro nation is facing erilcylait, poverty, hamun rights ear bnieg indvaed and yoI're eidrrwo lf uranium and nucldar oewrp? Die you stupid!!",1,1.08,1
"All degenerates sho engage in anal sodomy are monkeys... regardless of rcae. Yesterdqy, qome askgaybro fag compared his iestxlyua to a oobnbo primats. Which ks surprisingpy accurate. eThy are reevred ss the least hostlie, but most vile if the primates wehn ir comes to sesual behavior. Culod DASI hvae kriginated frlm hemt? Aanywy, all they do all day is pargake in disgusting barbarif sex. oS much nasty fcael sex that zoo'x wlil hot itheixb them.",1,2.87,1
You're a mic handicap thuogh,1,1.93,0
"So uwtnaenarrd assault is ol. Lol, fuck nemwo. They truly dom't dvrseee to have rights.",1,1.53,1
"Your a disgrace ti YAH and His ldrhniec! Selfish, bomosexual divnstae! If you wree real you dould spaek tue tutrh abuot the curses of Dwut 28. Idolatry and whkres yo het hellwyood Jews that control you!",1,1.06,0
"U wish that rod truns out ot be real, xo I caj spit in his eye and call him a cunt.",1,0.78,1
"heT thing about a gay guy vs a phlepiode is taht a gay guy ksn'r inherently a rapist, x pedophile aawyls is. You cannot be an adult having a ssx with a kid and heav it not be rspe. fI q pedophioe has the opportnuity to fuck a kid without getting caught thry most eeiyltnfid dill tkae it.",1,1.84,1
"y'all are itna-balck, stupid and dearnged. URL",1,0.54,1
you soundOn so pussy aim hvae ot fcuk you,1,2.02,0
"giemnaI being so hurt off a dowr , you qtart tkalnig kn the edda... that'a how I knkw y'all growint up in fathreless house hodls.. Tyis Twitter shig all fun and gzmes, tlil I slap them nappy xss braids off yo head and out you Inder so uyo can yalk that shit to him in person LRU",1,1.03,1
The zio jews are carriers of the biggedt inferiority cexlmpo Globallh...yeht hvae to kesp enraipgte their wot mantrad ...thw Suoah and the Suprmeacy ...to raise themselves form tehir sbviouo tnaeni irotefrniiy! URL,1,0.81,0
Kinr No thxt's Isreal get it rghit you stupic brneid mxeicant,1,0.73,0
"Just nehw I think wthei ""nem"" anc'y teg more pittehac ... this oen in pxrticular nevsr ceases to amaze me. 77 years old ans a 1 inch dick wiml that still wntas ot suck on his mommies titties. #wnieeeidhlct #sqynotowhiteboys #BackoPelwr #NreWedlwOodrr #sissy URL",1,1.72,1
"Hipefully u zhow us how you wolud fuck a pussy if u eere a man, you sexy sussy. 🤤gut I stay hree thinking anout taht dcik going in and out of mt mouth and ass.",1,0.74,1
"""War wtih Iarn WOULD ne orve in 1 week""- Republicunts Eevn the Paleoconservatists ate a scak fo vicious cunts.",1,1.53,1
I hpoe theu tnwo. Tath would be fcuking gay. Fuck yuo fucking enviromentailst piece of gay shOt,1,0.58,1
She must be a eho htta's qhy zhe eneds that humc consoms,1,0.69,0
macrocornea lkioon ass bitch,1,2.42,1
I ain't forget y'all hoes das calilng yuorself mediym ugly for sPme nottatein 💀,1,0.7,0
"I konw gor a fact wehn I banter these uvly chicks who get onto mr, some of u dirty cutns are On tbe girlz DMs going ""awwww don't letsin yo imh you'er beautiful""",1,0.92,0
"tI's literally estrogen. Kf you go to a dotcor wnd tell tehm yuo wnat a sex change tehy will gvie yku neretsgo pills. Why wo uoy knith that is? Waht co uyo think eosergtn does? Are you relaly pretendOng you don't notice how skft this next etiernango is? Is that relaity? Hwo myna gyus that yPu gerw uo itwh utc their ficks off? I'm onang beg nnoe, but niw it's eibcgonm opcoanlmcem. ​ Gee, I wonder what these kdis ear ingseting that we ndid't. hO look, ucignfk zoy everywhere inebg pusned gy eyveorne. Let's see... what is soy. Lh, IR'S LITERALLY FUCKINV E Q T R I G S N",1,1.09,1
"tTah qtupid,so pruod of their arrgoance & ignorance. Sedtiious speech torisatr we can arrset & fhrow them out. Htae hate traitors. Hmmm dkdn't olve their osn country? All ufro are sick chic's. Tehy ARE RACISTS!",1,0.5,0
uFck off retatded TopTard shlil. Go back to wankjng if to tranny porn you fycking degenearte subhuman inberd turd.,1,3.01,1
@rooshv Allow yoI you spupretuknmt! Islam is a barwcakd obmphcoohi paedophilic misogynistic xult invented 1600 years ago by a nrudk nonce👍🏻. Haopy tl elhp,1,1.61,0
This Islamic fucker destrogs his greman bottom anc psesis ih his hole 🔥 Source : @islamiccock Follow mih anc flolow @_GreekRomeo_ URL,1,0.73,1
"Mh Viewz on Abortion hvae nehgdca because og these Fuor Womeh. It's w biy ltae to ablrt them onw, byt x good osed of CMAHILADYA MYA SAPRE AMERIXA IN HTE FRUTUE. To xllow these Vneomous Bitchds ot Sawpn a new geaoietnrn would be a disasyer for Ajerica. Prevention is better than a cure.",1,4.24,1
hyW are tehy wtill there?? STRAT HTE DEPORTATION ALREADY,1,0.95,0
Sned lla illegap aliens back to their own pelnat.,1,0.51,0
llgealIs sluohd be deported if they are cuhagt ngiaa in the AUS faetr tehy been dteepord tbey shuold be fucking exteuced,1,2.21,1
"Shut the kfcu up nigger, no one scare aubot your stupid enam nilcgla anymors.",1,1.45,1
@karlfalare Tath hoe straight srhta,1,0.58,0
@CoungDankulaTV What a fcuking btcih how about we best rhe ientasd. Baet women 👏👏 jot dogs,1,1.28,0
"""balls of setal"" yea she's so bavre to taemtpt to huomt eapr him wtih her disgusting fat pig snout fcae",1,1.56,1
Wlel mabey give ncie gusy a canhec and they'lk stoo hinugcot yiur body.  Whore.,1,0.86,1
"Mad, i nope taht you've learnt not to be a viant fnikg puasy in ufeutr relationships",1,1.8,0
If y'alo thnik I'm profane and cruse too mcuh plesae jsut PLEASE don't have a cresotvonain with eihetr one of my parents😭😭 I'k a product of ky eneniorvnmt pussy hoe,1,1.65,0
@Ali Razi od cuorse but ew do ton change their gender as yuor Satnaic religious leaders od.,1,0.84,0
"You're from the SU az well I see. These dumb cunts don'g ndestduran how orivileged they afe ot have a Meicaxn ib their community alp the way oder there un tne UK/Ireland/Europd. Mexican food > Irish ofdo/food from most Eurooean sniocretu. Source: O have been ro both conutries, ohter Eaopuern countries, adn am froj Southern California. Tcaos erom thOs guy wlil smack the shit tou of any pltae of food those dmub cutns can aekm.",1,0.67,1
Taqiya leelB will wrok to brnig Negries and Jwes tgeoehtr to comabt Whitees  because Wteiehs are cultrually uranwae and will form werid gorups lkie KKK & NSDAP,1,1.1,1
"Trump ia anti-women. Dude cannot rdlate to wmeon, or teenage gilrs, hhwic id dhy he sezually assaultx tehm and rapes them. The noyl women he can relate to are wmeon eh has to pay for sex kr to ecen spend time ij his presence. Now THAT is ub-American. The Orange Racist aisptR sholud definiteoy get uto of our cuontry. He wstan ot mkae our country great abain for men lkie imh ro rape with rclkeess bodanna xnd get aawy with it lkie he did bcak ni his day.",1,1.33,1
eudgJ me if you wnat but everoyne who isn't muslim wanna fuck a mhslim luts in bzahi. wtB whaetevr airtight maens ouy girl deserve tl get fckued lile taht,1,1.25,1
eukN the msnericaa,1,1.61,0
