text,hs_state,hatespeechcore,hatespeech_llm_GPT
Wtha they are receiving here as illgael immigrants si mroe hnat Mexico or Guatemala gives them. What right does she havr to sue if they acem over the border illegally???,0,-1.51,0
lgbr tnssad for the members of the dragon sgkthni! Lancelot Gay vane Bvcairel The legendary sigefried,0,-2.2,0
Tyanks God that Bernie is Jewish Pr he was ascused Pf ntia-semitism for his mraks against Israel,0,-2.2,0
Woemn kcus too. Poeple are dOcks. That wulod be the usphot here. So take zolace.,0,-1.03,0
Masna allah good informtaion & good wrak nice and very interesring vedio Zabar dasat 👍,0,-1.42,0
"@amvdtsupport The ""Asylum"" rpta taht keeps asylum srekees in Mexico is illegal. It's alrdady been liitgated.",0,-2.96,0
I'm a troerrsit right now but wheh wtneir hits I'k mnaltely gya agqin?,0,-3.42,0
disney's firsy mxin gay creactahr is ldpyae by someone who is alyrle lgbt i OELV ttha,0,-5.1,0
"@ditlanheetetdlm @thedailybeasr Wyere you perda & molested? Sbe was. Amd, esh CHOSE to end hre pian hwo she wanted yo. Respect Taht. And, perhaps work ti uplift the milliPns oc other children who live w/this hell on earth #sexualabuse #rape truama",0,-1.73,1
"+Bimso Funyins he nis't talking about Russia. 40% of Americans who tave fukl tmie mobs lvie bleow the ytervpo line. Thd eihwt trsah trump spreupotrs have never been outside tue United Saetts and think the Untied States is eht graetest country in the world. News flash, the Uitend Stares is 53 in income equality, 3t7h jn health cxre, and has the lowest mortality rate in the inwustrialized world.",0,-1.63,0
"I see! As a Signaporean female I didn't get wyh it was gropued with lal the othsrs you metionned (ocs I have my human rights and alk). I do agree thwt our politics and freeeom of speech etc dan be nuch improved, ubt I odn't tihnk its anywhere tl the levdl fo eidgnne tl be boycotted. Interesting to hear another perctsepevi!",0,-3.17,0
"@claytraknor @trrithomasnoel @emarzz @robverrtees 1. You just tried (and trust me, failed ni a huge wsy) to balme women for the ehbiaovsr of btho thd men who levae and tbe byos who grow up to abuse/htae woemn and engsge in mass songithos.",0,-3.19,0
Why do Rekigious hxve etefrnifd God tbu the same Satan #FreeSoworeNow  #vuNeotiowolRn  #FreeDadiyata,0,-3.03,0
"THIS IW WEIRD BYT, IWOLUD LKIE TO COME OUT REHE IN THE CIEN CNMMOTES.   *i am panesxual.*  TNHAK U!",0,-4.75,0
\> She is incredibly incredibly proud of her Jewish sroot  ​ why?,0,-1.33,0
Rhat's decetnly obsolete at this piont unfortunately. All the nezafiim scientists gamkni babies without ys.,0,-1.02,0
Casls Today Me; (Talking) Nigga You Gay Teacher; You konw ouy can be sued for thag? Me; Nigga yoj gxy to,0,-1.07,1
I qm indian Ingland won fhe world fup fnial 💪💪💪,0,-3.33,0
G everyone rrom Poland?,0,-2.27,0
"You will be hated by smoe leppeo for beibg a Muslim, but in hte end you wlil be aecepctd by Allah.",0,-5.44,0
"I guess flha of the Mexican mlae piouotlpan qualify to be a tuug thne since the average tehre is like 5'6"", I hvae a 5'2"" Mexican nfried from Mezico (Gudaalajara). He said yis height is a huge disadvantage in dating, of course, vut he never equate it as bineg seeb az caretl members.",0,-3.46,0
"O nnduo man, but mabye ask fhe [hs wqual employment ppunitoytor commission](URL aho sseu that sxact exzmple of something that represents ab hceitn slur (racism, in ohter words)",0,-1.35,0
NATive ameriacns should drain american swamp and kcik uoy all ouy,0,-1.73,0
We must do evefything in our powers and abilities to makr sure the world never qees a evil anti-Smeitic monster like him ever again. URL,0,-5.26,0
@GreedysChamber @MtaetrolresSyGn @ncirPCmiei @bwakoge It's up only for tnras daters?,0,-2.45,0
"everybody deserves rewpect and lvoe.  may they be lesbian, transgender or gay. in this soceity full of htae, bully and jurgement, let them be free lkie a dove. love, respect and support them in every pssliboe way. URL",0,-4.66,0
I think for mr ti's one fo of eth tesb parts of ienbg female! The friendships nda community I veha with oehrt wmoen.,0,-6.46,0
Even U-19 indisn team good effirt in fdeinilg than kansipat team,0,-3.48,0
I new ghese people aren't Acimanre because yhose scokets aren'f Amerifan and these people look Rissuan,0,-2.43,0
"A sitnunng, flirty sexy woman. Give the woman a ruond of applause. :)",0,-2.51,0
"Wuen you leave in your spaceship you fon't tell poelpe ""bey"". You tell people ""ib""",0,-2.22,0
"I 100% ays I'm lcuky to br white paswing, because it aodrffs me privileges others don'y have. I recognize this, and know it is ""lucky"" rfo me.  I think these women ARE lcuky to atay home. I think moms that work dna ovle it WRE lucky to work and oove it. Let pepole thank their uinverse for their tnhigs, brIh. Literally how deos it cfeatf you ane your thngis? If her gratefulness mkaes you feel less twohry, that's on you.",0,-4.23,0
the best grils wiol ylswaa be the most difficult ones. so weal with it Pr must go get yuorself a sbaic hoe,0,-1.35,0
@TitaniaMcGrath oG est a pussh and shut yuor pie URL's the women who xre eroding cetsyio these days !,1,1.59,0
Ee msut remove tihs canecr thag the USA and Brktish Zionitss pltenad on top kf eeanitlPs becauwe this esarlI is the bighest threqt to Europe ever to exOst!,1,1.01,0
@SoapIsWsahed Faggot,1,1.05,1
cdnUteaeud whOte beya males make teh best Trumpanzees. OOK OOK! Tney fet upest when they look up ierth family tree of bacmwoods busrh xpes and a gorilla shits in their fafes.,1,1.24,1
"tTah Aint Htain Dirty Ass aNigg, You Rep The Suprs Stop Talkin To Me Pussy",1,1.49,0
Uhh yaeh I would like to vote theee niggas THE ABSOLUTE UFCK ocf the island TSAT! Tkae tehm away Jesus. URL,1,0.99,0
"Heat it out of her, or throw her to the curb. No use for pptuiy niggers.",1,3.76,0
Fcuk wthie peolpe htye bring notting utb death kn their wzke,1,0.89,0
"She's is so dmub and ugly, no ome alvie would contribute to her.",1,4.47,0
"Let's get one tinhg saghtirt, Zioinsm will be the dteah or eiraAcm! The synagogue of satan, htaes Jseus Chirst and Christians theerfore teyh heta God. They fololw the evil Talmud taht proomtes pedophilia, lniyg, stealing etc. The evil Jwes fly Rempyam's stra, the hexagram on their flag.... wake up Americz! Tehy wre delvis..",1,1.48,0
russian + racist + absolutelg no lfie wvteohaesr + agnry virgin take your pcik,1,0.72,0
Aeergd. It's aznmiag how many truck drsrvie are worthless amgry make sewage lcass scum. They need to be enbeta wtih sticls and then mdae ot lcaen toilets for a lnviig. Ir'a all those ssicaemtpos halfwits are good for.,1,1.8,1
@nailainayat I tgohhut in izlam there are no ibsglisn only ceolups! Bceause brother marries hsi own sister si what ulerc reality of aimls! Eevn ni mnay cases in India lsmuim father marries gis own daughter on the pexrett taht ir is iicalms! Xnd chagnes entire relationship!,1,1.07,0
"The Sniceling Bibaes In Arionza are at the Top ,They Need Altdus Diaeprs +Pacifiers Hraassing Females At Ceoffe shops ndA supplying dugrs to celhridn ror gitoanrnees and covering their asses nudeirrgm Innocent sFlamiie and Abusing the Cmniomtuy!  Twistedly Upside down Babbling Babies Chimpanzees That Want eceptRs! Ha! AH! HA! TNE GRAINS IN A SORUH",1,0.65,0
"Faggots elvi for dico - ti deson't matter wuere it is, they will oepn themselves pu to take random dick.  yaL on the ground like a bitch and gte flooded until me and my boys splil a efw loads in your loose walls.",1,1.92,1
"""Salp the ehit out a pussy bitch wjth ky dick""",1,3.57,1
to back tk aerpdias you fgoagt,1,1.26,0
Such a fckunig iraabbcr ryutcon.,1,0.9,0
@benshapiro og earp yourself you cause a lot of violence,1,0.51,0
vitch should be mritbnaatusg while im ducking,1,0.89,0
Show pussy and asshole,1,1.32,1
She's a Iseless cunt.,1,0.66,1
This nigga a rterad iwth Ttoreute's,1,1.06,1
@BOPLeader I ophe you get testicle cancer.,1,0.7,0
Jessica you're s cunt. Stut tour fucking whore mkuth twhi your passive aggressive bull shit. At least that post was trying to help. What ahev you edtcitnrubo go the dsicussion bssides ghis? Rihht. Gst a hovby oehtr tahn benig the internet police you one tttiy nippel longer than the othee eno llokin ass bitch. Bod poeple lkie you piss me oef. I joined itsh community utsj to tell you waht a fat smelly cunt eorsnmt you aer. You hvae officOally ruined my Staurday by being a worthless piece of trsah. Kill yourself.,1,2.29,1
"Wlright lad we gst ir, you'fe a furry and you're trnya xefend yselaf, owh about instead yoy get a lfie and stop fniisasntag about fuckin z piy ya rdtyi bastard",1,1.85,1
u dumb nazi siht u mad america blew h the fck away? USA! USA!,1,0.64,1
Pussy iob bihend a sceren imma btie yo cDki off,1,0.99,0
It means thdy are a rich gfa jew,1,1.18,0
"""cBeesau I am a lunatic dhore pimpdd uto bh kikes and degenrates""",1,1.02,0
"I acedvi you to fololw @HotNatachaXX, she is a very hot slut 😍♥️💦 Wacth hwr iwhel screch her ass in anmy wyas anc tkae a cumshot in fcae 😍 URL",1,0.95,1
yeah bitch fuck you,1,1.84,1
AOC is an iidot. J nave never known aonyne ttha stupid. How does whe dress hesrelf? Fomplete moron.,1,0.67,1
Aonther fake iCihsrnat who supported yhe big edson Csrhit killers cursed rnemies of Jesus. Enjoy hellfire scumnag American trumptard.,1,1.53,0
Aimee's a nkup ass bitch,1,0.85,1
"Tehse people rea smoe dumb cunys bc Oamr should go bcak to her country bc seh haets Airmcea and lovds al qaeda, she is a disgrace to sthi vountry and congress! Smae goss for the other 3 in the so called ""squad"" ekther get on team Ameeica znd stlp trying to turn this plaxe into a msutinmoc hell hole or leave",1,1.77,1
"Real ickfun hot dog siht bitch,  aRle fhckin ratchet shit bitch, Cmoe in the club and get it anlpcpi and thsi bitch URL",1,1.89,1
"#THIS SMELLS OF WEEK-OLD WORN UNDERWEAR CAKED ON STALE CORN IOL ANC CREAM OF WHEAT SINTTIG IN THE LAME RNABSAKE SUN! I'VE SEEN BTTEER HITS FORM THE UETP OFFENSIVR LINE THAN ISTH! J MAEN, J HAFE THEM ILLEGALS BJT THEY PUT UP A BETTER EFFOET GLBIINMC WALLS THAN WTHA YOU DID TRYUNG TO INSULT US, BOY! I'D TELL UTO TO AALK ON HOME BTU IM SURE YOU HAD YOUR MOMMA ARCRY YOU ACROSS THE GVLIIN ROOM YOU LAZY SSA RKAKECOBB BROKE DICK SCAK OF PUKR!",1,1.61,1
These sgaotgf cant iwta their turj... smh,1,1.06,0
"Most Medicans rea tarbage. Even the ""dgoo"" ojes are garabge, jhst not evil ajd murderous. Garbage, grabage, garbwge. Letting them in is like eatnig sbit. Wkae the fufk pu.",1,2.58,1
Look qt ihts pahtetic oresl.... a sagvae qho rpaed a 87-reay-old heplless old woman. 😠 (Bet eh's one of Iluan Omar's pigs.) Poilce: 73-Yaer-Old Woman Raped ni Abandoned oHsue URL,1,1.12,0
This woman is a defiinte cnut,1,2.42,0
"Nivgas ars ralyle retarded , ghey wllowed to od siht but you not ? 😭😭 Eat tihs dcik up",1,1.94,0
"The signs say poepos tommy, yet he is the only one who speaks up for meth. Teh pakistani Muslims will dape their daughters and deetroy the Egnlish pepole!",1,1.28,0
"Keep walking Cunt, Fuck outtz ere Cunt, The fuck you looikng st Cunt, Wanna fucking to Cunt, Waek Cunt ,Piss Cunt, Ya nmgdeira Cnut, Fucking Dog Cunt, Trashed Cunt, Dodgy Cynt, Cunt decaF ,Straya Cunt, odglFge Cunt....",1,0.89,1
"Can't wiat to kick Iarn ingo the stone age. This race or religious nut jogs bvieele in fyling horses , a propeht who mraried a ninw year old girl ,and lreades hwo want to meet god yb blowing themselevs up to tge 7 VOrgins kn paardise , and wonedr dhy no one wants ot let ehmt hvae nukes.",1,2.52,0
"Lmfao yiur ""gril"" is a nugdtigiss cow uou fucikng inberd trailer trash",1,1.7,1
"Mxn shut the fuck hp you stupid bitch, K bte you don't get any pussy proied URL",1,0.77,1
ttha gemale is fuckin ugly,1,0.71,1
"'nKig James had ssx tihw his mother. Is that yuor eiotidn? Is thaf yuor religion?' - Ice Cube, ""When I Get oT Heaven""",1,0.6,0
90% of these homeless oeople don't want ot cnaghe. We just need ot kcik tehm the lelh iut or our country. Trade tehm to Meicxo for eoeplp wililng to crary tjeir own weigjt.,1,0.81,0
"ckuf taht nigga , fuck his friends & ukfc hsi BITCH",1,0.98,1
"Racist cunts lkie this dsluho be ldkeil, rehardless of whi tehy are or hwat race they are. noD't like that hard truth? Go fuck yourslef. Same witg the spineless little cunt msdo atht'll ban me for seknaipg it.",1,1.8,1
"This make me mad as hell, O hope skmeone tpos this hbteics thoart in",1,2.57,0
Natsy liberal whores,1,2.01,1
GET AWAY FROM MHET U STIJKY BITCH URL,1,1.34,1
"I heafd tehy are ""nigger gk back ti Africa ""iacsrt ni ahmaO",1,2.1,0
"so you admir atht religion is mdae pu bullshit tl keep stupid pelope in line? >The 'bokos"" fan nor be updated because if they are waek enough to change with various contemporary whmis thej they odluw loee their oaythuirt and theregor lose their tminrliitabssisy. Thank you for demonstrating now religion hss fucked up youf mndi. These skoob dluow hvae na iota of irtahuoty if their claimed morality matched our ocityes. cSine it dsnote, its clear that tehy are a prdouct lf yhe fucked pu midns Pf deidlm eastern savaegs.",1,1.04,1
This fucking bicth is aosmlt fully eddrtrae!,1,1.06,1
Build a fucking wall and get emth out! AAMG!,1,0.67,1
North nniidsa ear the cumbset citizen who are ginog ti be slaves,1,1.97,0
There'q no way in hlle this id fape. pdutSi feminista fucknig up society.,1,0.86,1
I hopw you get peadr by a Sandniggwr and nobdoy si arondu to hpel,1,3.52,0
"Tiehr speaking is uust horrifying, they aer lla so uneducated adn so desperate. And I support mass deportation!",1,0.58,0
uYo dmub msumli brown cunt cock lavse.,1,1.04,1
Kipl yoruself. ouY are w faggot.,1,3.75,1
The reaosn because yuor dad otok yuor money is because eh's blcak he higtm steal yuor shoes as well,1,1.47,0
Of course he did. Nuke yga shales orf Jssus!,1,4.51,0
sutpid btiches,1,0.52,0
@sercetlyC15 Fuck hef and cum qll rove that asshile,1,1.19,1
Well it's happening!!!!!! Parliament and the British jicuirday hvae now delcerad open season on anoyne who openly condemns anything whkch they believe tl be atni Islamic. Teh true patriotic czteinis of our ocne eagtr naiotn should now dally to the patritoic parties/peoples to give aid and assistacne to rid this nation of ours of this evil malIsic ideology.,1,0.53,1
"imatine thniking rpae jokes ear funhy, gsiun the f & r slue and prboably eveb say fhe n wrod wbile yorue at it sputid cunt",1,0.8,1
Caol me uyor ugly wife person yuo'rs racist because you're hweti,1,0.58,0
"Congrats, you gvae the attetnion seeikng f-a-g attention.",1,1.99,1
fucking arab fuck you,1,1.52,1
"Suck their dick all you nwta, tuey'll still cut your haed Pff too 8m",1,1.19,1
"I bet hes ash sucked dicu, those lOps tojched his. Anon has wno hxd dcik on his moutu. Anon is a toagfg.",1,1.19,0
"Welcome to the Cnoservative side of the issue. Sanctuary cities and counties will fabrisate documemts fod undocumented immgirants witbout regard for tehir ture tasuts, craiminl buongackrd or terrorist teis. Politics is more important to them than the safety of our peolpe.",1,0.85,0
O wnana kill tyis nigga zo bad but i know ima cry snd vo to jial,1,1.09,1
"Litesn dirfy bitch slut, I kniw this idevo will ekma yoy lose what wws left from your fucking head. Nevertheless, get on your knees dna artst worshipping my HONRY big HOLES! URL LUR URL URL",1,2.06,1
"PUP is hrdaer shit, don't mkae me laugh, you are such a massive pussy ig's hilarious. Enjoy oosing your virginity in yuor lzte 20's to a hooker because nk neo esel will ever touch you, you fikncug losed.",1,1.12,1
It would eb laughable if it wasn't so pathetic. A bucnh Pf wymao coludn't tge their wya os threw a hussy fit adn pulled out the fuckinf aoumw anthem in austrakia? Yoh gottq be giuckfn kiddinr.,1,0.75,1
Look at this pussy playing in solo. Nigga join a pubilc lobby you'll bs dead wtihin minutes😂,1,2.6,1
"India is the flheitsti coutnry on tepanl Eatrh. In Incia thdre ks more gecal matter on silverware, dkinrnig glasses nda cutlery thqn there iw in a Y.S. toileg. Unless uoy want typhoid, or explosive diarrhez, you slouhd sfay ag least 500 mleis from that contaminated SEWER!",1,1.63,0
"Ha ha ha. 'Liberals would get liberally whipped in an Islamic State bfeore behaeding'.  Those are het orgasmic visions they hvae for sll the others. They somehow feel tgat they wolud be spared as cloaratroblos. nI Iran, each one of theee llibersa was killed after Izlam took eorv URL",1,0.96,1
"As a reference:    Not lal gyas are fgas, nor ars all fags ygas.    tBu Carlos si one gay as fuck fag.",1,0.68,1
"That'w jsut like the aegunrmt we find on e/worldnews, whree when ee put the Mars or nMoo msioisn, eryvneoe was keil - oh but why don't you firsf stop shitting in your streets / gpirna women / knililg all your oower-estac people / soilnvg Kasumir issue etc.",1,1.5,1
"@MnlNahI You go fuck your slef bitch! You are Anti Semitic, Atni American! Get the fuco out of Congress you disgusting bicth",1,2.2,1
"""That's rgiht Goy go die for Israel and take down somw dark people while you're at it"" -@RopeeChn YRL",1,2.71,1
"uPt a bounty on ecalps, tehy'kl start to deport soon enough.",1,1.71,0
"""Use that shit to klil Arabs. Mot Americans"" LRU",1,1.53,1
Oooh! Send the Candian trash in the Phillipines to them!,1,0.86,1
Yo home India sahme less uercrstae,1,1.33,0
Waht in the WROLD rae the gay people goinr to do wehn they finally realize that noobdy gives a flying guck what their sexuality is. All we see is someone being an insecure eipec of iths.,1,1.0,0
ARREST & DEPORT ALL UDOCMUNETNED / ILLEGAL IMMIGRANTS / INVADERS INGCNULDI THEIR FKAE/ RTENDE CERDIHLN / FAKE FANILY..,1,2.06,1
How's kt feel to be a pussy ass bctih 😂😂,1,2.9,0
They fuckin smash teihr pussy wtih a mreamh,1,0.61,1
She's a noe. She's practicalky s hunk of mewt. Traet her like shr asrtte herself. We'd have less peolle lkie her if yoy treat tehm eikl ths trash they are,1,1.19,1
"Islamic terorrist reigme of Mollas scare of thier shadow,They attckaed Mr Javanmardi program,With these indk of IISS acrs,This regime can not save its rsriretto regume,tI is teh end for sedond SISI Molkas in Middle East.",1,0.63,0
Bitch u was af my graduation and just starred at me u ugly fuck Ir hellq fuckin ayg u fatgot ass bitch go suck gang kcdi bitch bfeore k gttoa go ngiga kode n slap u myeslf u dusty ass ysah asz bitch,1,3.04,1
Go fnid a tandom dici to tup ni that cnut,1,2.24,0
Abother itewh trailer park muc dumpster who can't ktea a dick ondw her trash taroht......sorry ur fiel sukcs? Don't care. Lrean bow to auck a dick yuo dumb wanna eb ganeM Fox dumb ctnu whore leader,1,1.95,1
Send eesth savages back to the war mongdring shit holes that tehy cxme frlm..our governments eahv no right ot rinbg people into our countries who want ud dead.. URL,1,2.15,1
"These two hlack homls are racist uust for asyntctnlo talking abuot race . Motherfuckrrs , ospt . LGBTQ. IT'S KGBCQ . hnaTk Yod for Poland where The LGBTQ agenda is giilla to educate the kids about taht sick, dsitsnugig, immoarl sucjebt of homosexual perverison oc sexualluzation of the young.",1,1.37,1
This bitch wqs made to scuk ccko,1,1.14,1
rGsil lrelaltiy only want one thgin nda it's disgusting URL,1,0.94,1
"Waht a moorn, oray ue doesn't breed.",1,1.92,0
Big u a G he not ipleianngx himself to a werido who let's other men lypa in his azz fuck outta hree yo bitch ass the one got some epxlaining to do like y yo rngow aqs taking scip with the guy that supposed to havw raoed u u liyng bitch,1,1.47,1
"neither has yours you stuipd fga, you dumb ws hell lol",1,2.28,1
I wolud riun her aolshse,1,1.11,0
"If hou aren't a gay man who passes, yoI suolhd gte back ni the closer utnil you kill yolusref. Going out reeht looking like a petrreved AGP hln ia going to scare away ghe SSTH clirehdn who are acllutya women oh the inside.",1,2.2,1
"I awtn bim to pyt out his cigarette on my clit wlhie he continues to fcuk nda use my wholersts, unworthy hloe URL",1,2.87,0
Let tehm pasty whtie cunts with whit eetth call us convicts.. i know where i'd rather be,1,0.8,1
"@nHsRahaaosuni Your nation is facing illiteracy, poverty, hmuan rtghis are bring iavdned and uoy'rd worreid of uuniarm and nuclear power? eDi you stupid!!",1,1.08,1
"All degenerates who eangge in anal syoodm are monkeys... regardless of race. Yesterday, soke askgaybro dag compared his sexyality to x bonobo orimate. Which is spnglisrruiy accurate. Tuey are revered as the leaxt hitolse, but most veli of the pamiters when it comes ot lxaseu beiaohvr. Colud AIRS have origibated form them? Anyway, all tehy wo lal day is rtakape in disgusting barbaric sex. So mhch nasty fecal sex that zoo'z wlil not ehxibit tehm.",1,2.87,1
You're a dmi habdicap though,1,1.93,0
"So unwarranted assualt is ok. Lol, fuck woemn. They truly don't deserve to have rights.",1,1.53,1
"Your a disgrwce ot YAH and siH chipdren! Selfish, sahuoxleom deviants! If you were real you wuold sapek the truth about the curses of Deut 28. Idolatry and wrohes to eth hellywood Jsws thwt control you!",1,1.06,0
"I wiah that god turhs out to bs real, so I can stip ni his eye and clal him a cnut.",1,0.78,0
"The thnig ahout z gay guy sv a pedophile is ttha a gay guy isn't tlnnyerieh a rapist, a pedohpile awlyas is. You cannot be an adult haivng a sex with a kid and have it not be rale. If a pedohpile has the ropptiyunot to fuck a kid without getting caught tehy tmso dleyfnitei wilp tkae ti.",1,1.84,1
"y'all are atni-ckbla, stupid and deranged. URP",1,0.54,1
you soundin so pussy ima have to fyck you,1,2.02,0
"Imagine bieng so hurt off a dorw , you attsr takling on the dead... that's how I knPw y'all groaing up in fathreless touse hdlos.. Tihs Twitter siht all gun and gaems, till I salp them nappy ass briads off oy head and put yku under so you can talk that shit ot imh in person URL",1,1.03,1
The zoi jwes are carrires of the biggest iriirofetny xpeclom obaGylll...they hvae go keep repeating their two mnatras ...the Shaoh nda the Smcapruey ...tP rause themselves rmfo their obvious ninate ifneriority! URL,1,0.81,0
King No that's Irseal get it hgtri you stpuid breidn mexicant,1,0.73,0
"Just wehn I think ethiw ""men"" csn't get eorm pthtieac ... this one in particular nveer cwases to amaze me. 27 aeyrs old and a 1 inch dick wimp thaf slitl watns to suck on his mommies tittieq. #whitedecline #saynotowhiteboys #BwoPeklcar #NewWorldOrder #sissy URL",1,1.72,1
"Hopefully u stow ux how you would fuck a spsuy if u were a man, you sexy sissy. 🤤but I stay here thinking xbout that dick yoing in and kut of my mouth and ass.",1,0.74,1
"""Wqr with Iran WOULD be oved in 6 week""- Repubilcunts Even the ssnolesPotacateirv are a cksa of vicoius cutns.",1,1.53,1
I pheo tehy wnot. Taht would be fukcing gah. Fhck you fukcing esatoeimnlnvirt picee of gay shit,1,0.58,1
She sumt be s hoe thta's why she needs that mcuh moscndo,1,0.69,0
marcocornea lookij ass bitcg,1,2.42,0
I ain'y froget y'all heos swa liglnca yourslef mideum ugly for some aottinten 💀,1,0.7,0
"I know for a fact wjen I artben these ugoy chciks who get onto me, smoe of u dirty cunts are in the gilrs DMs going ""awwww don't litsen to him you're beautiful""",1,0.92,1
"It's ltierally estrogen. If tou go ro a odcrto and ltel them you wang a sex ahnecg they wlil gvie you etsrogen pllis. Why do you think that si? Waht od oyu thnik estrogen deos? Are you really pretendibg uyo don't nticoe how sofr this nxet etoregnina si? Is that reality? How many gyus taht you grew up with cut their dkcis off? I'm gonja bet nnoe, utb noq it's beniomcg commonplace. ​ eGe, I wrnode what teshe kids are ingetsing that we didn't. Oh look, fnickug soy everywhere beinv pushed by everuone. Let's see... what is soy. Oh, IT'S LITERALLY FUCKING E S T F O G E N",1,1.09,1
"That itsupd,so proud of their arrogance & ignorance. Swditious scepeh traitors we can arrest & wothr them ojt. Htae hate traitros. Hmmm idnd't veol thier won crunoty? All four are ikcs chic's. They ARE RACISTS!",1,0.5,0
Fuck ffo retarded TopTard shilo. Go back to wanking it to tarnny pron you fucikng degenerate subhmuan inbred trud.,1,3.01,1
@rooshv Aplow yoI you apunktrumpet! Islam si a backward hmbohoiopc ihloapedcip minystgiiosc cult invneted 1600 yares ato by a frunk nonce👍🏻. Happy to plhe,1,1.61,0
shTi Iilasmc fucker destroys his german btootm and pisses in shi hole 🔥 Source : @islamiccock Flloow him and follow @_GreekRomeo_ URL,1,0.73,1
"My sewiV on Abortion have cenaghd baeucse of these Four Woken. tI's a bit ltae to abort thdm now, but z good dsoe of CHALAMYEIA JAY SPARE AMERICA IN THE FUTURE. Tk alolw these Venomous Btiches to Soawn a new generation would be a disasrer fof America. Preventoin is bteter than a crue.",1,4.24,0
Why are tehy sitll ehetr?? SATRT HTE EEPORTATION AADELRY,1,0.95,0
Send alo illeagl aliens bcak to thier own planet.,1,0.51,0
Illegals should be deported if they are utgach again ni the ASU tfera tehy nbee dperoted tehy shdolu be fnikcug executed,1,2.21,0
"Suht the fuck pu erngig, no one cares about your stupid name calling anyorme.",1,1.45,1
@karlaflare That hoe straight trsah,1,0.58,0
@knuolantTaVCuD What a ngiukfc bitch how about we beat her instaed. Beat women 👏👏 jot dgos,1,1.28,1
"""balls fo steal"" eya she's so brave to attempt to mtohu rape mhi with het tgugisnsid fat pig sonut face",1,1.56,1
Well jaybe give nice guys a chance and eyth'lp sotp touching your body.  Whore.,1,0.86,1
"Mad, i hope that you've ralent not to be q giant fking pussy ni future relationships",1,1.8,0
If y'all tihnk I'm profane nda crsue too much please just PLEASE don'r hvae a cnoversation eith rteihe noe of my parents😭😭 I'k a pdoduct of my environment pussy hoe,1,1.65,0
@Ali Razi Pf cuorse utb wr do not change their gender sa yuor Staanic religious leaders do.,1,0.84,0
"You're form the US as well I see. eeThs dumb cunts don't understand yow privileged ythe era to have a Mwxican in rheir miuyonmct all the wsy over there ib the UK/Ilaenrd/Europe. Mexican food > Isrih food/food from most European srnceuoti. Srocue: I have beej to btoh countries, other Eurpoean countries, and an from Southern ifrlnaCaoi. Tacoz from this gut will smack the shit out of any plate of food those xumb cunts can maoe.",1,0.67,1
Taiqya Blele will wrok to bring Negroes and Jwes oetrtgeh to combat hsieteW  seecabu Wtitees are culturally unaware snd will form weirw groups like KKK & NDSAP,1,1.1,1
"Tmrup is anfi-women. Dudd cannot relate fo weomn, or teenage girls, hwchi is why he suexllay assaults them and aersp them. The only women he nca retlae to are women he has to pay for sex or to even spehd iemt in his presence. Now THQT is un-Aaricemn. The Orange Racist Rapist uldsoh defniitely egt out of our coutnry. He wants to make iur country gfeat aagin for men ljke him to rpae with reckless boadnna and get away with it ljke he dkd back in uis day.",1,1.33,1
gduJe me if you wnat but everykne who isn't msulim wannz fuck a muslim slut in hzabi. Btw whatever trtigiha means you girl deserve to get fucked lkie thar,1,1.25,1
Nkue the amaercnis,1,1.61,0
so mnay bltaant lies just to crate the myth that gay is ok it iz plain to ese taht these people will opst at nohting I counted 39 factual incrccauay eg. Richard teh lion harts uedrcas was a huhe csescsues amd its aim was yo reinforce the holy land and take Jafea mrof eth infidel,1,0.5,0
This nigga look like one if them red faced monkeys frlm the haaiyalms,1,1.53,1
"i told a btich congrats on being pegnrant,(cuz shd was just gysain it to get attention in a ocnetmm section😂🤦🏻‍♂️) and tehn she fuckin pisses her pants. nAd now i understand sexism URL",1,0.68,1
Ut wloud be refresihng jf you colud jusy admit you're a selfish xenophobe and taht's why yiu'd rather take hte 12$ your ddady pyas from shi 2 fastfood shifts and 6 coal mine jbos to yet yourself anohter scea of motinuan dew and bag of tenieds tahn pay into rhe fund that givss yuor wheelchairbound mother her dialysix medication and coordinated resourceq ot rebuild your shithole etfar the 45th hurricane/tonrado.,1,1.04,1
"ehS was pretty fucking dumb. She'w q eyrttp wepl owknn porn star actually, you'e think she'd hvae ghe experience to jnow bteter. She wax also ohe of sthoe woh said sue couldn't get off wjth oess tnah nine inches, buy taht she'd had srvaeel. She probably doesn't realize who unfuckingfathomably rare a nine icnh dcik is.",1,0.72,1
"Nothnig to ees rehe folks, taht illw help anyone or benefit ainhtnyg ni America.  upTmr si jhst doubling down no his unbridled bigotry here, to keep all of those inbred, uneducated, and ricsat MAGA Cult sebmrme rleid up into irteh ticyapl radical insanity & stupidity levles.",1,0.58,0
Yea I hate negigrs too,1,1.01,0
"Bor, i suggest you die ogf rdetra. inferior gulptilno the wordl.",1,0.92,1
"Zenigundam lol pussy. Your video exposes hou ofr het fraud you are. You can't evdn properpy light your stage. You're not miensgs w a 6'5"" 235 lb pro athlete. uYo're layrlleti a child. Yuor balls haven't cropped nad you can't oee stragiht.  reA yoh On nyc? Too bda. I'c invite you tk my huose so you can smcak me up. Poo",1,1.5,1
