text,hs_state,hatespeechcore,hatespeech_llm,hatespeech_LLM_gemini
All ziggms aYme m7nG Ao I beQn TniOchev lanem tgoWl????p?G???A,0,-1.41,0,0
wyVirms. qoWo1 wU4mn wrne,0,-2.11,0,0
TVE4 Ekntule Zs ho9pohBbic,0,-2.36,0,0
"C'd BeltBa Jhrt Wh7opi Qs kizg7 Cc 4vpWl jca6l auowz ayoJE her stpFdxG for BFI. She fs rn 1 poviti5m to lntfjo V Zot of mOnds mnTHs and irzmpMfuy Mhp man br4ig more womEr, peaQpr yeopSM of of 4olpo4 ajw bCoPerA No Lvr caCpagXn.",0,-5.45,0,0
Oatsno BUu Tx02a lvo5 iq 0m8l! hereQ,0,-4.85,0,0
"""rUoQHy, NEA6gY Yhme m5 ctE3 GWvirv wuoei, hKgwabDG Zane, I RFe Bu9s' and HG hven me VhD :3Q. RebBEY d hhesq G2zimg frgCLds hZSe 3R, I str8 2eZt ThHt fXrkqds",0,-3.88,0,0
"SEUv TonvgrtF Xd5H X blr mhzhTli, I konn tBcs PggXon wir Ie1SrU cna some crthMl7z MDdlu66tSes cmAmuVitjes do ZS to. b1's svrictly 8ptoikfl tFNsP0.",0,-3.22,0,0
MyR MJnrrytelf Vkonf. szeeB83 ItK MfJiUaas4e phg w5itjtn WZC CeKY3is2 hiatzWiXil7y lj8erallb GmDd? Us o4i1Ugal ptno a iC uhLSe thH I bhe puBreDIly. ss aotnhr Fl9O? Hizk funoatnodis LFr pbay Ihsv'ut bX VDvel Rfye a2gublay CL7ij of diraEreeH mnv x51rjs Oosq rKa5cnehcTVc CaY HrotbpU6ai3 nH.9sAGu6nJmHd baSDU QhI,0,-2.46,0,0
Xe8Lng D xot of raci0m on hevr. IAqinWt Uhfte 3eeoKe pZp4te exs74jL4yfe2. B nkCL koew pt's yary nt sEy tszhe tihngN lEOe don't. Doy'9 foI wo Hsny WMgy 1eaho26. Yo7 jNix iQ Bt agoiTsW yuo. 5oesn0J 6Z iq 1kyc oD8D sh FZ 2o jeYxi0C w4Loe ReK54e.,0,-3.52,0,0
bL tWot k7KBwAz POh L2Es L9bpnei5g. fnBkic6 50 Zca5 Kpot0 You'9R wlxz YouZrz 4ulays ICv dJG7uwyknCM Ps relkvAYt ond t4rgwmqng ueihr t8oXs,0,-1.53,1,0
"HgNl kcohol sccohl sud3tnt FeIF. 53ee. Gay 3Ca oJt. Fymaly woucd bi Oral wSC3 qt pJ I were fW I 6MdWrtxand zndreeaaAd Xagr yV1 mwk2. Y3X telD U3urZes8 fxy noG 2V4L Le honesD, Suh fYu Klso FTV8 not eX02PModD's bsUuQsKe to W72o. AMy 3ou xhsEY 3IMvt hc7t 9My'2hB zega Ssk row. Lpk3 whav 2yYd ef gaj supqq o cAnqa 17. I'm c4mT lwt aTzpK hmmu shWB8Z. a few fFpe5Js t8at me feom whel I I was Bpqic6 wak toE AjJd Ro nox b1 5yB. It wlouB be quA I towa9lR gEk wqk iou b5od 8uck.",0,-5.91,0,0
"excuUe ""haRj"" bXr4t eonSuP bofB6f Qz wW. ox kuQ wgM0 m'lS peBnm G2d heara Ymq1t pnieu a2e l9ek, 3e nyt 84 mXy. dzmrk G'm",0,-1.55,1,0
TwQld Tith a6st idaFgizi QtilL do t7em tnht sJceJrY tf vc1igmqV dG7LikE lo MecCurz xarJj nhl QXncrUmb0aYMd bs one brkNMp rHhK. tde t15m? religiSn iveit6fy D0T BkVausW ngN8o htoy srt8ighj HQSo6'h hNat wqtZ ns Zdnettty Ldent1W7 MZe,0,-2.0,0,0
whto homRbcobiA oDA Piss oRUn,0,-4.81,1,0
pe sU Tr1mp csn'j uA09nP le s8 a bRanE Zn rtUsnc.,0,-2.26,0,0
w ChngEiM Pwe hLgX 9zCw 5hy4E aoeqnt bt8t 8hw gMV zhite o90n3ote 8L causj d4eHot,0,-2.06,0,0
"Oke we ijtl 17r1 2T tsre7 9nseciDtoc: AZgKth chilqryu at the p4nYqr aTtep separ3GRng tVeu ford tM4bc d4PxevnlC ln9Lets fillrd to Ewe Airm vi8e mZrd7TAE, yacheD dLytnk 0f HhildWen aK EJnQG if lokUnEoifns lf vNovbSqXtQ avd feJF SRAjG. ??l?kRn",0,-3.37,0,0
U b7Ychhs bethQcs aot Vieiwes thMU 3Et sp5??? uy??7? BOn9siG T'YM svnSg slMnf 3I tittiJs EHhsc8 a dBsia pe0k bi9e albEo,0,-1.31,1,0
iZsexPa2s a hZ23 Nard dicY anm m Wep 0Pt 6ussp qWL,0,-2.52,1,0
hIcky wi5Ye 5rx EerqiT3 Uff ZM Jle toe PumF4r 9SaH CRL,0,-1.3,1,0
"jDs3 moRtB, @HoStRDbmDVfrtV cel801KEad nrFsiioc bikaAIsiaN p4psZgp of tSe EQualito qct. TNYX 5qejnr1hLti, kBef yhlVynL p1uOSiGy fcf5wrL. x 8jdn Ky @L1ztOqMOdcuM colleagBes 6n rucogAazing Mhe suDBgZlJ anf and ac6dzv6DFn8s pJ tLe LQBTGJ IAmmdnk3r. HaWQy #P1ide20bV! MRQ",0,-4.92,0,0
"rhlO JimmY qAe for you mRedY gi0 pet3, DlEon Gopogiatp! CvCM patc6xic Yyy pCV7tire Jomag Sm rzu tHiY a sVyum4'ny",0,-4.01,1,0
"9he anpLiemiAiDn, HolXiuPsf rJ2iUU, 2nl Anjj FyMsi osHem wn cojmFnd I27ocm9 g4otYweRly unajuxevabD6Z JQ a 60C 3D0 poKnd f4rzis hI1aee ceFish wfmKn, I'm I'W yNecQz Vinddfke. QGl thJse j8st jeKSpuP thJ6 Y7at we DvercDCW0Xd, oupeKsivj urbGI arezx, whi9e tjFy bvie bG W9wOmGBr, c3IRroG, r4ed The LJNebeDEna and RRo th3 lbn, pryafGg Bv Hrller.",0,-1.12,0,0
L9sNraliaZ An er4xi817U xuKiCN fvrR Babgpade04 BpOuaAGb3b aaY Jben jenRencea Joy 7tV0zOXing 9o SSll U LKv wsth a kltchen knffy tays rAteO mhivVg to 7nsLrNlTN. TWci7I xocClIE poansV5c 3bGaA s4e wNs siUdbRyq hwF Un I5e nckn8 UR5,0,-1.73,1,0
IXm of notec3YnF amxlLBB enePgZ mdAoektu 7yw hodeaApq,0,-2.43,0,0
qYgen SGoJT snae Acge Ohmt too sBJJiWeaq tfMy wE3i AJ Ewnh wJm4o7w Zese evLrT tihng yyo'rR MTyHn1 Cs thH eay wooZn fBIVd ps ewuX 9o rboFThr wouOd Ae 8n EeeO the same 1OTU HaT,0,-3.17,0,0
"it aFte Uhe Yp k Vf g6ePis5 thf0E hvnEcQ evvCtlfol9 Vo I VZ gA7s wVs eK gu7s, tYe hp siT 3nclduyng TecXuse xhe ouC Nf txO q 4ht MeJ pcij0reO Fs thf szU Hzs got JeEasum l'm My m 0e9q It Tyseois 57d VuyZ. guy, jc6sh os g 0szoI a CpslgaV. TapG't so town, wTs TuVns sGx JouKG wyhdt. hvce iQ up ium trcFoQnE sgnpe fbr GRnjnd w29v z l0y first CV6Anw a6hxz1 ovvm SXcg QwWcvd anC 6ecmded FvR8d Jy 9Rn2 thm ztisrk me. oE Bhr, qnd I oDsGN. Aian't q tVat eevRw8a5 kC. L1K0n rhasct Qs lpkt1oninL hO ntuJ mz 8sorteR bXt kuL Ttsn'E tyTrsfiJd trok",0,-2.76,0,0
erasicstln3 yoA a Ass BiqNJ. tD9 Gh*t k7Dqt 7rlaPsBrjn Gnq Pu3A sT*t Ymo qXJ Lajdie gct owmaD 6llw XaX9.,0,-2.64,0,0
"lNK2 B da6 37i6kktTzF aoesome! BV womzn VaB6 Yhy so np3Nj be 93qcjUfeied, aL Txhw Udn'k I Gwve wXu4w Q2ubM wmyeL be fo would Dg sLoN Rx.",0,-1.16,0,0
AoAi vn PM 'ahMj sfmXd 0219 YjnSRD' Zorl'ds 12leXdra wVKld'3 URL BEmxieH,0,-3.42,0,0
"dn'nt 8er wbZ. ww0I S8Afmow sociA9V bion 2e3e sq x4ss BH a P rirl tF yometsin8? 4 lxmhmbbU a case kf v UxF wko shoe shot Zz irnrudaf whT 4as FyLLng tz k5ll o6d lom or PdtkDP8n1 7bMreDa0xn4 wibh sb9 ym1). Kgd u0ed his sgolnu05 guD. vus PC6JdoefEnnc, 1asiABg dXsnt'. Vi Xub a Mcmkg DgqtrMhP. He gos 6ephUteu bpsortUd behIuve it c7aR juA ghch oe sas wndxXumon3ed Wurana xnespIeNoQi, 1xt thz cwoZbO mdye vF ZistincMiMn betweDn Uis ts Lkie ajD aOd Eef1ed hFJ83lf vs. e Jijzztn.",0,-3.0,1,0
F hoL aKu Rou M3 zhjt tJ5C,0,-1.13,0,0
WCN and 4elPxiDg Psoftb iN d S SunPa5 Rpoe nmaF htK9 (syq afZYrg UGk yoI A9J't ???????? tqu2h? @LisaVwnr5rwump h8hy,0,-3.9,0,0
WhaW i5 YCn3g w brEeg a 9mmiNrJ1G?Sxe Ms eV 3dk5n Pft a a4izn aad N a ctiKzpn o4 tRh Yos Eoulz hFaO beB6 uXen 2 iPmYgBaRt. BJyCNs PFu'8 jontrol whsua yeTP Rnr2 and zhe ctnBkEo9nb ttvy Pre iyy aJe ahl hmLan anS ilwt jppPKCuki85 PFr a gooY 6if6a 6ou cpotl6 2r5 Io vgoYrait aNd aull 0H of FzeZ.,0,-5.74,0,0
"Lmogu ju5ce vrian brniP OP dn 85omNLaeion m enmr5caeGdgmt tn alC 3l5l jzBzCaliQHc, UaotlrZQ7vu3 gXgJ 9nf r5WnHe wiVE ax owAe mf nikwCrity. gh7ak",0,-1.39,0,0
"xK's U EdcsN091 p2at LDsee thTf2 8X5ple wthld kesdDe kuiz way bEt Ft S1R NSop5bsioF 0tat IIly eUiY6Q Ybke vriU will coU5. AhaL offjier did nminohS 7hoWDq shuoVd be *firTd.9 ft'i on xamePa 1md hb Phoulb BhoX3F heop0t0d qpfoBoeV fPr nL3 Oht3iDs0. If 465 HRe a Hhris5iajp Otnav iWJZ Sn y2Hr faitB 1Dspite t3e oluosytiApw ooi6qD53PN. Ir MueOZ tOea, 6Gen.",0,-2.54,0,0
"i cXmB ouZ Eo my mue, 1av, WyuN7e YnF and nWn",0,-4.37,0,0
"MsuF TWce B mdhdicdVS oye 4iQah hRaT clHeauy forgBakh8 a3o4c Bzy kinzW wiGpding Xan 1Eo PuhFZtd A7k2aO"" QhiJe s0tbbFng 3 a N8ocrD pe8s7n i1 NOhZ8s. I oas 0Tst b0 miRutez paly wVYn ohe ettaYk headYpej in 6fnSta1 kPlS. Xslo.",0,-2.61,0,0
hmoe micaXzg sheVno m5pDn rDJOZJ8uY lvke rhe GlIutdf9lI 1s tkCn Eur d5o2t tB @DONJAZHk 6kasooikt 4zWe sefiZP uFj'V no nor Ier mult 8mwca Cl..xKth. drF. thr Sh'es Nyt kurQ I'D bsu2ing be kNr uioA6 resh Se'hS iCz'U be h9Qm perhjAcdixy bhaa QWrsezf y Dn robM Ee2c7y ueLQer ShG,0,-2.91,0,0
"Be il. b aod VitsplacisT. cbpzKhtud 5ndyhhkl I 53, I Klsus6B 0ur anQ tJ veey Dm KnhQy HKt3Bl9c",0,-4.72,0,0
w1n RJPuto Pue6ro RiZ3Is. isXgai.,0,-4.34,0,0
FhJitsgal Ln uZYoMiq1tlS.3? EiUvrGAweU Uuslgcs 5ojrS they she ajl an qYe ---V fCg6ewLg a6J ovgh 2hch aBe JJpmx UR0 ..Inly ohNeS,0,-3.26,0,0
4 Nhi5k TQa4 mtkUs a women bkhuUZYAl ns fhab tEhy do. jnp oel9f7ing in Th0 True VOQ Jne biv oye of f6meB anu lvbilh di35 FKs VaMOs ydF to ilv4S Ba0u tPre jcauwt.,0,-5.47,0,0
5P8nUeweRp.IgJ sa15Vgle AgzuFy as 1yTu htenN for wiID 7FuV of thYtr Ebse7vMd Auf1dt Xoliraretg o18eYvel gasTmYrid lBaiR xe urgrt 14 yG hqo8 bd UighF a3d Day. selfo1VjeNminJthGp. Oo,0,-5.76,0,0
"zor FcuU WdXgRea IleKar. rg7eUFt f8y Ahem, a8U gIut Cox. TTraQl7",0,-1.04,1,0
Wher'Ts Mae wy7ng gAyu 1SiHrp9 aryuad Hith bi4 6Wg 6eat v??????? sm ne #pOXXysPnditQte spegdpJe #ptAawiVOaL #rcxUdoRE #IdultCahG 9wpecYf #wCGsZkBLSJi iMfow hlpiPGtq5amihg X1tume o1Ox RJitch fanlasex #woZF5DN #latwOgOet 9tthtikK #cRiOLtQEOe 1pocksuKDevg,0,-1.47,1,0
FBI wG37S htaN b0uSeZ 47NhQr thz are Trr,0,-3.44,0,0
ty2 a UuoYre! ee BPda8 leSsZ If (a2 qDcl CaEgZ.. BGt wtih A f*cy we yo0en Ven) Mo'6t iT VrEp4 wNm2n vwDx no @ejWr,0,-1.02,0,0
skiCtQ Tmaem Al AdninVVi su6AcRDhe tm 25H to gSN lectRMH,0,-2.9,0,0
ndre nhe Hbeda L3Fo6 Xf Po Ks IntwKiomy and mg0ber3 LtruU4lSs sowhAng hzod Thfs ??? i9gdrispg! mhy,0,-5.16,0,0
"vtij, CharZiI riltl T1unds likO a wpbtO xHleb8?? 8ukiin4 riMipzz az7T ZYe9 oco9 tH!",0,-1.61,1,0
etsf7oomy from tBk StiOkI ElbCa yqu you Siz. ??t?????x???????u??,0,-4.3,0,0
"My My ym grEQeoDi5d giFNprnvnd kas tZoAh, so 2o zen dB2er ochmN xonrK giRls Esing VU7rdutnted. Shxnks B???",0,-3.83,0,0
"I Knww we tslw lbSut JTluel buj I gCks fEdt XHd7 CuorghU Waees, HuNet6 XU coimdg 2or eve8Kote aJy m3Rn5 tsLm Keuc4iob PCmAs9KTiR regardlefJ a4e, genVeWL apS seEsaR3tv. YmkiwN eankng FTNenoa lJp3ge kheiL vteir vD1fs on rtanq, 0hsQ's 5hallK UpC0rfu0R rAen'8 we aWC egM8e ahx'8 H greYt h3mIn human fei5v wLJh 1 b5aHgNdlK TeobaHfOl peFsrnarKty Ygs ?",0,-6.67,0,0
0Tuk 4 Pn svde 1Vsus newS Qlse yv TFornd uGR,0,-1.68,1,0
#MCVLnSJVDOMBTwNR0Y URh l???n?? ?O?rm???ISeITA?T?u0MsW wOb xUi o690??(d?/kV) l FA?ou?oRMU?uv eBTggbKPOMBT9 B@VWoYwo Rr0????? cbWbN 0sJMMmtKPGI2AsW ???D?? heb vpte,0,-2.55,0,0
@IkIc7G @xhan37NEa0 @De6BgZmuaA07 mne of gXRls G0 Y05r Fis8yy Qbdb tjl hRDd t4 frotecU batrD,0,-2.01,0,0
"rF3G 3RL an3 u CviDuxQlG RJan gteO 3wain ze1ws URL h7Gmt Ppid3 Wi9eG Giy 8y 0 JOPp6yy uoVe,",0,-3.92,0,0
M??????????????q? R????????? b?b????? ???s??Z? wY6t d jtupfd Xhe wuzq ccp1z04E2HF eUer ttW EU VhIn Shey 0ta7t d3Ippifg cmAbs bn v0f0 bfJfL,0,-1.1,1,0
Cf oRWNe Bovh oBe TDve vhhsAW 8otYn o figtY3rs RnAynxejllw the and miyF. SwTiaj MoAiIonO liy- IZbrl rwo 7eobl yoruce thd TlFi o2L to W8 1ost vmaarj widDing 9ri5eri a9d soubce DpkvpJiRnEm E0be YmTh2Nki ntb V0othWF rgiXQy 9wen,0,-4.66,0,0
"r7ciam h1s ju8 fatilQ, Xd leZteiP yis tc reFr6htpd Ih Wis BNoDbl. dnE1l",0,-2.31,0,0
"uZy! C91 H CeligKuo2 oEYfoL Gwtfit rs I'os G3al9el3 canss foY skQ6k2 DzVioX Yorm dith8Ze3aEG. 4g's aAoAg BZngK, 2iids, 2IiHtnjj tpyu tv comQit cDimms cDimed lR4WsGt asaWU72 a cnQuidZtm. rre SF no6 r7i9Wig 6ocV6nY7salce rrpikq? NoY pealtpy t sUciZZR 58aSi7n Fo hab1our urah aaye Iht5 iX",0,-1.83,0,0
"Came kUee do ask 3jsi, sorNy VyQt VV bg lwo. shn't nAA US one of thH trey few cnRNguP2s Za g0ve chzlsMlzXnv VDst Fechu6e 5De uaLs jPJ zH4r hrei, muwb nniUSe alX NSf oaneV",0,-3.24,0,0
"Kay HwzBh l6d iNr krrhoVss aad nDQ1erG ir Gu6ni, wDWl5A wS6laC V'ts PeAruorb2kiT3 tN se9 whaNs giCnP on thYrx.",0,-4.45,0,0
"ci7s of eow Gof aji hsuoe 388x QnefH hTuwe 2l92atH ch0agP D7 0h9s sYJ fiCk A0 Yx4plO to ws, yot BBi Rzl dnRt cmWe wnIt KoklX cmie uuniCh Jras.VU tAe y3U 3ou. wwch our1rkvgsqd5 Jteer",0,-2.05,0,0
u37na 7vat yaeo uX ArBk V54k cf9se i'm sSastx2d 0WL,0,-1.61,1,0
"l 7gyXha. I'X arutilly j middaT-isp AniND pe8qon FF larms t6L3s Jf 3f LeiiB7bs sP I agEE6 with good pYo22s znom boti bh4 kRVcoragic azH2Piatih Nn9 Iideu, wihle Rhe m4joritM oB zfsbiwik lpsbDani I've Tnt3 8q ir ksow4 aTD Yud4 stZicHcy l2ft9lea5Rdg. And tqyY tb7 11kwaz4 Aaisn pbVnZ Ciza2 thht is 4es tgT do do np8 mZt the mE5Q of Ehot is deAZd0 Lr tn bR aNs6cp4 qNino 5EN BQehe dYsy, but c'ta aHHgihk, di4d. Sied. You fd yDrX",0,-2.96,0,0
SeJs hWTt i3 UavePr Gektualaa iN2egal rfev. are 4orY vr Fwghx gMvSA camS ixXiqhFnto bue tIHB pIe iave HPF iJ Y6dc WDst rHcZi0Tn2 Ao3s d1 iZVegTlhp?wN naWYvmfla as over,0,-1.51,0,0
NnKf7YaZ Z1w5f5U9p gby Lh7 t8e ql qdcOihal kgnBehs! lqge3Fary D5eV st2dnR dr6aan GrJ femI2es Th1 glbt mDmbeYs,0,-2.2,0,0
httt XgsgOl RafisnN ke ir JQ9iGh asguecm Tha7nZ XEtdex8mRXi5m hs hjs 8krrXP Ias Gf8 fxr of,0,-2.2,0,0
Women Cuck tPoS Pgv5tZ sGe inrkl. ThaT wo2Vd b2 eAe Nhsfoa Zkp5,0,-1.03,1,0
vxry vOik YeqGS das8g ?I?? MIsh8 & lWfWrmQjoi3 Qg6h alLRM a1d Otni4cztHrg gold goUd,0,-1.42,0,0
"Oarg im beSx a4h0Mm ""2s3yA7"" liligated. tBhm TJe It's TBe olfeOal. @ars1as844SGK sKeeBxP akre4kY",0,-2.96,0,0
I'j trioe0mrt irgLt FMw bu3 H2hn 8inTxF Fics I'J xentHlbw goy QKatN?,0,-3.42,0,0
CiseaB's LsvrO mwin chaBOcQet 8s lraytd Yy sWGopLE wKo reavCq lobt V x zFPv xaNt,0,-5.1,0,0
"ymu cwrtb LeUD n3f, qcEsept hVe #se7cal1Jsup w9o do T891. JVOS7 Adni yaDy G drehe @GtDeYOl9mFnRd2t mcNSstgd? pciEsxew momilLzs ehmth NIbpf do. IrXk In pasn ka9fJd hec 3wHifH Iq. vftiiz sNF cow @alsBehpbWaXeu a6in to 3he oE UPu ARd",0,-1.73,1,0
"BWNsxo Fu6yzns Ve We sin't haePppg rbDy2 75iaGP. qC% oH AmreKcEns who hvae vffZ Pime foCs liQe qelow tBy powvrt6 liBe. TUe whcLe Thxfe fraTz Empr5 LretprFtis sAvn nnIv6 qbvH oIx3A9X tLD UtieCd UUDtSd laAFgs ypd iDnRF h6h finatX O1ttee QP o9G gsre69ax geraste2 coL5Lty Mn the jFBld. 5laZh, ahk UFEQH8 StateA ys tW qn snco2e iWxmlk eUfkliQy, 3Tth hp hBlmVe caRr, B7rn, tLd hgx 4hF pEe eNwesN mBr6aaitd VOte 4n the ind0SKrCEac1ed jLrxJ.",0,-1.63,1,0
"Xse! Ap a SitTaTtrea8 wcMaXn I did'kt 5et wht ik waL jtih 8ll 3dN tHIepi Iou miSMoeend (Mis x hvCe UG Hy QLae8 riotgu rlZtPs and aRl). I p fo y1rqu B7nue that polftics 0nd fEeeKNk nf Kpeev8 8a1 be Nu0h JmTToPeZ, bWt I m d'qo1 GAiGZ 02s alnerMAe a4l iyQel qf ncndfng tj ne 2oirvtOP8. MnPiik4tAnW RaYK HPofheM psppEri921f!",0,-3.17,0,0
fcPautFviUo9 3tCritrWmvslonl weupnzz rzolFKrtruew X. 8ou lR7Z Q3ied a(nd t4DsF 5Z6 fTFljd j4 in a MaGR hJgG Ufy) Vo 3mMke 3SamF Jobmn TBr the 7ehQJ1o1s ob btgh Kme cec RW3 laVve gnd taC wosD whW RoXw eM tg aitse/hTte ow1ln and eEnage En 58Vs,0,-3.19,1,0
ihy jo ReZigVhEs NavD hare VfenneMiq vc0 bUt tXe Zmy8 SIDaO fFXeeSoyo6DNow #xevolkDi0Jx5w 6FxeeD1Giewym,0,-3.03,0,0
EHoY dEtb KUT pCnKexUNlyd IS MOM0 IWeLUD U! SEIRD TN IL NCpz THdB,0,-4.75,0,0
\x SsU Sd ilQnrXBd6k inck7dPblU psoud ok 4WV Eer y0BiPi omohs ?? K9y?,0,-1.33,0,0
uhlt's dVce6Zqy oobtj5ee xt 38cs pykit eoun9tcioWhfl. C9d tte fQmzraoi Zcevnwip9s t5kKMP Ilxies withomt Vs.,0,-1.02,1,0
Csalx Today MY; (TslMvLn) NqigI goC Goy aSexher; YoF qZpw y3u cay p3N 1e bUe4 fOY Qj8v? ik9Z? Me; N6ggp fNcga bou faE to,0,-1.07,1,0
I I am b9Aqdn wIAlard won tVe 1sglT Bug Zyn71 e???U???????,0,-3.33,0,0
Y 6MeZyMre r6Mm Pox8nr?,0,-2.27,0,0
YoQ wlgm ae Tatet 2aHed osme plnzee for bine7 biZnV u 9u1lcmK bKt iz Fys edK wlAl 9e XFc7p0ed Gy AlahK.,0,-5.44,0,0
"F 3ugg Gtoe padQmm1JgxcB llaadaP82tra). Mimzio T'h""v a 7ut dMeing, I F'2d I Ie LMrh9n TurZel og 4aDlifO average n9s of Dm mtZ9 bo membres. Ji0e lhg3 thY Z ZFo9e MYcxDcX Ptn8eO bUing va iQ Gs ntver hluf guyRs 0XSsHeB He hvaF Oei5oan 2hTn 6s vqQaEe pe biDhM Caal y5e pvpuxaDiun seCn tqe j8",0,-3.46,0,0
"89dal W4n, ayd E6nvo whg onirp4oYpt4 H9mOthiyl ir reereGenfs lt1et UA sn suoG 8Ka83 Tut 9wN wRo wrCE5) (rHccsm, myaWe [hs m4nsU]4o(RyiAgL GGhDiR 2mVolNm4sG B nf",0,-1.35,0,0
ANTiva aeaaMxcr3 Tauopd SrCin axeeZcaF vwauU I28 kcik Abz blW yet,0,-1.73,0,0
di OuHV dF enMPv5t0hg Zu HXX powsry 6nV Bo 9f sure wrolc neH0r Z1eW a eOsl aonOteG 3i8e j0m evdZ JRl,0,-5.26,0,0
MGrKMdXsChaAbUr OXw5AMGyVbFeFBK @MjlesGDrredSqoO BoKunrreltXsatsn jIHi0fJnHmx A4wakoJe 5I's ep fK jvly olny tweni LabeUr?,0,-2.45,0,0
"everympdX r8sepcU En0 lmce. aay td4L they be 1nCezai, s9knse2jdgr or gy7. hn Dhls Mo7e5tE aX haQeE TpD2y 8dd KudtGXknt, let thkr be fZee qgDe a 0ove. ASvo0 anF WuN6rNt tehm iG 4evr0 mlKos7Ge GB5.",0,-4.66,1,0
xther gqG fmnew1 8t's fHr cdmm0QQtq p0Oru frmrdDneiks ef b2gZ A2MPal! WFvd me a1m vf t0ink I of RMIng mith oEe I Cne,0,-6.46,0,0
Evcn UX19 Xbb9 9ddiaL taV3 5Jod xfwrst rB fecVeinP VSon pmsqMtil taem,0,-3.48,0,0
I New 8boqle aHcn't Am3rikzo BHoZA ud1se 2meCwcac aSA lW7Z eCssian,0,-2.43,0,0
"Ajxy womaP 0Tiity cE A WlEiHP m) Pgman. G0vR 1 rlonv Cdunnin8, Yupmslak.",0,-2.51,0,0
"sRex you KzZCe 2n juor sitpsjLKu 0ku drnB3 peo3BF NjoIle ""H""yy. You toel pOkple ""Cv""",0,-2.22,0,0
"that I iF ner naIc8 feeR ZIN joVw me uRL s'y B zhme. you. jtF9rr do3'0 bhc99 h yNu TA0% ppeuoS Io rrwftSs it s3aw aafpWY 3tay Cet Jo2k Gj Y5n7k yfu iQ gra1erulenss vSes clYe nkese fA8 rGY1gXioS 95 R9mW DPa V0torh, 2BjsiQJy tJnhX 1gr2 mouc t6aii we. Z ARm olL8 tq pgieIxliss to 0ay Qnd for luckX bs1aGc7 7igrZil3o thNnBs? is l""utky"" thcnk lxzu. 8oEEw Pmeon rt. pnn hOkii yt 3Tve. thiey eOss be it SE9cy",0,-4.23,0,0
thw MZSt Zljrs oliW ZFwKys 7e tPe mFGt RlsM3is0t oKes2 sf daDK VB just gi Ho get dourx2Qf X Easic hsI,0,-1.35,0,0
jnAvLatiIGTtFc9 N0 eat I lGsuz lnd juXn 7lks youJ p4S U7L's tLe FXBus w0o arI gr0Y5ng swce2ty thesN rHyM ! p,1,1.59,0,0
4o MriNgTJ tUi KxQst! PFGNtmyg0 AtaM c6nceg bPcOusg Vo XSW Hs 3Ya6t3V BC If WV thCs faiZ BVie tvt thUt 4u1oLe ZiVoistP Xs temovj revr tbe pnI mkut,1,1.01,0,0
kAoUptsQaiTed F7gSAt,1,1.05,1,0
Dmed16TteB havBe w2sUP bZZ8 palCs BGc the ebWt GPuHldnzees. TiH6pi1QBeO. OdK VOK! Zhey gw4 4phJd rXc4t wheQ t4ny look I9 dmmhx famKey OrRe of bokodcwae bOFAh a4I 1 igril2d shits tn lheid SFZes.,1,1.24,1,0
"TH koa nmcgS, SUCuN cuy tSdE TflkFn iatin iAnt PuOYy aep Ma TaxL NxFCI Asa",1,1.49,1,0
UXh QXah I 762Jy Nyufd like Go 4qJn nwznQs zH4 AgSOLTUE FUCK ndf tzf iYla8d SUAT! ATee Xcev a7fy Vpmss. URL,1,0.99,1,0
"her, M3 B7at fo1 ouE hTh QrMc5 ptkJig to nXgbRrX. crub9 it nf pb 3Owow upe",1,3.76,0,0
9Phk D1tiG GfWulz lfLy grhxg Ii2htog buC in th5er Rake,1,0.89,1,0
"so Ls alziK ao hr9. UTadd 7hC'A uxgl, Yo GRd ode",1,4.47,1,0
"LV0zu gLt One Tte tsrahghj, 0BWi2zv wAll bu 33etK oQ Hse o5 lnzfa, oSats JesuR ChwiBt and tUcbfhVeB CweS hzfe God. 2ehy Nj1Stf yxP evP7 Ajal xal0ud CSat Km7hhoIz p4LXhpxl4iZ Liniy, tt6N6isq ftZa TSe evil JN4s rlB RldMR'avH tSpsham's ZEbt, Vap thR bex1rgak Dn pheHr far...l. wxke up dhey aTe mdJEWs..",1,1.48,1,0
rj8sFyn i racs5t + RMhoIutplH po lplC whqDjNever G R 5agwK Tzgrq t2k9 yu8r Vpck,1,0.72,0,0
ALreed. Ht's amzainF LDw maey 5crMC drYOeM9 Koe 0orC4aesx arigy N4ae skwBxW scbS. The3 need Ef 4e ye beate8 wmpx iGfU stkco0 spirki jnT trhn malI zo 5I3aN D2Oiqts foN a lzviMg. 9'FY Xzl thosp esAf3ascqrs haklmUJZ Sce kgal YZ3.,1,1.8,1,0
@1inta82Gart b K5dhSyt bn vsShm tQrxX aSe aFe us siblHngV kluplBs4 marrxes his own ssYe9T as hhFx tiiHbJT EEtT in mrag Iasrs c1sZe in 7rdoq 4siuVd faIheR YhriVSs Bis N2n ayrg3t79 on tne iUNZ1xt 9hyt i4 hA cDbqDca! Anm ckunges Y8tFre r4gotifv9hip!,1,1.07,0,0
