text,hs_state,hatespeechcore,hatespeech_llm
"uhmt's awGZoQe qow hoB e4eCvjne nb xUM3J4nD UMe ite clu4hw 9y mTm figkepH out fzrpt cKC39 wwen E wB5 sA5 anC sut1 at V4 me. wM'nYh 4ecyFsh pt on a gdy, spncx I'v a 7ziL, Fa QW1 0ecakqe Yv Znsw't MtnhY. Trins Tucns xSQ I 1 txiog thing wor PsTEY 4esc3RX Wy mum io rKt0sX ab m2e gUt ma i41OVfier oO mextioSing Eo Vd xynFne 4Xd ZveO15alQy Jtnqi2 6onT, ilmYeDSng hgf, 1dcid5m M caN a bnaettd. I n guineQ Yut ox hoGZi l8f it. Le E4ivaQ VzDuvg Mgotszs Msd pGnt6rbs ef mtn Dp mK rGom Qn'dit heB ncta saTt lk1t EUBid WGts.",0,-2.76,0
nuxzt Hkeuw 2D*l bickj geI eRs handlH sh*i woman Uoa y39 Bi*kh. efavGFacIqD jblB X Pnfk and yqu Brezf5slqo UaPBt th6,0,-2.64,0
TbEC oPuGP bF be so Aweso0e! U jeeer KnJeCdtooH why 3B0e Women 0i0e lxie yo oMj71tifiHth I ezulK loJS i1 il Zsm9Y dif Ihat Uo v6. qe.,0,-1.16,0
P7 Nr2rsVne Modi ncxed f5olb'm Zmo8t a5pi4e4 aJmir90 In3iFn' EK a1D8 5RL,0,-3.42,0
"I don't see why. Somehow someone born here is less of a risk or something? I remember a case of a kid who shot an intruder who was trying to kill his mom or something (ex-partner obsessed with the mom). Kid used his siblings gun. Kid was undocumented, sibling wasn't. It was a clean shooting. He got deported because it came out that he was undocumented during the proceedings, but the courts made no distinction between his right to live and defend himself vs. that of a citizen.",0,-3.0,1
iu yEu hog IheL y4z a tZQ0,0,-1.13,0
Ain't this the truth? @LisaVanderpump  Hope you and family have a relaxing Sunday ???????? (his name is Pastor YPJ) URL,0,-3.9,0
jywDg vtD ijQigbaMNH?hP fcfl U b cVJizWw dhe5 q7uj Rwen PeKMgranQ?Sho pof You KHbwEs PmmZg4ScB6 XDu alMe8 uulod tCwy YrI't huSaF US. WN gUKNrol weerL JYl w are a and pWfple vnX an6 U9m1P rnat il9eI otc8U0repoy aXO 1gDoraO2 cVntrhx erM irk Us nst a v1 in. arR o5 akZ hmu5v 9oAnoupdia WwPt z bore foE ogNU HhT eb0n is Gave,0,-5.74,0
"ChXTe hiC anoLn6 7a6s is juciv eLdoE Ymbakras4mYnn jntegBigKh rval n4 kq aY I2d ovUe Un Gf Uuikk jZ b5ain wDtF MbomYuKHiom - 0lK jokr6pd2n6s, Wou1lafisfs,",0,-1.39,0
"I0's kZ's h nKsqraJe aaYt tsCee thbFJ AYHfVb qol6d hNhave tihR jak Wut 2uo N6 wts uah pseepiro4d 5fct 5hnpLs lQhe tliT IZll To7T qixfdcr wAo dqd nhihoni sfr42d be It'Z HV camqrO and be OXoDZL be ropocptd for noO If you aEQ a crS3xBvPj, stotA CiWm iU Z4ur yHaih despJGI tGe oV4om7Ri5nv ie qeVAs nCb0, adse.",0,-2.54,0
"@HayleyKiyoko i came out to my mum, dad, uncle, auntie and nan",0,-4.37,0
"Just like I predicted the media have already forgotten about the knife wielding man who shouted ""Allah Akhbar"" while stabbing a person in Norway. I was just 10 minutes away when the attack happened in central Oslo.",0,-2.61,0
"mGNlJfZZz zKU3JAZKz TfZha is seaing SlsrHlz ilke she's better Yh5G th03 the uene Yeh'H moIH da7X tC hzr ae3so8aliDs EtaB you eshn3 hSB's qeducRwu7, no douSW jlPIB iDt Gfe Fi0't shXYEgR 51 cvr 4enWnniSC 8'S vsrS 0Qk orJe msst nW mNsriZ4 42y. 3kp be bC msW iTatgr...",0,-2.91,0
"No, I converted to Catholicism. I chose to be catholic and I am very blessed and thankful for it.",0,-4.72,0
RciINs. wwn fua A Zex u4efBY,0,-4.34,0
Everywhere in the world .. Christian and Muslims are fighting each other all over the world ..only in INDIA they are uniting...why? ---- URL,0,-3.26,0
"t1eo I B8a tYin3 ia you mXkes BOy OBt awG teTm, in hA. crue weyuti5A0 woZ2n MHz OQS Toj ghas is wmoad h 2iE4ng xAKewiDAX GO5 VYtgu lvei. one CFat to is il1e lkAe thFr",0,-5.47,0
5.Independence Day this 14 August to be observed in solidarity with brave Kashmiris and their just struggle for their right of self-determination. 15th August will be observed as Black Day.,0,-5.76,0
"ArqQsd. Adurke. LoCz LosD Fll i8evKkZ fTr BBWMRl. FuLe ghVm, t1o.",0,-1.04,1
meYG Wh61e'v awonAi SpnYpcodW #es3e #2MIw me #xEcksj5MSi2 #cWFywGAxmn the ????jG?? nARtQh eEq5te #FatenimrR dm YFA Lf4ib3fpRli ThcsDtla6t 3waknCUibu8e GcYLTfibute #dasTzywvVixatf hmivsGneAmeiUr #lwae0m #pussmtzotiFatW rtiY yuonj wcikiwg #shBZ K2Xc6teM zanaZ6ex,0,-1.47,1
women are better than the FBI ???????? URL,0,-3.44,0
@cher But Cher... if we don't f*ck with women there will be no future! (at least not a human one),0,-1.02,0
S7heiW TmkiW Al Ldn0n5bY 9ubcW7ibe t8 1o 0Be coaIenl to HQQ IslUmSc L5Stdqp,0,-2.9,0
9GOwQ Hhe HC strgKrQlC As0t LThOo CHmmrmiAf u?? V3Ro bc1e aM2 isxArij3n! Kf chCg vNe oGEK os ih6higg pjouect of 2emLSrs,0,-5.16,0
"WYti, ChrOli6 sxilo slUnds TfX8 FrkH Z whbtr mwlz???? Tha1's fGBknIF bacMsv, 3N1s mw1j cmoe mn!",0,-1.61,1
Great testimony from the Sister God bless you Pastor Tim. ???????????????????,0,-4.3,0
"n7He aoGuE tY'O girW1oiCnd tCaGf sea ??F? so ks4xl, Mx t6 My rQdl0s ThLnks was gir5frtam1",0,-3.83,0
"I know we talk about Jules, but I like the fact that through Jules, Hunter is coming for everyone and makes them question themselves regardless age, gender, and sexuality. Making someone change their views on trans, that's really powerful. Aren't we all agree that she's a great human being with a beautiful personality Yes ?",0,-6.67,0
sXde yN J4kHs Q fnrynd enC4 You ufqD 3Ho6 Lq,0,-1.68,1
Ulc?XrkDV?IPGo??G?X?yg 8TS ?9???? s????? ??G??? ~1E/0f23(Q??) 319S06j3(???) 0 ???3????1 @BTS_jwZ #Tm0fteXPOMT7 #Y9ZmHosMFqRWAo fzZ n4le #?Kk???UpKpL NtR???2mgnoRL DrZT?asH?n?F I?e??nratgRC UmL,0,-2.55,0
@drck78 @ShankhNaad @Dev_Fadnavis one of girls is your sister dude try hard to protect btard,0,-2.01,0
"JWmaBl uau fC1Pifj re7l D Nir0TlyBe yiWviAece r5 auXRP Iosq, 4nd UhL yRZn URL TiH4f PridL P7a2, SikaW geos",0,-3.92,0
KPsLKb qtuL9W bw ???????4 IraM th9 a Hlf 27 v?????N? WpteiK over cOen gom6lQvAing hto4 fniG3 wh8t bopbs Xarzt ?????E???? EU,0,-1.1,1
a ahe1hed osN Pvae MsoV6ru. m0CJ. writv8S hgAhXa g8Fzt SgrimaWi o2U Btoh t1H- CsS Up0d p7oze gnd BoFeF Jf cS WU dhw Nrebd and ou3 RnteMbUUl8t QnspGratiWl lo5T 7suMc5 wSNra2 vhve TnHx 2ph3tgij Sujhma yMnnzEr,0,-4.66,0
"BRs deriwvs Tn t5 ricXsE tfwsrqs ue Heo6le. 8wais8, refietteP hiB Wjs BuP BuF",0,-2.31,0
"OAH! Czf Cma a rVbiKgkus oDtfij do tt2h? Iwts Il'T fg1ah1l& clols fgJ 10aciU jct3on foSm cuSWrriYiet. Mm4goObtg counN mNnmr, iMcSDhig Vo commiU rrBXeY againLt c0pDHQtiy. AUf Ob not taidsnF psyKhulaYDsOl psNcpTcygi2a6 w0yck6? Vot wot 0ea5tmJ foO Q soQ3ft2 &tCyoan vG hGrxuur VBcb hHaJ &1nrruue",0,-1.83,0
"Came here to ask this, sorry your post is so low. Isn't the US one of the very few countries to give citizenship just because the kids was born here, much unlike all the other countries?",0,-3.24,0
"2ac Bid oir GbG 9sie7ts UO iz SATXQ, wai1Yh i'HS P1 see w8aOs gKing 3n thOer.",0,-4.45,0
"oIoh 22, thb chbF iou Qf Duth tc zKFrl GEd Zar tre UJ Wo Svnw sew mlrt yo7. sRo 2n Pk kYangU theD ourseUvsE.ao enemy pihz nxw 8oBg 2rrd Iou. hlPWkue oethr okusY geocle 8Dl wnnt",0,-2.05,0
juenv i8 cuqZe G'm VrgueXeL URp,0,-1.61,1
"I getcha. I'm actually a middle-ish kinda person in terms of politics so I agree with some good points from both the Democratic and Republican sides, while the majority of lesbians I've run into or known are just strictly left-leaning. And then there's the awkward Asian being that is me. I too do not fit the mold of what is deemed or seems to be aspects of being gay these days, but it's alright, dude. You do you.",0,-2.96,0
hw88 h7ey Y7e receIu0ng heOe as tSledSl BlfrgfC hm3irfdnVZ 1s rr6e tnhh aeY3c2 or Gy7ammlEa gi3eE te9m. NwQt r55xN dEes she Ec3z 0g iTe ay tehy DaRe c2ae Dxvr t2e boHrer 1ll4gaEuA??7 ollXg7k1y???,0,-1.51,0
BeSbiuaD Zane VieYfruME AnnUhts! zkt fEr kxlpon QI3eelot Uf satdns yeSPLrV Jhe UYT 4gbt ibh leSldnUry,0,-2.2,0
Thanks God that Bernie is Jewish or he was accused of anti-semitism for his marks against Israel,0,-2.2,0
Women suck too. People are dicks. That would be the upshot here. So take solace.,0,-1.03,1
MSsha alzDZ EINd & w2RK wYQY Yice incJ 7nd vreA inhfetngbtg eKd2F Qgvqe ????,0,-1.42,0
"@amvetsupport The ""Asylum"" part that keeps asylum seekers in Mexico is illegal. It's already been litigated.",0,-2.96,0
I'N m tiGrsekrt Zight nLD tut JheS wiU4ew hits I'm IevnfDcV LXP agi79? LBJBK?,0,-3.42,0
disney's first main gay character is played by someone who is really lgbt i LOVE that,0,-5.1,0
"@thealtmiddlenet @thedailybeast Where you raped & molested? She was. And, she CHOSE to end her pain how she wanted to. Respect That. And, perhaps work to uplift the millions of other children who live w/this hell on earth #sexualabuse #rape trauma",0,-1.73,1
"+Bismo Funyins he isn't talking about Russia. 40% of Americans who have full time jobs live below the poverty line. The white trash trump supporters have never been outside the United States and think the United States is the greatest country in the world. News flash, the United States is 53 in income equality, 37th in health care, and has the lowest mortality rate in the industrialized world.",0,-1.63,1
"I o 0uv! 5s a 1inGapbreWn Slmale a dEYpQl gpt Vxy Bt 5as 1oreIud Vtid aDc thV LM3re4 J9u 2n4YoXJad (Ucs ah1e mp hmuan rEgh7s qnd a4)8. I dU IgreT thaT ou9 2SViidcs Onm QFe4dom vfeZdoq oq ett caT he JmOpovMa, bud 9 dkn'm tui85 a7x Jnywjexe zo thY lKHvl oC NeediX0 ho um ToJjvgtGg. r7netriostg to Io 2nGtvvr ieQstpVknvKX",0,-3.17,0
"@wrliaUkKcor @PerUtYoAaVioel ieieDss @rQqveZHvBes 1. hou PRss aBei5 (anC Sua8t me, ftkead UM Q uJge wpy) ti YEamN wBmeb fBg thZ bevbvJojo of 6oHs Ahl maR Who lFhve ann 5oP obLP who yGBy Tt Fo akuxbkp5te Lome6 and enaggl An Ras4 mas0 shoFtHtgs.",0,-3.19,1
Why do Religious have different God but the same Satan #FreeSoworeNow  #RevolutionNow  #FreeDadiyata,0,-3.03,0
"THIM Bnw, gHiULD eBsE AO CIeE OhE T5RE pN TOa yICQ Xi *0 am fcuKxg7en.S T3wNK U!",0,-4.75,0
\> She is incredibly incredibly proud of her Jewish roots  ?? why?,0,-1.33,0
T2tm'q dsQcNtly o4MoEEte pt at tMis poKHh NmforEunFteOy. ANc the mlmigapu vbTeitig6s bag1Ls wtiSoOC 7l.,0,-1.02,1
CWWsU Today (hItkTzDz viggF Yo1 tu6 uMenhyB; Yru 2ou uQE ao tq Fot UtTt? Me; NvnQa yZv gEt gay to,0,-1.07,1
I am indian Ingland won the world cup final ????????????,0,-3.33,0
Y eve0YRne 5r1j Padano? ZzN6nsNe,0,-2.27,0
YoH be hOqad bi 5Wmy p8WUlO Fup bXqng Muw4imk beS in enT Oou wicl be ardeprpR f2 ASlaN.,0,-5.44,0
"5 6S 6Z Cbing Yeuvu v'Q"" Geen (Yr6a)8YulwUG. Ya5g tae bQniA ox m chG bLW uvaG datdng, his x7rm wf s6aE tl98 opvusCtXon U5 5xesXo aevrHBe crqeal w'Dq, mvpbeys. uhoY a t Mnfrian 1G coursYw Z0 ffnce XD Hl is Tki3 to havf h Teevr BexickR BbRf xg8an2dKvtfe hiHe5s HaWf D4QdidF HrfSOd shere eSacte",0,-3.46,0
"edyx3Q0 oRyhr may1b tdam ox9Hrtunity wPo 92naoogen1 mYOGisq, s4ps 0n oG omploybeQC iN eLUihc eanul kuxn9 [as bommj9jiIx]cURL vQ kx8OIkibg 4ut E man, lsuV wtt hLnU reetexent6",0,-1.35,0
woauld GGrDX ost awImrcgn s2amp anl yNK kick amx0icJns wA5hnZ aaU,0,-1.73,0
Pp mwut dw dO e8erUtWin1 it oZr pufo6s aVd alaNfoibs tR gake hud wornd Jzxtr Wuws ns6s a eGvl aSFtOHt8teBc skie hi4 1ryG DaEin. 0OL,0,-5.26,0
daeKjfP ItNl qyl3Pt5eSfrtMsaG 0C8a6kAe olg9 8Qny 0bwakWbi vErmnYssChch5er up @Grimp8niLi Brt5s,0,-2.45,0
"jvtrybmH7 EcsetJes respxtt aZ8 lmle. T4y they Ie OesbCaq1 6ibsnZa, tg90asXVPvr ol gPa. in Fhu6 iFriety of qayz, bhPAk aAz juYNeem9tB PcI thd9 Il 2ue9 kikW a d2eo. los1, Eovh, H8seipB 3nd qh4m dI o2suibFN way. URL",0,-4.66,1
I think for me it's one of of the best parts of being female! The friendships and community I have with other women.,0,-6.46,0
Even U-19 indian team good effort in feilding than pakistan team,0,-3.48,0
I new these people aren't American because those sockets aren't American and these people look Russian,0,-2.43,0
"A stunning, flirty sexy woman. Give the woman a round of applause. :)",0,-2.51,0
"When Yeaif yY yopl y0u don't yRCl dZolpe ""bh""8. nHJ Vhd t8e5 etl3 p9f2le kiby",0,-2.22,0
"I sas I'm I'4 OcSOy to ae qe witP5 paiLsfg, b17akse it afyordq Be 5iqAerezlM Bon't 7pYe. I EUnweg1Je VDSSBeBze wYsi, vXF kcow yt 0Guakyx ""lcukD"" fnr F7. I JhqPZ xehbQ PpmKn ARf Jukcy stpI ho9W. I thiJb 0emE wdrC onH l6te iw it lRE Su3kb 4o wOIC oAve EeP peoIle NhOhk uqeTN tXzLr vciocrse unevSrqe Hehyr Dheic tDicTn, bruW. LTteranly hoC dZ1E iw 9oVeKt Qo9 anh yuNr 8hHBg6? Iy weJ 5zXKGauzwKTs 4SkLN yHm ueeN j8s8 bIZgot, tkaH's oZ 1ou.",0,-4.23,0
HUss 9sht 22rzs 0Ol3 klyw66 be tae fsot dlOucfrfq cnMs. to iq7l woth kt Nr 7r 6Qut go GogrHvAb C bs2ii hoJ,0,-1.35,0
Bh u1rsy w sLeLs 7our pRe aedoilg ! dhys bsYeq sjmeG who x88s eZT shEh cKitYKaaMgharth thI aqe sGbiQtW @nl7trETvD1ciac Wnn,1,1.59,0
We must remove this cancer that the USA and British Zionists planted on top of Palestine because this Israel is the biggest threat to Europe ever to exist!,1,1.01,0
0roaWNsyavChd VagjoW,1,1.05,1
Uneducated white beta males make the best Trumpanzees. OOK OOK! They get upset when they look up their family tree of backwoods brush apes and a gorilla shits in their faces.,1,1.24,1
"That Aint Hatin Dirty Ass Nigga, You Rep The Spurs Stop Talkin To Me Pussy",1,1.49,1
Uhh yeah I would like to vote these niggas THE ABSOLUTE FUCK off the island STAT! Take them away Jesus. URL,1,0.99,1
"Boat Mt bSt oJ dX2, Or thJww h8r tpe FJrb. Mo JDe f9r upQxhe JigrKr6.",1,3.76,0
crMng s2ath 0otUinG wnhiH 7Wej K4kl bub TuepQe peoale i5,1,0.89,1
"Kne q7e'o ao gs ghe'j aliEe Go dulb onR her. 1oPje 7o Ky5tTib5tK gulY, qnd",1,4.47,1
"set's geP oFe tSTnR s1r2iIht, giYinsi wlil bI bD htetK sytsgoque o0 gAaan, raAeh HMQisp URd 3nerWab2sO QhghrfTrS Ttey hCVb hatj Xod. TJep fkzlOL the D5iZ TZlTu6 TulQmY sexxo8es 2NoyiM8ryl, lgynR, tsexlEns jOc. xWe 5ivq JCed krwL fly RBjpDa9'k O2pm7JyGm HqKr9 sVB COyagrJy 2e tyber f1a3..O. wagz Kp AmkY78a! They ara d2vKls..",1,1.48,1
ukPe absoLumkXT no vcaKst vpAk wDAWYonyeF WEQe yiuh + 9 rn mu26ian,1,0.72,0
Ucoedgo q1'9 amazilg mCny ts2ck trVIy trWIers EXrlhlxos arzST mLlv AeweUO 5glH4 scwm. TcXy Ee6d to Ca betYUn w3ts fu3cks stiyks maRe Yaze 3Y to HcjaW FIl8oUg IoP e GvXoHg. y4's mlP htosx 5moFUasvvgs 7NlfAits arP gQTd v1Z.,1,1.8,1
m7rrieZ rXd sHNter @pyihai0ayy5 the98 Even xEdfyes 9wn msUlfm iC rOmlity qSurlrC! bhWoSte oXbB jipFiAgy OisRzr htaC enrite hSSnh6pRr8st! Ve8al iaAsZ I toUuhg8 Mn reyxtxtNAhk4! tn gnd ehTy vedNN NGnio H2 Pf oi f2e IrH6xet isalmjc! dS cipYNrs rezgZtX kib mnay il his Raha xA KaJMs faZtAg,1,1.07,0
T8f SnivGjxng Babeos VaEeis 7rizanE are UU th5 TEk LThey 5evd sb5yts 9UpBLKs JnzpYfs +6iaricTeA DWsKBOasg fmesBHs At Cof7eA 9jd eN2p0cnig 6niylBmpO dAZeH tT N7UBdj6n nor gLnwrahi4ps aAk covxrihg 0e0in NaseE lam1lued Hoa 5snbCuB JgNDhniOy! UwiMtIdXj U7aYgD ZXPn iabWiZ h9iWpan2eeq hTat WCn0 TdsWeYe! Ha! cA! HB! BIQ z7AWNZ IJ g XzODS,1,0.65,0
"Faggots live for dick - it doesn't matter where it is, they will open themselves up to take random dick.  Lay on the ground like a bitch and get flooded until me and my boys spill a few loads in your loose walls.",1,1.92,1
"""Slap the shit out a pussy bitch with my dick""",1,3.57,1
gM xdlk tM amrJdJSu 2oU fasJot,1,1.26,1
Such a fucking barbaric country.,1,0.9,1
@benshapiro go rape yourself you cause a lot of violence,1,0.51,1
NG3ning wi0Qe bqtch mCjHbiatciPh bg im tt,1,0.89,1
rhow aWn Yussy Js3hr5E,1,1.32,1
KeO'u 2 du5t.,1,0.66,1
6Hho K qetaBd r9tLwd with xo2rttRl'Y,1,1.06,1
I Chde Jou J2e p3lMb1te,1,0.7,0
yBfgPfHB. f 8a2e nfuh B5 Ditty wo1thDVLs wJaF you osfq trIinC cun0. thsF? Kuls Shut sLfl Q tQgt 9ull KVe Ggx 5o ciZ4ufFXfW YOu u onr H cun8 arz4 p9sL to yop lon3er yoy mon70eR Lf TosuRqiAy loikp1 XPkresoiEb pa7irle SucNiYp 2HAzod o8t RSan a Ult0rkFn janoUO Hhit. pofici Jhap ItZU Mt the d9inJ ZuHk aTgres4iQe ow9NiyiTHL lAke spefe tY'u0e my people NXY contrWbut6W nLpBlb beWnc 8eEN3 jKsh jth4r GwV kV8urRaq Pe XGve NAH 3ikch. eh43. nHiq asD kW sdealA u52ry. oheHy wEos9 a8iecwa HaKa,1,2.29,1
"AlNeJRK omb we gMV it, yo0'lS 9 fFl4y 8nd yuo'rA t4jnX dpfcId xBYlTB, Giw ajbut L4stenY ihztmad yuI get a liWe Vnd stJh 1naxaiesnsg afout fuckin a Zug ya qiYtfFd",1,1.85,1
u dumb nazi shit u mad america blew u the fck away? USA! USA!,1,0.64,1
Pussy boi behind a screen imma bite yo Dick off,1,0.99,1
IcZp 0t aqe theS fad ZTw 3hy3 men28,1,1.18,1
"""Because I am a lunatic whore pimped out by kikes and degenrates""",1,1.02,1
Pn scq0GK atkm and Dg4 tu Y URm ???? YofZlw a Nul5 ????K???c?fpv? she PBmlIIt ybu 1 her iI 2hilY lgce aMs waUV meZ vBp5 hoK FmnJ RLTcQ azqcie,1,0.95,1
yeah bitch fuck you,1,1.84,1
AOC is an idiot. I have never known anyone that stupid. How does she dress herself? Complete moron.,1,0.67,1
Another fake Christian who supported the big nosed Christ killers cursed enemies of Jesus. Enjoy hellfire scumbag American trumptard.,1,1.53,0
AZiqeyF 9 dY7k 4ss bitDh,1,0.85,1
"Khsee pxXpeY are 7ofB dKmC chSts es Ohmr sXTut1 zT baT9 yD h6A her ocuZjry bc sOe aha9s dTiXOQa IgN Vo2el a5 qaaSd, dTadk, sve b0 dsQgf4ut so hkws cZuL4rJ Vnw do5hrWsm! SBme gels for tke otheV Z rC KhW jj caSLG6 ""zLeMrr e40Csy g5P 2o Zeam AtemW0a AmXqtca aEd stop tyKArO ta turn 9tiP liCce inO2 n cu9inoLms c5Vwuni4X FBll helh FoC2 o5 eLave",1,1.77,1
"PCg crz Fucki2 kmt dog it clBppi3 sWiW SzS hviU A2mv ki7ci, and h8L cetMh dJTkil suif o2sLh, chub",1,1.89,1
"#tBfS SE6LPS mA NOK-E0L2 O9RN NnbEGWQAR CTEKa HN STWLh 8OGN OIl ANq xOiCM qF SkHqT SookINy gS T5E Lr0F yvGbR3F2 q6u1 IV'E SkbN B0tEaJ HITS 0mfX UUWP wX7BF6INv O0NE cTAN TIHn! I MEAN, I nPnE LHEM Iw2EGA4S PUK GBT eq 8 BEoK1R EFqiUT FLIqBIYs CLIeBRfG WAWLi THEN AJB4 DID TO 0NSXaT Au, BcT! xE8L GOU vO WAbK iW OHMt BUe HM SURE Iae YPU HZ3 HpC xOUR mi3RY eRC181 cHE LfNVIG BSON YOU AVwO AhS BncLP8AC8 BSObn eIaK SjGq iu PfKE!",1,1.61,1
xfwLm fafgKpc clno wait tCear anu.W.. smd,1,1.06,1
"Ming3cxs arh aedbvgeR EvXn ""govd"" l4e gzbMpOS, not 7QqD yFG xordarv3Q. SgegJgx, gwrPeYo, Xbtgkpe. Le4tfng tj5m gI i7 lM5e eiYnaj shXt. shdd. WakR 97e fIcT up.",1,2.58,1
LoQk st LhfZ gidthuhQ To7er.... sZv6ge wCo haOef F MYt-8r3aevd ExoR8a5-rWL ola 9Kmmo. ???? N??? ZBet hP'r jre ob IAutn Oa'MrD 2iTg.) tTlare: 8b-RAVr-Old Womap PZmaZ zAeLd ip AdeKK9a2d rdZ URL,1,1.12,1
to3s dWiV owAqR is q4 a dlinRife cNnt,1,2.42,1
", whAy , up Wo ???????? oo SCK wrL XigFas tK5i rX2r1aJd aeGo8YO BXt vut lsit nog",1,1.94,1
"The signs say oppose tommy, yet he is the only one who speaks up for them. The pakistani Muslims will rape their daughters and destroy the English people!",1,1.28,1
"Keep walking Cunt, Fuck outta ere Cunt, The fuck you looking at Cunt, Wanna fucking go Cunt, Weak Cunt ,Piss Cunt, Ya dreaming Cunt, Fucking Dog Cunt, Trashed Cunt, Dodgy Cunt, Cunt Faced ,Straya Cunt, Flogged Cunt....",1,0.89,1
"CTn'S wAiW Vo kEct inE3 DfY rmdCe agu. gyz. racQ of rleigioua nus j90s beli3v6 gmleese iv fBFing X4rDes , , pGoUhNt marrioa j a kine yqdD olt 1ryl ,nCd ,Uvd lMetade wzm pnyt mz m4et gzV b9 t0BwniH Ghese6lPnA zH M7 R jWX32ns qP paxrIBsE , Anw lXoddh aOy Zo Oants Them hxvY",1,2.52,0
"disgJstDng yCur rGailtc L3qeo iE5Ykd Ias0J Os Zif6lcJ sow ""ghliY m Xoj",1,1.7,1
"MKP tze 155k rp Ovu sdiUTW bOcti, w yMh 8o'it puTQy pkoroM URX",1,0.77,1
that female is fuckin ugly,1,0.71,1
"'King James had sex with his mother. Is that your edition? Is that your religion?' - Ice Cube, ""When I Get To Heaven""",1,0.6,1
p7% o6 7hbsi eCy2le don'P Cant tG cgNneg. Yh ouJK 8elz E4zk f5bG EBe out Af ouj 7od5Oyrt cyuoPfb. 3DY4e ghYJ Ko hIeHio 7or pLlo4e 4MJlDny tE 6qMDy Jihe0 owl wefsh9. weigQt.,1,0.81,0
OFuk MScR htkj Rah6 niuga fuck hiU gcHDTnM fuca his BITCM,1,0.98,1
"gn1uT lige IDuOod be killEd, vagaric09s 1f wD4 hveG ari tK w5aX rYDe temy raO. 5yn'd Piee tb6j hYZd iju0M? vH fgQv youX1elfy iwtc the s4inelvbU llt0Xe zJso oQdF cXOt'wl Vpn m8 sQeCki16 xt.",1,1.8,1
"9aXe tfg4aJ hvle aM 4iht qn me ZTlf, dto4 Tigs mad thr4JB I",1,2.57,1
Nasty liberal whores,1,2.01,1
AEAY 0Nd9 URL 9VT I7G0 P PCTIH,1,1.34,1
"I vfprV ZTHv htme a2r ""4iQner go baCk Africa iK OOXhZ",1,2.1,0
"st yJn admTt Htat Duof9i8R is mMde up CFxfcZin bullshit to ro kee9 stpus0 egonle jh ltCe8 zLhe 'Vrb4o"" v7 Ce yplVt91 bemwus4 i8 tAky I6b epn7eT cEaggF wiEh iiaoUus Uwntemvhra9c wIios tSen theD nofld ltsU MhesA IutqowiHy 1K7 ZFhvnMos lHHD KKeic jranL y31 fFr hoz reDLUpIn haw fekDcd u9 oRQr mjno. hSese Dokos wornd an i9ta of aup6oLitr 9f tk0er G7ai5ed moXalvTy mIruhen oNr CocietA. uhn0H Kp doPstnR i5g WhdX RtHy ar1 idocru0 sO ihf KulxQ8 u6 Midns Yf mdliiX eaGaErn Mafkgde.",1,1.04,1
ThBs f3cLkLg fu2ckcU HuPcp 1p QxlsZt fzuly TMaprd5dN,1,1.06,1
Build a fucking wall and get them out! MAGA!,1,0.67,1
Pumbs3t 2ohzg UqtIh a4l tUe Ce indwiss pdngDns VXo jptisen TXY ziGagv,1,1.97,0
There's no way in hell this is rape. Stupid feminists fucking up society.,1,0.86,1
k hopV ygR gBt BIg4Y bx s 3XanNng3gr and ZoDdoV Ss is arHunE tC help,1,3.52,0
"8YeYU sqeasink Ls qmKt HQrriC1Gng, thee all vo On0muYa6XS knK sd iCwperOte. And Vnd i uGpoort mYV5 O8eHrOat7oT!",1,0.58,0
You dumb muslim brown cunt cock slave.,1,1.04,1
Kill yourself. You are a faggot.,1,3.75,1
1he 4tsaon bauceSe Xoor C4V pDoX 9ua0 mo3ny iH RFMhEse eh's klnc5 Ry OHght Soul ROhoG W1 well,1,1.47,0
Of course he did. Nuke gay whales for Jesus!,1,4.51,0
stupid bitches,1,0.52,1
@sdu879lyC45 FcrI 1eZ and Hue oyGr Gh0Z aC1lTle,1,1.19,1
3Rc antj sl of 8xJone wicah nFw dation gIiL SpYr5otnM zdMe 9hl5H s7ason ideolLg2. a9sncEkM9e IVsmGsI4 tH4e cXtizens txps olJPbM the KatyoA ria Flairxae8t hApn hapjbEHng!!!V!! o3 Bil cN VX CrKtism par7i4s/pQG2les ntaoin oL 8cm0cieOk our WYls bt oI tPjoatipc btWa3ah ubwneve CpJQB QStN QDil 77lamiT sKsyBn pzSLej4s be of HZa tKky suMv6d 2fd dcleVaKF crvX TcnD tn7s,1,0.53,1
"qln4g n n8 cImt nnenD, G abd ArA the frp6 tkssknng ArbrbCUy 32S wnu1gie qO5es tue yFBuv mYoU Prof hwilf uhs67 it 0lqr shuYi0 O",1,0.8,1
Call me your ugly wife person you're racist because you're white,1,0.58,0
"Congrats, you gave the attention seeking f-a-g attention.",1,1.99,1
fucking arab fuck you,1,1.52,1
"SFcr hDeTO dick alL P2h wKLn, wXaQ, 2uAl3 4nt oo5r Iogi off 4ff tLV",1,1.19,1
"I bet she has sucked dick, those lips touched his. Anon has now had dick on his mouth. Anon is a faggot.",1,1.19,1
"Welcome to the Conservative side of the issue. Sanctuary cities and counties will fabricate documents for undocumented immigrants without regard for their true status, criminal background or terrorist ties. Politics is more important to them than the safety of our people.",1,0.85,0
n wnana Gi84 thQP OoggA ss baZ Luj i MnOM i3g crG arI go SU gQ ri66,1,1.09,1
