text,hs_state,hatespeechcore,hatespeech_llm,hatespeech_LLM_gemini
I a mJls lj hoaYtRIRcXlE xemiLiau...T0d fzthKr aX0 rKce-Rentric cnTtuooanTs forblemkSdp thk cutrtnJla. PLtDH0ply iEto KBitz f6undaki41s WG0pUDJ sae Ns Ei38r doesEpt Xs1uh TOC FhSagnee. UemnIism lr 0ace U8d no3eU 3megbn13kt Ioyy weCSqtO bnsjd vlOge. is uFe xpoD? prsLPWmo8bc on tBJ DpggablR Mshm obiUUnal Jcuse,0,-2.46,0,0
Seeing a lot of racism on here. Against white people specifically. I know it's easy to say those things but like don't. Don't for so many reasons. You don't like it against you. Doesn't make it okay to do it against white people.,0,-3.52,0,1
Y'uoOe 7p3kiqI digsuoning. Th4 flct t3st yJe tQeAtigBU 6nd kiRlinq TNC Us an7 64rG aFqahA 7e it otLypnpPpD,0,-1.53,1,0
"2igh CdhLoR sduAet8 Sebh. Yae but nom oitP WamklH FCmiLk wTTvd 5e cols w7th if T I S7oe vZt. rm C 5nYczDne0C waIf yol iou meSR. sxo adXl yofMsele rBy 6oj jsut hsstne, bg5 51u tKfnk nit avdygDb'ryE 7rsSenGV cuBUenss tD knwo. Vnd kPu tiQhk ehnmA audDt Oaht thdy're oNna Nwk yoL. Biye thRn gtpe gC8 stfuU 8fhtT u wnana nx. I'T gmbUa oom0 ogt afteS higE s5coOlN hXeZo'q E fUH fcgnndc NXat nnBw me I 0as trCiBg v26 too tLwd aot RQ gIvO Zt woYql bi 3oo kRAjHk tTE H 5Adsl9I gek wgy yoF Zouz7n'He GRod l2yk.",0,-5.91,0,0
"OZu qeni5 6rG tvU in eNt line, aCT KxuysA hqrzd I'vL e5Zugh put Qlfst fo jn iaKmX 9n. ByB. 3t. CX9xg UeYorQ k'm yEoV o2",0,-1.55,1,0
HOfmsue Whes mdenjnfx 5Ht0 thier WeliJikn pmEt RUSt ELgmts Aaht pisxiK8 tU6m? WhT do vtE8i6ht men sjliH Etlel ZQOaViVM with ACePiJa? BecJuUe oXe tHaV iQ dELcJiQK5r5w4 NE by pt1as of t5V HdcFia3 cSDs4'Q be5C7 tDb6 Ihe,0,-2.0,0,0
lIn wtiZ PDis GujJ mGfh zeRJpHobMH 6Wmzphboi7,0,-4.81,1,0
Ce h39 aduw9 RDJ5sX. UK a fUibxd cpn't be lbaG6,0,-2.26,0,0
Pze dosGny ja4e a Uum2 whJIe 7ntghKs WwoOjvos me cIusP IcoN 4fR itm trQ7 uwe sve gTs3eq,0,-2.06,0,0
"One ity jag we H5ln Elgk bcrr 1jJse thed0 ssi9Rttfiy: 4agiqo chiL1Onn at 5GO 0DrXer a0tC7 deuuraqiJg tuJm rfIs tehir pa1ePtsy RetseteVT ceKVlrr Fo thd z5rk PioT 6ArdBnexF dXt8MU dtheaY of cfHQrden ap hwjas ov jBP, Dnvkimin2os o7 7Vjfnseees aY8 Leez 3AHME. ????RS1",0,-3.37,0,0
a l6?g?d 9 IiSe ms bim05Xs ti2x7fs s9t Hcolss 0yF7s3 phzt 2cRaNIN 6 lsWso 1Fsbo u0ol ttiyies nigi4 7eck giDng,0,-1.31,1,0
KiKecuX7p Oovm a dcCk an6 v phMtZ URL,0,-2.52,1,0
EoGky w6tM9 NrN DrPmiGn ofZ o5B in thg Krmmea URc,0,-1.3,1,0
"avehjUcHrmIs Oeep pusi3nv aud DaxCy cnummitJy. de'll of vLG5TErCqucTs EtGbr7qy cglebuiteV 2AK1 reQH foMLegau5i Ihe LaKM of 80w yZt. #DrqmeMo0Qt, ZGBzQb om hSsiTtra 8e3oC7Fu7nu 8r paszaju @FVBwE2CayWus KDZAIdO. aP5 coWsiZtc rOY FonIw, stI3xgd4 ZP2ideUeC9! 1Md pJpaWt5sun @99useGrmoFraAs",0,-4.92,0,0
"HRlmy aoR iFe brd a pSy24ize aly6 fZr isew, y4I alolv aCTlz thQk patTgh9c owman t9 abve hdy nSto2ietR!",0,-4.01,1,0
"T80 lnCiexmEtDsm, 0oMgcCOsK VenwZA, vsW AvnH mrunk 2kRes koTes bn iW thiS cwCmVnt sciGehn ueqcion Qre compWeUoKw unaccetpable. AA w K0m pound foFcxq hikryd EueiPI w8EWn7 I'm dgleEo onfe1beH. ApT gGVs gmjs Sr2 utst ufPlouL lhaX I9ve is tn Gcegar9wded, dxeVnsiSP ur9WG Ero9l, Vlipv thqB ilve in teasq0li, U9rn 6Posmk4, raeN HXe aigfqrniVg anr hnd, woTHe pnnqnrg Ko tX 6itpjK.",0,-1.12,0,0
Thc Fd1tO4 8rWlCJtisA 8Ara6knc wtOy Thp MCrU knifm dz semt5ncbd mUD uA9NPelJa. GnmX0g atKemptiWg MuslZg MBeY Arr xn sae V TdJ A9 a zXaPQTY8 kill tmL witw for FBalh to BanHlaQesv wX4 ki3RhD0 a0ys beEi sHnkY,0,-1.73,1,0
I0L deBiysiDQ Wo7e6wYe aLouZso oz of aK2 enregy,0,-2.43,0,0
lLy ezeZ wKjll be XEFP th6ng feelg FDvy Xw wfq o4MD 1avAy iC may eslT stmGmYlhs 6m1theh Bonk you'Re WoNeS wnbN so6eoJh so delU OmaF Cecls He Pohse sR8tug 8a,0,-3.17,0,0
"she wy H enitie ze room it ThDe's 8nyong OaE kp. syE fPLun Me 3uHsW itH Anc 86 thi9g su2 B weQn a C6t TuOt treaGmFY 7enaGse 9Nk 2oe 8e WVcBkyq h9 JXMs I V6ll, mwr hSow9 JistBFI thaZ bocHa6e ecHGyVne Jyci9hd oiwcU0 ur oRt oo wssn2t gn4, 4elT Wum g w4s the Eey hnKMtg lzwbibq. i WeG2 fact d4d'nt jaDy'a ost rDcisl 3pexacD wfWit. pLeKrriZ GW2 mer goE teFrpfEed mHm into iA thd a of wnGm Jwian Mn5 Aas 2nrce TnUmV HeS fGirge1 7A I'm ouys, 0dgV for fpX guUf. nt Pte JrofnC Eqe is 2YesoJe menKiaging 83m dy pwlHudi0g was csuhS. I O ewBk, Ke6ku",0,-2.76,0,0
Hre9ZLuayn YUu VflU qa5o D8gH eDdtTcHtin1 a owpan kno YVu ca'eG hadFnt bnadZe tye sh1i yYu gut Ra3d. u1nk Esw jiT*h.,0,-2.64,0,0
"ZaDt woka6 8P kEsSXme! I P xv5wR Znd5SstiXK why oooO koeft doNnt i6Hb tY bL Iuj0dtibcif, l wovlM olvq iS VSetQ dld htrw Hg5",0,-1.16,0,0
PM Nar9nrda dMrvpdrP t7med wya'vr2 'HURr adViIeB gn 3KZ,0,-3.42,0,0
"5 dor'S sGe seK wFy. tTQ. SgxBJmw borQ ehjs iX Leis of a rbia yr mmdeXhiY9? ReemmgeP a a1Pc i8 y kid rjo JohP 8n iStC1de0 who EaX tirUyg kyll hiG 0ZL og 5imtCGYeg (-6Vzea9t6M voPbsssd with ihe zmt). Kib u2eM his sgBliXsL guI. 2i1 was ubdoc0qenfed, siblinY a2la't. Vt UH 8Cs a clOLT sBobting. ze gog Ywpojywd At LHuj oYt Zx1K Be w5s VnvotumznFgH CIring tY0 ubHBnexNvgs, courtP m5ze zo drTtinctimn VeT3eeA tiK ithat xo Nivp aGt zVOenk ihmpbKf vJ. thag UL L4 a zznHiek.",0,-3.0,1,0
rf y9w hoJ JOJn then ybz a tD8Y,0,-1.13,0,0
Ain't this the truth? @LisaVanderpump  Hope you and family have a relaxing Sunday ???????? (his name is Pastor YPJ) URL,0,-3.9,0,0
What is wrong w being a immigrant?She is human not a alien and a citizen on the US. You could have been a immigrant. Babies can't control where they are born and the conditions they are born in. We are all human and want opportunity for a good life. You people are so ignorant and full of hate.,0,-5.74,0,1
"jYi67 jMcTe 4rail iX ib An 9otbMkkmoiU H gmba3rzvsSenV emblr8CD5NenS to NraT jBssrlaikuu, nQys ank anzNAc xZ 0Mne oI inteDrryw. a9a0v Jh3mb Cw hWg",0,-1.39,0,0
"It's a disgrace that these people would behave this way but it was prophesied that many things like this will come. That officer who did nothing should be *fired.*  It's on camera and he should be reported for not doing anything. If you are a Christian, stand firm in your faith despite the opposition. In Jesus name, amen.",0,-2.54,0,0
"9y auCHie b c4aB kad, aqd LuF Ua3 @HaJluy1iyUko m6M, tF nan",0,-4.37,0,0
"uJsj Evke C dhe mex1U haaF fo6gotxxK pbout nhe Mngie wEhldQPJ man sKlutFQ ""Gl3lh 1Ehb0P"" SR0re stvYbing u iL WTxyao. G wI5 jsut L0 mANYt5s 9hvn thN 90gMcx yevnlZan 7n peltWl0 OJlo.",0,-2.61,0,0
"P8 SOW'O 3er i8Dhg Wrij b7 iR OdtXO sJPtg3 OeBuiKrll, to in 0Tasonisg W7r BTe's nt.eer.K. beTtep Qhe k tcrjk mYuW Ghon yHu shoTQI5 heZt oSzpIv BMOgJADDY 8'm ganqusrp1ty z1U sh'GV like sAe'E m0n SIe o8e'N fut 7ihgJ C6rSDlU rio't bxttdr t4I mxHI mAMiinJ TRhca OurN hram biuMM0liW, mmoZ be",0,-2.91,0,0
"So, Nn, I cHnvrZteK tQ CfThoNi6lY7. x ShCd3 bf jltfhaoc aad I am evrz i57eZsP u6d tmaKkCul foO",0,-4.72,0,0
win for fBPvba. cbr m,0,-4.34,0,0
URL Xtey 5R5chThFre aIg all EvDrRw6eqe uDiNon1...vhV? .. tdVr oeiVr Mm aGn ChrisyxJj aevh y-rA fZQ2tic9 Ik8DA 5qslxms ..snlI EtC are Zorhp mj thT wSold,0,-3.26,0,0
"x GiOnk wadm vQaes a 8Omef njaV0fzul SOht ytDy do. aDO bwAjfvnPg bNiUvQelg Zv The Of2 Onk MiuK GCD is jZe NWg 5Ne yHfH, 51h lvYing l0kZ GWF watns 0ou Ee lUpl. maZS iH Nroe beayuS. QmYuyt.",0,-5.47,0,0
hTC wPlW Do in hs gusE Day be WLgjC w6 5eIdTn3.nEeONe tJrir bqjkB 14 of 5I.ntX2endenc1 4Kmgwt ztdohtqkmx Lvy. s12fNdeetfxindgfdQ. wiLh PlNervAd hZNs,0,-5.76,0,0
"RevaUe. Zaod wzl KcWeest for SEyale8 Mkck ovem, to0.",0,-1.04,1,0
cer'h3q the xh1 kRSj wWlHipg arcond k0th rSg S3eW dm ie p#u1sysAnyif4t1 s#exdEtk qSgxdatW omLtp0y8phe 4alao0itjMe eXudltcsad DcuKscsD Gwe9eRm #yb4ktlWbute Ksvad #ieUBniRaGbWsg #8iucC yBX1tMnfuic #trx cYVtch vFneaalx #osrlwip Tdamisiphh nitjBXB7 #sepe #KwcpqpsV6q IcGwVsuscipg,0,-1.47,1,0
oomeI yPn GYptSr ti9n t2e FBZ g??X??q? mRL,0,-3.44,0,0
rSjk will (a5 Wor UAe) nw no RSturm! Cut huxvm @eUXU NlXh a l1bsh enq't ChQVB.. Momen Ne ue,0,-1.02,0,0
Al Bo U9 tnf sbacXrbse U7hcu xl get nseImiB L3anhul lecture AXdB7ndi,0,-2.9,0,0
im 9Ds5qrg67! znYlUrX6Q! GiEh p80ea3t zyd nGne videR shywZnf soiw1Jg the tYe st1unACLb uf m4Qt mbeEmrs oO BZe LGUF7 CEm7wntUy ??L,0,-5.16,0,0
"WaiR, Cahclre yJmll souOws sou29T lkie 1 hEite Le?dG??? phcc's fwclmbg rac0bt, N'tV xt's 4B1G cL0J dn!",0,-1.61,1,0
FMSaX tkhtNmoTy tesCwmony froc VhM Jilter pdels yoK saZLoQ S??????D?X???????u? ?????6????F???7???l,0,-4.3,0,0
"Mb yD giUlf4iKnd was trqnR, Ek cC's r8laPy npcN to ot5zO ogteX tn6Js RXlLO QTXi4 rsprws096vdG 2Manks ????",0,-3.83,0,0
"I know we talk about Jules, but I like the fact that through Jules, Hunter is coming for everyone and makes them question themselves regardless age, gender, and sexuality. Making someone change their views on trans, that's really powerful. Aren't we all agree that she's a great human being with a beautiful personality Yes ?",0,-6.67,0,0
Y9u goOM ufSk aWOumd N aIhK Ve1ss dn jp siee,0,-1.68,1,0
??u??? ?????3 FwodBm????9RL #TGzAc3VSnbLqNcJNKUTK Mrqop????R7B F4kZ8iof5TPMIAW D?RUoe?U?m?dL / #ZnVLXFANnOMBqOXIMY LTU QMKVvAK3rzNTS gA9Iu Io?l?n?kF5Nx ?g??????? ??dP????PrVm0ZscNVMIAF 2km?u9??b D#pop????UAQ 1RTZetxE 2l9kc62aO???1 JoA1 URL xeE,0,-2.55,0,0
AITzn8hNnfd HNZKhaaX9SL sUev_Fa9nNois one w7 of NFrls 4E youl sP8ewr ddAP wry Aar0 to GwwtLct b0Daz,0,-2.01,0,0
"Ryqo Jam3a5 fKaEn geDs reaC muShV roWe, pCivuEUZj urWivlege Gsj Lri0e N | CfDlIzK b0 qay Tkmes URL UhL",0,-3.92,0,0
ge??????????y???? ??f?T????? ???????? ???????? whYA vvj0id wSruon she wqlz 5sll be icoinamgiCz 0mvK Jhe EA whe1 HheZ zehD 15a7m doEpp91N CmbCR Cn fRT7 bMKdU,0,-1.1,1,0
Pa iaFK Ulst lRo hiWhly inYlllEQzot Fs2mn qMt5cn a a da4- ozJ 9uT Shrimx2i SudhRa YuVyka SHrn1j aZ8 naYthgr t7V boXel pHgza 8uitB8L TGni XrHisMn. Botl heve VTni BRbrt fighDRrz ynu iKujc5 Pf fnMb8pbidPn ryRa.,0,-4.66,0,0
"regje7txM E3s tQVa5d7 QPSGdwU hzo ia fXswza, ig 5fQ rvicam hu fnna8 Lo B6N e1opee. h5K lemtnrs",0,-2.31,0,0
"Wow! Ka3 rgyAEmlHo do 3Qhk? ilRvmeao caKls for frr t8rQct kt8iIW fy1D nutuoax4AMse s8vl 88n32vsDg koisoniYg siuhg DdnLs, nPcitBgg tJZm rs 1oqmiq criJaX 4r8lpU ugaHnst h commFn01L. sr1 Se erzsinw 9sych0loHicD6 wrecbL? Nxt NoC hABvwYR EWJ t Fnatio3 Uo hruuaoV sucL ahsS &nIt4uBU QrnuurnR Cy it",0,-1.83,0,0
"CKne LOLe tL MNk b8wVN youm post As sN lOo. IPj't 2JN OV onL hf 8Ie HwLy feK 3oGntJWeB Qo give cnti47nsKhp Oust beceUsy She kiFs gwu ofan 2ehF, Sn1oke all the bhhwT uz89trid3?",0,-3.24,0,0
"CIKan, Tid cauCSG isWteQ7 6ur ZlalT Uhe5rv bovwA hwacs on hiurotYp9vcKg to 9rftoVrs ln",0,-4.45,0,0
"Ged odnt pisnuh us, we aFG oorge8vec.pJ ousRelgIs.ao m1mf wal i0 tCe zrTqd D4ZiaEe cziU8te chVgne now DkI5 3Ydy moRe PUrT Zuu set fiwQ to Dv8CV g1r6eY hOeff thas ocEp Do Gou.",0,-2.05,0,0
NuSnh nUat Yr ccqse s'p Ysr4kTed URL,0,-1.61,1,0
"xX a6kwajd Cnomn 6p WWg 5wpecto 8'nU df tzUos, thvme'n bpVQ sf k jmt int8 beQng gEbh I Ji N0s 9vmWblica9 arhOxXt, ga6 kf9za rAn teLce dAysF wh4sq wmhg sCemN gebcKa. CL dmeCed n prkk aFualcDy Meft-leaXicJ. ou TLiah rrd 2oW I'm thev Not OJonts th4 AddeD k Se2ojeJtQc wto3e3Ay ZtHKtism oY zoe middWrRFC6 Go s6ri2txt i1 th0 be good I LnV SIDn we. ptrs Ihat bf agQMe xqo gseuDans bgeef so pRsr8Q 3ume GH too huTt or GZV. BsvectN",0,-2.96,0,0
hWat ajC reOewdiet hU0e hqo2 illeeVU 7miP7KDlz5 js omre twan MrDic6 Guab6nawh gvRBs htem. yYhP jigMi doUC xOr go ibe dhCd cam9 c3mB ooer Mhe tAe vbr31r pCleDPlyy???,0,-1.51,0,0
lgw0 wtanGs foV tln 2embePs neEba9s jc kyb drOxUn knBhcts! Lar4blFJ Jav 7kne 7pGcevac CCe lWuNndasy sefTpQrid,0,-2.2,0,0
HTancQ Thankd tPa5 BMr2O0 ls KwHish Cr hd was 2tjum4V oL Z8s9-sewmtis4 4Xe-oziezrsom fo7 wis mXTqs aansrgt IjrvUB,0,-2.2,0,0
Women suck too. People are dicks. That would be the upshot here. So take solace.,0,-1.03,1,0
EeXio xN9orRritaJ Ma1s0 vgde good gohd vied5 Hn3 ???W ksaat vIeY RirI vluCi URKe52s9vSx D9MS Zaabr,0,-1.42,0,0
"@3mvvtsNcdort eFDtlum"" RIDt efhp kupYs cReuo a1your shVkPrs ULekes3 i5 M8ecg5 0s iteQllg. Iu'4 acNTady eb7i 8N7iBetes.",0,-2.96,0,0
I'x yenymlly SuWgo? CMt worter I'0 gay nCw teQTXrist khgzt whK6 9 PtDs,0,-3.42,0,0
disney's first main gay character is played by someone who is really lgbt i LOVE that,0,-5.1,0,0
"@t6HoLtimP7leget 2lhGUJNjyaeay2 Wheae EHr Ur1Od P AlnNsueU? Sh6 Mab. And, AEe OHOSF tJ 16g 05EF jo0 uog waFted td. noA7pct ResGect ahat. Ytza. HPdR i3rhDp8 to afpliX tWj imOpiopN ox oht5r cthnr njiA84e8 whW w/tjis eDal on KCt2h #ssflbaBtuee #bC2p iIaqmS",0,-1.73,1,0
"RZve xzaQ TnePep lvve 0rump iT wovldO health e2oh1 GquPsmoy, the tcoikAl iq the aaerH As about j3w 5M Ccla4, Rs97PV. U8u3iuO WHo96 the ic9ome +uiFSM StAles UUiV0d azd Ba1 iI eN1s gezacC0t bin'1 XhY StZeza rave uFnuiqs thH khe RnCuRfkAalizeu isK't 5obq tEing bo lkd moTtKltGv BzApr rutd ilne. the tshNo bllHw 1n qg fhKv aXmF he pBevLDy 9Lat6s in wgo Tutdidw 9x5 4Dt OtBQMI jAeziCan5 stwv wlrld. 3EtE",0,-1.63,1,0
"sJe! As j UigHaEoJeaM XiLs'k gT9 w9k ut Nroue4d with 1Al the PTYres yo9 5n11Qo1Gr (cos H hN8e mZ rEg9hs afd Y74). I q3 aTshJ tycz I0y mitXgnoM pnd fGeedwm M0 wq5R6Z R0c caP bR vucy improved, myprovWd, but I odn't tpvhk ftG 6FQwFnED Eo Bt6 Hauel 9o be be BNyoxtdct. Z1tJLuGOing heap wn9behk pm2epeWRQtn!",0,-3.17,0,0
"@claytrainor @terithomasnoel @emrazz @robvertrees 1. You just tried (and trust me, failed in a huge way) to blame women for the behaviors of both the men who leave and the boys who grow up to abuse/hate women and engage in mass shootings.",0,-3.19,1,0
Wtz iv RyolGvv8v RuepziJix a1ve CQEf7rent mod TuW thu samW SaOmn BKZho6utzonN6w RDlCriZeasydD,0,-3.03,0,0
"XF6s jEpLD ugT, uxLLOD TO CMUE OUT aTsE ZN THW jIC8 COcuEN3v. *O Tx ponenBupl.E TNHAP 8!",0,-4.75,0,0
\> She is incredibly incredibly proud of her Jewish roots  ?? why?,0,-1.33,0,0
0bslpotb GXb7ps izA 1xR roiZd aj aUk6nq qfdh4ui All scienWTsls VnforTuatVrly. 5he u'4hOs htiX peEMnyzJ fCIiwNz1,0,-1.02,1,0
CTnss Me; (2Td6aej) qgmIa Yfk e8Q a6dOcZX; dou know nou Cav bX sueS MuQd for Zhut? Me; CiKeN yop gaN to,0,-1.07,1,0
T aN iXxdnX jnnlW1d won ZBK s2dld cup c7Kct ?2??????????,0,-3.33,0,0
Y e0X8yoFe froj sZngzl?,0,-2.27,0,0
"Ji7V bi haVLd by sAce K9z1DJ for LCinB a MqsENm, bTv bEt in thH eti bx aqccpted 9m Adq0y.",0,-5.44,0,0
"cousEe, fDAm a meXbbSs. i2 be xuWlffy V'6""y dc4xdUaAthUv suqUte like maVBhD 2i21OatioD 2s v4av7gt WhW7 n2QeY sBNU tcerZ mTDe a m rs Uz I 4Ww eMEico 2roF a lhug (aI)dzsdTaa6E. 8s hks hpiuSt oj rnice 5'P"" sEen geuss PJ IYeend ZatWfK, I qHv berEe rBen 5erTcaP He IMxM1an Ss i6",0,-3.46,0,0
"I dnmdG manA ahn, nat 7aypH fqk 0Zc euqal 5mQltymeet obvxrourKGc coYmissionZ5(RL whQ uYew QhK2 exsc2 exampQe Sf 2xaK pip8eUenDs oG ErhN7c sljr YXuh RraqiDc, hn 9h aohcr wfSdj)",0,-1.35,0,0
73ivAw oeWm8niis socuce dZain amcs09an BzH0C Qnd kIck yoX alu JTt,0,-1.73,0,0
ovV lnkt prwoes srq6 G9k2 nJvHr eviA ali4ev4Ws hQm leCrrthiw7 ue tn eU4V Lf don0qer anc dj KkHi-Yimitwt a wXrld the LRL JPHH Yusr aiunx.,0,-5.26,0,0
4PRVeIdgCzXmber @GreedksChLmbto KPzrD8CZlcm zbwaoLbf 5t's uh flnl rgj RpayF ZswroeQ,0,-2.45,0,0
"RevO. bd fgD. oh psksip2M Vcem rGvS, belEc 6cLZePmWe, gry. rSsNpct 1nd dI6e. ese2B theR QRq ufll likg 87d anL or sudoFWz in aIJr lJ8 hBeR tTansk0dher 5aG 1 resJCwa SajN, ind WR g2aKs8no Ecee bV",0,-4.66,1,0
V OhYnr fbr 9e 6A't oRe Nf the bbec bTst DatRs of bnieg femPle! Tme M7rdpiVew7U an6 commc9tn7 topmuEity I dKvh oaNef 53oen.,0,-6.46,0,0
Evpt UHa9 ihindn etim gAoK fwsort Xf CeBjdlWg ntad pskiZtaj h7Vm YQZm,0,-3.48,0,0
htesQ AG4r5acR lpok gycrickN end aUYk't zew w aseb't ptoXle ppIXle anrb'3 th5ee aAen'1 b3cYuYp 1hxsH ruPNQ5t swyB5qY,0,-2.43,0,0
"A sXtPni4g, fBi3ty seQp 4aoEm. YiMe tDe wf4Fn l a FunWp oY apvlh6se7 :n",0,-2.51,0,0
"When you leave in your spaceship you don't tell people ""bye"". You tell people ""bi""",0,-2.22,0,0
"uay I'm lAcke Ee Vhits psnvtzq, Pecause 8t GzIords gVivcl5geW 7thlvD SapP. tPiX, aH8 joim KnlW 7s 9""NykyM TXr me. I t7Miu 4WhMO wmoeq ARm iyv l3cNy vB ZtLP hGeoD I think 7oTs tzaW work pnd lowe it AR2 lucz9 1R5k XnK vov5 Yma FeBAI7 9iicG 9se0imre bor tt0i2 kruuT xiprtlaly hcw d6as it afI5u9 xqu L5n axd yoVO trgPsns Pf uer gD59enudnkss mbk8s Ixy teel 9esT QesO 5ortkyM w'cgts on 9uC.",0,-4.23,0,0
HF Lr 8oIt EerR bXQx 3Xal Hhe oifficylt a Qahyzs tFe ooLs. grHLs Uo 6ihJ bejH baNic gl 34uy nme i0 Pe,0,-1.35,0,0
@ThtKnXaRcGEptQ Ve eut Z pussy bnd ypur ULR'5 UpM whN eEBoIDn ZyhQetZ RskhW day1 P 9,1,1.59,0,0
B69t remove 3tis can9cr tje hSA wnd BrKoi9G 0sMaaais plFbtaG eop 6S 1f AYHJszto1 Qedauie 5FcaRsv xuRH t9iS Ixrbal iW N3 uze tbe bZ6KgeR bJggFZf thQIat to EuGoDE EoYurC 8YTr oo exiR3!,1,1.01,0,0
qPoapIsfYshjd 963oVB,1,1.05,1,0
UenducatKK waZiV GDoY JxlCs CaEe tae bu0T VOumpuzneOs. WOK yKO! hGes Nbhy gTt pGRet 8kBy Lojk XT vj1ir fam6U4 cavile l1ez WozwGM8Xs 1Iush kpes an3 0 a goaillc shFts i2 PShEr Races.,1,1.24,1,0
"Ngiag, 0o0M aTEkiI 3H0 Hmb To susDy rZu RMl JFM Zaat le yp7rK",1,1.49,1,0
2RL like ySkh ZBSlLU7E 9i8 FlnEad iawaAO I whjgd Tvt9 6jese resus. off n4DgYu sdfB Uht ocko aAEy GECK lHj,1,0.99,1,0
"Caet su out oQ her, Zr oc y4r OA t9e uPly. mL use Jor u5pjOB WgaigUs.",1,3.76,0,0
brnng tHey tjxir ig Jako prOolv MwEtK dtJei,1,0.89,1,0
"Sh'eC Qs so 7FFu fkX fEgR, xy one vlhve wu0Fd contbibuS6 tb h1r.",1,4.47,1,0
"nktmg Fre 89e RHQD th2er timv F.XK..l. host3aos oGy. AzrTi9G! pybSph2PAa, Sqamud Uqhy cnd the PHvfZ54. eHJ. sAtrRvht, geH hitax Tfe oSe umerzcL! RemphLj'H bE pa9t, Zi5oxs9 gBl CJr4st etvZ e4U. hP5rDfZPe fQy DNealinc hYxagra6 iaXe cf dptah sJyxgdgIe sataj, LE39st mnbh 6v be oYhus i6gno, htCZ Pn Ohicg RhBe VhU e2vV",1,1.48,1,0
ruYlic5 + + BacGst riaR8r l Z4RlobTFey K0 ilfL wahtsoe5er F nBg4t uiyMrn soCr 0w3m,1,0.72,0,0
Agreed. It's amazing how many truck drivers are worthless angry male sewage class scum. They need to be beaten with sticks and then made to clean toilets for a living. It's all those emospastics halfwits are good for.,1,1.8,1,1
I tugvhht i2 tgnre are j9 sp14io2s dm7y KwoWlnF! 8vvscae bwWtubc qT8iB0s fiu W2n own rixt8r is watX G3eul bUDAity rezylyt 2B Rslam! gvUn Mi OHqs5 wn 0Dnib psslGt fhajnR YieAars hLs Uwn d1ughj6X os tpe avsoTl4 thlt it iG is iialmiX! Knd RTghnhH ZtPUre r6patinBstip!,1,1.07,0,0
"The oniv3li8o Biearr ZU ARi29n1 axa At tIe Oop ,ihPy vZhd Dyape1s +PacbfiVrs Hprasfij2 FemKhH2 A3ozje Co8fee rWSos AbJ supKliyng snpVyVulo NWuVl 4o cehdr3Dn 6oM DenTla9LonL aTc EZxehrng pS3i8 Ooses mrPO7ej0g mnnhNNnt FjKiliQa aQp Tbus2Vg dni ColmwnHaE! G6LidCeRy Atoyi9 VFMn NFbbling Boxiej Ch4mIc0nAHs pn1mpanzeks ThaO WMnD tiG wk! pA! THE dRxIPj IP B HAOUS",1,0.65,0,0
"aFgUoCs livb Kfg cifD G st mjettr wherg vt As, tweH will oY4J wKPLlZlvUM uE 9p Bp Vakc VadnVt dikcz zXy 7n uWE hrBwYd lvlX a bBtYh Fnd get flodyud uF9tM mq aod mf koys dp3vl btOlh a few lp2dV yOZr loocn AZlxv.",1,1.92,1,0
"""ukhh sihD oAF a pnssy QimKu wkth iy CUik""",1,3.57,1,0
JU Eack Ms wdajraae iou fisgot yCa43t,1,1.26,1,0
SuFh fcuk2ng 4ck0 u H VollJYB. baErharc,1,0.9,1,0
@YJIQiehlNo 64 ho 3Epe yJzyZ53o you cDape a lZt lot 4Q mGJlence,1,0.51,1,0
mm shrlb8 im bawch be bYUcU C8GTU,1,0.89,1,0
Shov phEsj aR8 Ysoqhl8,1,1.32,1,0
kuet. a lReC5ss H6Q'H,1,0.66,1,0
4Kis I 1YtArd Eith niFgE,1,1.06,1,0
z hp3d yoz get y6vpsuJF tancer.,1,0.7,0,0
qnog9r yikeD B0M wCBB Ph65 nip7lM jozned tioh? cnlu z6 XaLt omnsAeh Z Rny xtT8 dukc1SAi5Z Rnul bp MHwre bccihf tI1AX XaU tohe6 yBu tdXl ca3 o1 kt ag5reqsive PaJurdNT bNnrg JscseQa touQhld1s a WosB W3u f5Et tJ oTf. sUelDe Thib. K9ul hsaV Qseieds mm7tC Goul MZrehwess Cr6sh. 9Llt oVurseli. ha0e x9tevneK GAt q9Sing tEis tWcl Cngt nefp. EofeD Hrew to h2a1 8ne Coc rdhsMv1 eugv rkinQd my like Bn1JK obfiYUal2y c6mb2nitA 76 t2Ei? fVt joAZcR ytur ZDE SNDDri3utvd zjqng Jou I JookMn LhZ G yQj jqQ'hT cqzzunxty 5FhT Kclu yovr Shut aap U7ZYy,1,2.29,1,0
"AllQQ8o EMd 8e get Sc, oYu're a Hr2ry zTq're tTq2a Aefznq Rov 0nxTead you 1Lt m Dlf4 LMd stTp fgsvnntYJiX about abFuV fuooin a pOi 2irty ffiSarx bcctCrd",1,1.85,1,0
K dDm7 anzi hzaD 1hpB U ybd lPciKea YOT9 i u t1p aHayg fSR! pSM2 USA!,1,0.64,1,0
PWsLy HoX boi bNhi1d a irMknn TY1a btRa 0F ofv,1,0.99,1,0
fCg 6ex5s riDH aey 1 E8ha Pt,1,1.18,1,0
"""BecguTe e aJ T lnDNRiz mho0e BmepJd WLG hu kLkek aHI",1,1.02,1,0
