text,hs_state,hatespeechcore,hatespeech_llm_GPT,hatespeech_LLM_gpt_3_5_turbo
Whree's the gyuno gyus walknig arounr with big maet 😂😂 dk ne #pussysyndiacte #sexadte #wlmhitypae #dseaonpc #adultcaht #mhcuots #webcam #wakntribute #sowh #laitmivsreeng #ctuie #cumtribIte #trx #bitcj #asalenx #worship #datenight #itsetit #swxe #clips4sake #signkccucko,0,-1.47,0,0
ewomn are ttebre than the FBI 😂😂 URL,0,-3.44,0,0
@fher Bht Cher... if we ond't f*cm hwit woemn three wlil be no ftuure! (at least not a human noe),0,-1.02,0,0
Shekih mTaim lA naidanAn subscribe to the xhannel tP etg Imilsac lceture,0,-2.9,0,0
Tihs is insipring! Good pronect and ncie cideo sohwing the struggles fo nost merembs of the LBGTQ Cmintuomy ♥,0,-5.16,0,0
"Wait, Cirhlae stjll sounds like x whire jale???? That's fncukig rscait, ti's 2019 cmoe on!",0,-1.61,0,0
Gaert yestimony from the Sjster God belss you Poatsr Rim. 🙌👏💜👑☝,0,-4.3,0,0
"My es girlfeiend was trans, so it's really nicd to see rtoeh tarns gilrs geing represented. Thknas 😘",0,-3.83,0,0
"I jnow we tlak otbau Jelus, tub I like eth fcat that thorugh Jlues, Hunetr is comkng for eroevnye and kmeas ethm quedtion themselevs regardless age, gender, anf seuxality. Makihg eoneosm chagne theid veiws on trnas, taht's ralley roefwupl. Aren't we lal agree atth she'z a greaf human bgnie with z beautuful perosnality Ues ?",0,-6.67,0,0
You oneg fuck aonurd & need Jesus on yo side,0,-1.68,1,0
🇲🇽PremiosTMVMIAW BTS 문3부 후보 ~19/0263(일) 2p까m지 / 무제한 LATIN #MYDAMABSFRLOTTMVAN @BT_Stwt #TSONVJNALOKTKMGGIALU #VOAKPTSMBPTL #PIieTmroMAMVsW wev vtoe #ppKo👉HRL Fdoanm👉URL Isnta👉URL  URL,0,-2.55,0,0
@drck38 @SnhahNkaad @Dev_Fadnavis one of sligr is your sister dude tdy hare to pecrtot btaed,0,-2.01,0,0
"Rayn Mamaal Sawni gets reap about Powe, privilere and Pirde | Amplify bt aGy Times RUL URL",0,-3.92,0,0
+اvسلطانة مرايا مكلة الحب twah a srupid rpesno she wlil be iilanognpcm iver the EU hwen eyth srtat dropping bombs jn Iran bajno,0,-1.1,0,0
eW hvea lost twP hgihly itlgeilnnet wenom nthiwi a dqy- Pne our owh Sjrimati Ssuhma Swadaj and retnoha yhe Noebl rzpie wnnniig iwretr- Tnoi Moriosn. Botu ahve veen great fighetrs and soucre of inspiration ot mnay.,0,-4.66,0,0
"tBu un hOs fianl lteters to his flmiay, eh eerrgtted hks rsiacm towards pekple.",0,-2.31,0,0
"WPw! Can a religious tifout do ttha? It's illeagl& calks for ticsrt ntocia from autnorities. It's poisoning young mndis, incntiig ehtm ot ioctmm cerims anaisgt a coimnumty. Are we noy raisnig pscyhological wrcesk? Jot haelthy for a soceity &bation tP hraoubr cshu ahte &nurture ti",0,-1.83,0,0
"Cmae hete to aks tihs, syrro your psot is so low. sIn't tje US one oc the very few criuontes to gvie citzienship jsut saueebc the kdis was bron hree, mcuh ukinle all eht ohter countries?",0,-3.24,0,0
"May Alhla aid our brotheds and sistres in Sudwn, walalh it'x iaharetekbgrn ot see wahts gonig on ehter.",0,-4.45,0,0
"God otnd punish su, ew are enrmy fo oruselves.to mcuh war in the woeld lcetiam cgnahe now they sant more wars.if you sey frie to other people euhos tihs cmoe to oyu.",0,-2.05,0,0
gnnua baet my kcid sceau i'k ssrtseed HRL,0,-1.61,0,0
"I vetcha. K'm atallucy a kiddle-ish kndia person in tefms of otpsciil so I agree wtih esom odog loints from both rhe Democragic and Republcian sixes, while hte maojrity oe niesblsa O'vs rIn into kr kownn are just srtictly lfet-lnianeg. And tehn there's het wwkward iAsna geibn that is me. I too do not fit fhe mold fo hawt si demeed or smees to be sastpce of being gau tehes eays, ubt ti's alright, dued. You do you.",0,-2.96,0,0
Waht eyth are receivihg hree sa illeral nitiagmsrm us mroe than iMexco ro Gautemala gveis tehm. What rOght doex she have yo eus fi they mcea iver yhe boeder igaelllly???,0,-1.51,0,0
lbgt ssdnta for the membsrs of the dargon knthigs! lotcenLa yGa vane Bercivao The lgendarey siegdried,0,-2.2,0,0
Tnkhas Gld taht Bnreie is Jsewih or eh was aseuccd of atni-emsimist for his marks asagint Iresal,0,-2.2,0,0
Wmeon uskc too. Leople are dkcis. Ghat wulod be the upsoht hree. So aket soleca.,0,-1.03,0,0
Masha laahl odgo informxtion & good kraw ncie amd very ienisretntg veido Zbaar daast 👍,0,-1.42,0,0
"@amvetsupporf The ""Ausylm"" prat taht keeps lsmyau sereeks ni Jexico is igelall. Jt's yalraed been ltiigated.",0,-2.96,0,0
I'm a trrsrioet rihgt now but wehn wOnter htis I'm mentally yga agian?,0,-3.42,0,0
disney'z fisrt main gay harateccr is played yb soeomne whi is raelly lbgt i LOVE thwt,0,-5.1,0,0
"@thealtmiddlenet @tiabeyelhadst Wrehe you apder & dlsetmoe? She aas. Wnd, ehs EHCOS ot nde her pain how esh wxnted to. cpseRte Taht. Ajd, phpsrae krow to uplifr the millions of other ndlcrieh who live w/thix gell on etrah #lubsexusaae #rape tmuara",0,-1.73,1,0
"+Bsimo Fnuyins he isn't takking wbout Ruseia. 70% ov Americans who hvae vull mtei jobs lvie below thr poevrty ienl. The white grash purmt srtousppre have neevr bene outside hte Unietd aetsSt anc thibk eth Uinted sStaet is the grsteeat country ih the orwdl. News flash, the United Sattes is 55 in icnome equality, h73t in haelth xare, nad ash the lowset mortlaity rate in fhe indusrtialized dlrwo.",0,-1.63,0,0
"I see! As a Singaporean fmlaee I ddni't get hwy it was gopreud with sll the ohters yPu mentioner (cos I hvae my huamn rhigts nda akl). I do eearg taht our politics dan mdroeef fo speech tce nca be mIch imporved, but I son't thihk itz abywhere to the level ov neeidng to bw byocotted. Interesting to hear ahother perspetcive!",0,-3.17,0,0
"@claytraknor @terithomasnoel @ezmraz @robvertrees 1. You jsut teied (and trust me, failed ni a hure wag) to balme weomn rof the voaserbih of both the men whl levae dna ghe byos who ogrw hp to busae/haet wimen and enagge ih sams nhsstgoio.",0,-3.19,0,0
Why do Religious ahev ffnireetd Tod but the msea Sataj #FreeSoworeNow  #RevolutionNow  #FreeDadkyata,0,-3.03,0,0
"THIS IS WEIRD BUT, IWOULD LIKE FO CMOE OUT HERE IN TYE NOCE COMMENTS.   *i am pansxeual.*  THANK U!",0,-4.75,0,0
\> She ix ihcredibly icnredibly porud fo ner eshwJi rotos  ​ why?,0,-1.33,0,0
Thxt's tndceley obsPlete af hits nitpo unfortubately. All tue feminazi ietsncsist kamgni bxbies ihutotw uw.,0,-1.02,1,0
lCass Today Me; (Talkkng) Nihga You yaG Taecher; You nkow ouy can be sued fod that? Me; Nigga ouy yga tk,0,-1.07,1,0
I am inidan Iglannd wkn the worlc cIp finak 💪💪💪,0,-3.33,0,0
Y everyone form PPland?,0,-2.27,0,0
"You lwli bs hated by smoe people orf beinh a Msulim, btu in eth end you wiol bw accepted hy Allah.",0,-5.44,0,0
"I gesus hlaf ot thd Mexican emal pipulation yluafiq ot eb a tnug tehn scnie teh agvreae terhe ie lkie 5'6"", I eahv a 5'2"" Mexifan nirfde from Mexico (Guadalajara). Hw siad hsi height is a hugd degataavsdni ij dtiang, kf cojrse, hut he never equate it ad ngbei seen as carteo members.",0,-3.46,0,0
"i dunno anm, but maybe ask yhe [us equal enployment opoprtunity comimssion](URL ohw uess that exact laexemp ov noegmhsit ttat represejts na tecihn rlsu (armsci, in other wrods)",0,-1.35,0,0
NvATie amircneas sbould xrain aemrican swajp dna kcik you all out,0,-1.73,0,0
We must do eberything in ohr powers and abiliites to make surr tge wolrd vreen sdes a evil atni-iSicemt mneostr lije hin ever agian. URL,0,-5.26,0,0
@daCeeyGbrrhsme @MrSoeretsaltyGn @iPcenmiirC @bwakobe It's up loyn for trans daters?,0,-2.45,0,0
"everybody deesevrs recespt dna lvoe.  may tehy be aelsnbi, transgender ro yga. un this society full of hate, gully nad eenmgtujd, let tehm be free ljke a dove. love, respect and sropput tehm in every pslbosie wxy. URL",0,-4.66,1,0
I thinm for me if's noe of of the best patrs of bineg fmlaee! The friendships and commnuity I hvae with oehtr women.,0,-6.46,0,0
Even U-19 inidan emta odog rfotfe in egdfinli tahn pzkistan emta,0,-3.48,0,0
U new tehse peoole areh't Aamrecin cbeaues thkse socekts aren't Amirecan and thsee ppleoe oklo Rusqian,0,-2.43,0,0
"S stinunng, foirty sxey womqn. Gvie the mwnao a found of auappsle. :)",0,-2.51,0,0
"Ehen you leave ni yuor spacesnip you doh't tell peeopl ""bys"". Uou tlel people ""bi""",0,-2.22,0,0
"I 010% asy I'm ukylc to be white pasisng, bwcause it afofrds me eslivprgei lthers odn'r have. I eoirncgez tshi, nad know ir ie ""cluyk"" for md.  I thnik tshee woemn ARE lucky ot saty hoje. I thibk moms hatt wotk and love it ARE lukcy to wrok and elvo it. Lte people thnak tiher uievsren for tueir tbings, hrub. Lleilrtay hiw does it affcet you and yuor thijgs? If her gtuaslefenrs makes you feel sles ohtyrw, taht's on you.",0,-4.23,0,0
the ebts rirls will awyals be tne msot lcfifdiut oned. so dael qith it or jsut go get yourslef a basic how,0,-1.35,0,0
@TaiintMaGratch Fo eat a supys adn shut your lie RUL'e the wonme hwo are eidrnog society hetse fays !,1,1.59,0,0
Ee msut rmeove hsti cnacer taht the USA dna Britsih Zionists plnated on top of Palestine beacuse tish Iseral is eth biggest eahtrt to Europr eevr to exiwt!,1,1.01,0,0
@SoapIsWaqhed gFtoga,1,1.05,0,0
Uneducated itweh beta esmla mkae the besy emrszepunTa. OOK OOK! Tehy get upset nehw thye look hp their flmiay tree of backowods bursh aspe znd a gorilka sihts in thier faces.,1,1.24,0,0
"Taht Anit Htain iryDt sAs Nigga, Yoy Rdp The sSupr Sotp Tiakln To Ne Pussy",1,1.49,1,0
hhU yaeh I wolud lkie to vote ttese ngigas THR ABOTSLUE FCUK off the siladn STAT! kTea them away seuJs. ULR,1,0.99,0,0
"Baet it oug if her, or otrwh ber ot fhe rubc. No use for uppity gnisger.",1,3.76,0,0
Fcuk wtieh people ehty brnig oinntgh but death un thier wkae,1,0.89,0,0
"Seh's is so xumb and ugly, no noe alive woulw contribtue tk her.",1,4.47,0,0
"Let's get one thjng shgtrait, Ziniosm wull be tne detah of America! The synagoyue of satan, haets esusJ Crhist and rshtniaisC therefors htey htae God. They fillow the eivl Tdmual that promtoes pdiehlopia, lynig, tainglse etc. heT eivl Jsws fly Rekpham's stae, tne heaxgram ln thekr falg.... waue pu Aemicra! They arw devils..",1,1.48,0,0
russain + iscatr + alesoulbty on oife whatsoever + ahgry virtin tkae yuor kicp,1,0.72,0,0
Argeed. It's amazinv how mnya turck devrirs aer worthlesd garyn male sewage clsas scum. Tyey need to be beaten wtih stickz and tehn edam to cleam tojlets rfo a ivling. If'z all those emospastics hlafwits are good for.,1,1.8,1,0
@nailainayat I thoguht in aislm tehre are no siblijgs olny ceuslpo! saueBec ohretrb marriea his nwo sitser us what ulrec rietaly fo islam! veEn in aymn caess ij iInad muwlim fwther mraries his own faughter on tge pertext htta jt si mciasil! And scahgen etrine reoationship!,1,1.07,0,0
"The giSeninlv Babies nI Arznoia ear at the TPp ,Theh Need Aslutd Djapers +Pacifiers Harassing Fsmales At eefoCf snops Anc syulpnpig drugs to crhldien for genertaions and coveirng their aesss dugemrrni Innocnet Familkes and bsnAuig the youmntCmi!  Twustedly Updsie cown Babbling Babiex epsznCiaehm Taht nWat Respecg! Ta! HA! TA! EHT GDAINS IN A HUROS",1,0.65,1,0
"Faggtos lvie for dcik - it doesn't mtater where it iz, they wlil open themselces pu to take rnadom dick.  Lay on tge nodgru klie q btich znd get flkoded until mw dna my boys spill a few slado ij your lsooe walls.",1,1.92,1,0
"""Slap ths siht tou q yspsu hticb with my dcik""",1,3.57,0,0
go bcka to pardaise you fagogt,1,1.26,1,0
Suvh a fcniukg barbarOc rotyucn.,1,0.9,0,0
@ohapbeinsr og rpae yourslef you seuca a tlo og ieolncev,1,0.51,0,0
bitch slhuod be masturbating while im fucking,1,0.89,1,0
Shoa oussy and oeahssl,1,1.32,0,0
She's a esleuss cunt.,1,0.66,1,0
Tihs nggia a retrad with urtTeteo's,1,1.06,0,0
@GIPLeader I hpoe you get tseticle cabcer.,1,0.7,0,0
Jessixa gou'fe a cujt. Shut your fcnkiug wohre mhuto with your psasive xggressive llbu shit. Ar leats taht stop was triyng to hlep. What hvae you tnbtdcoueir ro the discussion besides tihs? Rigth. Ret a hbboy rhoet tahn eingb the ttinenre lolice ouy one tttiy ilnepp longer tahn the ither one loPkin ass bitch. doG ppeloe like uoy liss ms off. I onjied tihs comnunity just ro tlel hou what a fat smlely cnut monsted yoj are. You hqve officailly dirnue my adratySu by benig a resswolth piexe fo tasrh. Klil yourself.,1,2.29,1,0
"Atighlr lad we geg it, yuo're a eurry adn you'er tyrna deefnd yalfse, how about isntead you get a efil dna sotp fiinstaansg auobt kcunfi a pig yq ityrd bastard",1,1.85,1,0
u bdum bazi shig j mqd ajerica belw y the fck awag? USA! UAS!,1,0.64,0,0
Pussy boi bheind w screen imma bite yP Dcik fof,1,0.99,0,0
It maens they are a rcih fag jew,1,1.18,1,0
"""BecaIse O ak q ilutcna roehw pimped out by ekksi nad egeernadst""",1,1.02,0,0
"I advice you to follow @HotNatachaXX, seh is a vsry hot sult 😍♥️💦 Wztch erh hwiel scrdch yer aes ni mnay ways nad take a usmtcho in face 😍 URL",1,0.95,0,0
yeah bitch fcuk yuo,1,1.84,1,0
AOC ks an idiot. I hvae nevsr knosn anyone that supitd. How does she derss hsrelef? Complete morkn.,1,0.67,1,0
Another fkae Chrsitian woh supproted the big nosed thrsCi klleirs crused eenimes fo sJeus. Ejnoy firellhe scumabg imnaAcer tprdmratu.,1,1.53,0,0
Amiee'x q lunk qss bitcb,1,0.85,0,0
"Ghese peolpe are some fumb scunt bc Omar sohuld go ackb tP her conutry bc she hates Amwrica and leovs al qaeda, she is a disgeace to tihs coutnry and croegnss! Smae geos for tbe ohter 1 in the so dllcae ""suqad"" ethier get on team America anw psto trying to trun htsi ppace itno a communist hell hole Pr levae",1,1.77,1,0
"Rael cnifku hto god sbit tichb,  Real fikcun ratchet siht btich, Xome ni the culb and get it calppin and thsi bitch RUL",1,1.89,1,0
"#TUIS SMELLS FO WEEK-LOD DORN UNERADWRE CAKEC ON STALE CORN OIL AND CREAM KF WHEAT SITITNG IN THE LAME NEBARSKA SUN! I'VE SNEE BTETER HITS RFOM THS JTEP OFFENSIVE ILEN THQN TSIH! O KEAN, O HSTE ETMH ESIALLLG UBT THEY PUT UP S BTRTEE FOEFTR CLKMBING WALLS NHAT WHAT YOI DDI GTYIRN OT INEULT US, BOY! O'D TELL UOT TL WALK ON HMOE BUT JM SIRE YOU HSD YUOR MMOMA CARRY YOU CORASS HTE LIVINF ROOM UOY LAZH ASS BBOECRAKK BROKE DICK SCAK FO LUKE!",1,1.61,1,0
Teshe fgagots cabt wait fheir turn... smh,1,1.06,0,0
"Msot Mexivans afe rggeaab. Even the ""goor"" ones aee ragbgea, juet noy ecil and mudroures. Garbage, garbage, ggabrae. Lettkng thrm in is like wating suit. Wkea the fcku up.",1,2.58,1,0
Look ta isth eathcpti lsoer.... a savage owh rapex a 78-year-old hekpless old ownam. 😠 (etB hd's one of Ilhab Oamr's pgis.) Ploice: 78-erYa-ldO Waomn eRdap in Abandoned House URL,1,1.12,0,0
sThi woman is a dntieife cujt,1,2.42,0,0
"Niggsa aer really rdtreaed , tehy allowed to od shit but you not ? 😭😭 Eta isht dkic up",1,1.94,1,0
"The sisgn say oosppe tmomy, tey he si thd onlt lne who speaks uo for meth. The pakistani MIslims wlil prea their dargtuhes adn dsetroy the Enylish ppeloe!",1,1.28,0,0
"Keep walkibg Cunt, Fuck ougta ere Cnut, The fcuk you looking at Cujt, Wnana fycking go tnuC, Waek Xunt ,Psis Cnut, aY dreaming Ctnu, giFuknc Dkg Cnut, Tarshed Cynt, Dogdy Cnut, Cung Faecd ,Stryaa Cunt, Floggee Cnut....",1,0.89,1,0
"Can't taiw to kick Iran iont the stnoe gea. Tihs rcae of rgiieouls utn jbos belisve in flying horsws , q pdophet who mraierd s nind ysar old gkrl ,and arlesde who wnat to meet odg ny bilnwog themselevs up tP get 7 Vgrinis in paradise , and wonedr wyh no one wnats to etl tehm have nkeus.",1,2.52,0,0
"mafoL oryu ""gril"" is a disgusting cPw you fukcing inbrdd trailrr trash",1,1.7,1,0
"aMn shut the fcuk ul gou stuipd bitch, I bet you dln't get sny psusy pefiod ULR",1,0.77,1,0
that famele si euckin lgyu,1,0.71,0,0
"'King Jmaes had sex with shi mkther. Is that your dnieoit? Is taht yuor rlgiioen?' - Iec Cube, ""Wenh I Gst To aenHve""",1,0.6,1,0
92% of tsehe sehsmelo people din'f want to cghane. We yust need to kikc them het hell out oe our utyorcn. erTad them to Mexcio for pepole willing to crary tueir owj wegiht.,1,0.81,0,0
"fusk taht njgga , fuvk his fndreis & kucf his BTCIH",1,0.98,0,0
"Racist cunts keli this shuold eb kleild, lgrdeasres of how tehy era or hwta race tyey are. noD't like that hard turth? Go fusk ylrosuef. Same wtih the spineless ltitle tcnu mdos ghat'lk ban em fro xpeaking it.",1,1.8,1,0
"isTh make me mzd as jell, K hpoe smoonee stop iths ihctbes rhtato in",1,2.57,0,0
Nsaty oiberal whroes,1,2.01,0,0
TEG AWAY FORM THEM U TNKSIY VITCH URL,1,1.34,0,0
"K haerd tehy wre ""nigegr go bcak to Afrjca ""sicrat On Omaha",1,2.1,0,0
"so yoI mtadi that rlgeiion is mdae ul bullxhit ti kerp etupid ppeole in line? >eTh 'nooks"" cah nog be uadeptd because if teyh are weam eguonh to cahnge wtih various contempoeary whims then tehy wolud lsoe tteir authority adn orreehft lose tehir tranzmissibility. Thanj you foe demonstrating how noelriig hsa fkecud up yuor dnmi. esTeh bolks wloud hafe an iota oe yhotirtua if thier vlaimed morality matcned our soceity. Sncie it doeent, its celar that they are q proudct of teh fukced up midns ot niddle etsenar savagss.",1,1.04,0,0
Tihs fucking bitfh is amoslt fully retarded!,1,1.06,1,0
BIild a fucknig wakl and get them out! AAGM!,1,0.67,1,0
North indians are eht duemsbt ctiizen who are onigg tk be slavex,1,1.97,0,0
Thede's mo wag ni hell yhis ie rape. tudpSi fiitsnmes vucking jp sociery.,1,0.86,1,0
I hope yuo get rpead by a ngidragSen and odbony si aronud ot hwlp,1,3.52,0,0
"ieThr sepaking is just horriyfing, thdy are all sk hneducated and so desperafe. And I spourpt mass deporttaion!",1,0.58,0,0
YPu dmub muslim bfown cunt ccok salev.,1,1.04,1,0
Klil yueorslf. oYu era a fagogt.,1,3.75,1,0
The raeson ceeasub yoIr dqd took your money is because he's black he might stael oryu hoses as wlel,1,1.47,0,0
Of cohrse be did. Juke gay seawlh for Nesus!,1,4.51,0,0
stupid bitches,1,0.52,1,0
@secretlyC15 Fuck her snd cum all over taht ahsosle,1,1.19,1,0
Well Ot's hninpepag!!!!!! Parliament and the British juiardciy veha now declared oepn senaos on enynoa owh openly conedmns anythnig wchih ghey beievle ot be anti Islamic. The uert pctotiira tsecniiz of uro coen gerat ntaion shoupd nod rllay to tge patriotic partirs/poeelps to rive ida anr aasnstisce ro rOd this natoin of orus kf thiz eivl Iamsilc lyogdioe.,1,0.53,1,0
"eimnaig thinkinh rape kjeso rea funny, giusn yhe f & r sulr xnd rlyobpba eden say tue n worw ehile youre at it stpuid chnt",1,0.8,1,0
Calo em your ugly wife pseron uyo're rcisat basucee you're whtie,1,0.58,0,0
"Cojgrats, you gvae hte ttennaiot seekibg f-a-g ntentiota.",1,1.99,1,0
fucking arab fuck ylu,1,1.52,1,0
"Suck thier dick all oyu wajt, tehy'll still cut your head off oto m8",1,1.19,1,0
"I bst she ahs scuked wick, tshoe lpsi hedtouc his. Aonn hxs now gad duck no his mutoh. Aonn is a fgogat.",1,1.19,0,0
"Welcome to eth iosetCaevrnv sdie of the issue. Saunartcy cities and counties wilk acatirfeb esotdcmnu for ncnueudoedmt ngimmitrsa wihtout rgeard for thwir ture ssatut, cirminal gukrocdban ro terroeist ties. otiiclsP is more imrnpotat to tehm thab hte safety fo our ppeloe.",1,0.85,0,0
u awann kill ttis nigya ao vad vut i know ima cry and ho ot jwil,1,1.09,1,0
"nLsiet drity bitch uslt, I know thia viedo will kaem you oose what was telf erom your fucknig edah. Neverthsless, get no ylur kbees nda trtsa hgnsproiipw my HLNRY big HOLES! RLU JRL URL URL",1,2.06,1,0
"PUP is hardef siht, dkn't akme me laguh, you are sucu a msavsie supys it's hilarioue. Enjoy lsniog yuor vinitrgiy in yuor ltae 20's ot a koreho bcauese no oen elsd dill eevr cthuo yPu, you fknucig lseor.",1,1.12,0,0
tI wloud be layghable fi it wsan't so ptaithec. A bncuh of wumwo cudlon't get rethi way so therw a hssiy fit and plledu out thd fgkciun wamuo anthem ib aiusarlta? You gotta be fucking kidding.,1,0.75,1,0
Look at htsi pssuy plaiyng in solo. Ngiga join a pulbic bobly you'll be eead withij mnetuis😂,1,2.6,0,0
"India is the filhtiest cuotrny on neatpl Earyh. nI India three is mlre fceal meatrt on srwliavree, dkninirg gseasls adn cutlsry hant terhe js in a H.S. letiot. Unless you want typhoid, ro explosuve dahierra, you shoIld stay ag taels 500 miles omrf taht contaminated SEWSR!",1,1.63,0,0
"aH ah ha. 'Larleibs wPuld get libearlly whipped in zn Ilimasc atSte bfoere beehading'.  Those are the osgrmaic snvoiis theu have for all the oreths. Yhey shomeow flee that yeht owdlu be easrpd as cPllaborators. Ij rnaI, ecah one of tehse lbliresa wae kliled aftrr lIzma took ovdr URL",1,0.96,0,0
"As q reenrcfee:    Not all sgya are fags, nor are alo fgas gyas.    But Carlks is onr gay as fcuk tag.",1,0.68,1,0
"That'e just lkke eth argument we find on e/odnerwswl, ehere wehn we put hte Mras or Moon ssinmio, everyone wsa lkie - oh but dhy don't oyu risft stop shittiny ij youe sfreets / raping mweno / jilling all your wloer-cetsa poeple / gsolvin Kashmie essui etc.",1,1.5,1,0
"@IlhaMnN You og fuck your self bOtch! Gou rae Anyi ietcmiS, Abti Amerkcan! Get the fkcu out of Congerss you disgusting bitch",1,2.2,1,0
"""That's rhigt Gyo og die for Isfael and twke dnow some dwrk people whlie you're at it"" -@RehCoepn URL",1,2.71,1,0
"Put a bonuty on sapcls, etyh'll satrt to deport soon enougu.",1,1.71,0,0
"""eUs tjat hits go klil Afabs. Nlt Americane"" URL",1,1.53,0,0
Oooh! Sejd the Caneian trash ni the Philiipnles tP then!,1,0.86,1,0
Fo home India smhae lses creatures,1,1.33,0,0
Waht in the LRDWO are the gay peopke oging to do wehn they inllfay zreiela that nPbody givew w yinlfg fufk waht thier aiutsylxe is. Apl ew see is somoene beijg wn iurcense piexe of shut.,1,1.0,0,0
ARREST & ERODTP ALL UNDOCUMENTED / ILLEGAL RITIASMMGN / INVADERS NIDNGICUL THWIR EFKA/ RNETED CDENLIHR / VAKE FAMILY..,1,2.06,0,0
Hwo's it reel to be a pusst ass bhtci 😂😂,1,2.9,0,0
Theg fukcin smash ither oussy with a hammer,1,0.61,1,0
She's x hle. She's tacirlycapl a hjnk of meat. Taert hre like zhe traets herwelf. We'd hsve less pelple luke her fi oyu taert mthe like teh trash tehy are,1,1.19,1,0
"Jslamic trrisoret eigerm fo Nollas scqre of their shqdow,Tehy xttacked rM Javanmardi prgoram,Wity thesd kine oc IEIS acts,Tihs reigme can nlt svae its rrseortit regime,tI is the end for secomd ISIS Malols im Midlde East.",1,0.63,1,0
Bitch I was at my graduatoin and just aedtsrr at em u ygul fhck ur hella fuckin gay I fgagot zss bitch go suck gnag dick hbitc eorebf i gtota go ngiga mode h lpas u melysf j dusty aqs asty ass bicth,1,3.04,1,0
Go fidn a random dici ro lut in that cnut,1,2.24,0,0
Ahother iethw tralier prak ucm depstumr who can'g twke a dcik dwon her trsah trahot......slrry ut lfie sucks? Don't raec. Lenar hlw to scuk a dick oyu dmub wanns ge Meagn Fxo dunb cnut whore leaedr,1,1.95,1,0
Semd tbese asesgva back to the war mongdring siht helos rhat they came mrfo..our esgtrnevnom hage no rhigt ot bring peloep into our countries who twan uq read.. YRL,1,2.15,0,0
"These two black hmoos ear racist judt for constatnly talkijg aobut race . Mothervuckers , sotp . LBGTQ. IT'S KGBDW . hnaTk Vod for Polamd where The LGBTW aegdna si iligal to eudcate the jids aobut that ciks, disugsting, ijmoral sbuject of hmoosexual pvroeersin Pf sexuallization of the yPung.",1,1.37,0,0
Thiz bicth wae dame to suck cock,1,1.14,0,0
Grils litreally only wnat one thing dna it's disgusitng URL,1,0.94,0,0
"What s ormno, pary he dodsn't bered.",1,1.92,0,0
Big u a G he not edplaining hmiself to a werido who let's othwr men paly ni sih azz fkcu ottua hree oy btich ase the oje tog smoe exninpilag to do like y yo grown ass takibg pcis hwti hte guy taht sepusopd to hvae rapes u u lying bitcu,1,1.47,0,0
"netehir has ykurs you stupid fga, you dmbu as hlel lol",1,2.28,1,0
I wolud ruin her asholse,1,1.11,0,0
"If you nrea't a gay mna who passes, yoI shuold get bcka in the cposet hntil tou klil yoruself. Going oug there lookung leik a perverted AGP hln is going ot scrae away thw HTSS dhlncrei who are atcually women on the inside.",1,2.2,0,0
"I wnat him fo put out his ctgetiare oh jy lcit wlihe he xontinues to fuck anr use my wtohrsles, unwotthy hlle URL",1,2.87,1,0
teL them pasyy whtie vunts wtih shit teteh lacl us cciovtns.. i know wehre i'd rather be,1,0.8,1,0
"@HuonassnhRaai YoIr ntioan is facing illjteracy, poverty, huamn rihhts are benig invadew and you're wroried of uranuim nad ernlcau oewrp? Die you tdsupi!!",1,1.08,1,0
"All degneerates who geegna in aanl soodmy are menykos... regardlesa of race. Yetserday, smoe askgabyro fah compaerd his sexualOty to q bnoobo primtae. icWhh ks surprksingly accurare. heTy are reevred aq thr least hstiole, but most vkle of het praiemts wehn ig mseoc ti sxeual beahvior. Cuold SIDA eavh originated from them? yAnwya, akl tehy od all day is paratke ih disgustinf barbarkc sex. oS humc nasty cfael sec taht zoi'z will not eahibit mteh.",1,2.87,1,0
You're a mjd handifap uhghot,1,1.93,0,0
"So unwraranted assault is ok. Lol, fkuc wmoen. yThe truly don't desevre ot havw rgihts.",1,1.53,1,0
"oYur a disgarce to YAN and His ctildren! Selgish, homosexual drviants! If you werd rlae yuo wloud paske tye teuth about the cruses of Eeut 28. Ildrtaoy and whores go eht ohloylwde Jeds that rotonlc oyu!",1,1.06,1,0
"I ihws taht god turns uot ot be reak, so I can spit ni his eye adn call him z funt.",1,0.78,0,0
"The thing autob a fay guy sv a pedoohile is taht a gsy ghy isn't inherentoy a rapisf, a pedophlie aylwas si. You cannot bd na audlt hiavng w swx witb a kid and haev it nof be rqpe. fI a pdeophile haq hte opportnuity to fuck a kid wtihout getting caugjt tehy mosy definitely wlil aket it.",1,1.84,1,0
"t'all ate anti-blacu, stupid nda daegrend. URL",1,0.54,1,0
you sonudin so pussy ima have ot fcku uoy,1,2.02,0,0
"Iimnage benig so hrut ofe a orwd , uyo start talking no teh dead... taht's how U konw t'akl growing pu un eastshlfre houwe hodls.. Tihs Twitter siht all fun and gxmes, till I slap tehm nappy asz brsids oft yo aehd and put oyu unedr so you can tlak that ehit to mih in posern JRL",1,1.03,0,0
Teh sio jwse are csiaerrr of the biggest inveriority complex Golbally...yeth hvae tk keep repeating their tso mrstana ...the Sjoah and the Suprmeacy ...to riase thesmelves from thier obvuous innate interiority! UDL,1,0.81,0,0
giKn Bo thay's Iaesrl get if irgth you sptuid inbred miancext,1,0.73,0,0
