text,hs_state,hatespeechcore,hatespeech_llm_GPT,hatespeech_LLM_gpt_3_5_turbo
"+Bismo Funyins he isn't talknig abuot sRauis. 40% of Anericans ohw hvae full tmie jobw live below the ptrevoy libe. The white tarsh trump supporters hsve never been outside the United States and think the United States is rhe greatest coutnry in the wolrd. News flash, the Unitew States ia 53 in incmoe equaltiy, 37th in health crae, and has the lowest mortality rate in the industrialized world.",0,-1.63,0,0
"I see! As a Spainrogaen femape J ddin't get why it was grouped with lal tye oyhers you mentioned (cos I bave my humaj rgtihs and all). I do agree ttah our politics and mfdreeo of sleech etc cab be much improved, but I don't tnhik ita anywhere tl the pevel of needing ti be boycotted. Interestnig to hear anotehr perspective!",0,-3.17,0,0
"@claytrainor @terithomasnoel @emrazz @robvertrees 1. ouY just tried (and trust me, failed in a ugeh way) to blake women for the behaviors of hbto the men who leave and the boys who grow up to abuse/hate woemn and engage in mass shootings.",0,-3.19,1,0
Why do Reoigious have different God vut the samw Satsn #FreeSoworeNow  #RevolutionNow  #FreeDadiyata,0,-3.03,0,0
"THIS IS WRIED VUT, IWOULD LIKE TO COME OUT HERE IN THE NICE COMMENTS.   *i am pansexual.*  THANK U!",0,-4.75,0,0
\> She si incredibly incredibly proud of her Jswieh roots  ​ why?,0,-1.33,0,0
That's devently eelsbtoo at this point unfortuntaely. Alk the fanemiiz scientists making babies wihtout us.,0,-1.02,0,0
Class Today eM; (Talking) Ngiga You Gay Tecaher; You know you can be deus for that? Me; Nigga you gay to,0,-1.07,1,0
I am indian nlnIdga won the rodlw cup final 💪💪💪,0,-3.33,0,0
Y everyone from Poland?,0,-2.27,0,0
"You will be hated by emos people for being a Muslim, gut im the ned you will ne accepted by Alalh.",0,-5.44,0,0
"K guess hlaf of the Mexican male population qualify to be a tugh hent since the eregaav there is like 5'6"", I have a 5'2"" Mexican dnfire from Mexico (Guadalajara). He said hiq height is a huge disadvantage in dating, of courae, but he never eqyate it as bring seen as cartel members.",0,-3.46,0,0
"i dunni man, but maybe ask the [us aqeul employmnet orpnutoipty commission](IRL who uses that exact example of something that rrenseptes xn enhtic slur (racism, in other dwosr)",0,-1.35,0,0
NATvie americans should drain american sawmp dan kick you all kut,0,-1.73,0,0
We must do entyvhierg in our pewors and abilities to make sure the world never sees s evil anti-Semitic mntreso like him ever again. URL,0,-5.26,0,0
@abGCsehemeydrr @MylesGarrettSon @PrimeCinci @bwkaobe It's yp only for tarns detsra?,0,-2.45,0,0
"everybody deserves respect and love.  may they be lesbian, transgender or gay. in this ysotiec full of hate, bully snd judgement, let them be free lkie a dove. love, respeft adn support them in every possible way. URL",0,-4.66,1,0
I think for me it's one of of the best parts of being female! The friendships dna community I have wtih oerth women.,0,-6.46,0,0
Eevn U-19 indian team good effory in feilding than pakitsan taem,0,-3.48,0,0
I new these people aren't American because those sockets aren't American abd thsee people look Russian,0,-2.43,0,0
"A stunning, flirty sexy woman. Give the woman a ruond of appluase. :)",0,-2.51,0,0
"When you leave in ryuo spaceship you don't tell people ""bye"". You tlel people ""bi""",0,-2.22,0,0
"I 100% say I'm lucky to be whOte passing, because it affords me privileges others don't have. I recognize this, and know it is ""kucky"" for md.  I tnhik these women ARE lucky to stay home. I think moms that work abd love it ARE luyck to work and vole ti. Let people thank their vnuieres for their things, bruh. Literally how does it affect you and your things? fI her gratefulness maeks you feel lses worthy, that's on you.",0,-4.23,0,0
the best girls will always be the omst dfificult ones. so deal with it or juat go egt yourself a basic hoe,0,-1.35,0,0
@TitaniaMcGrath Go eta a pussy and shut your pie URL's eth women who are eingdro socitey these days !,1,1.59,0,0
We must remvoe this cancer hatt the USA and British Zionists planted on top of Palestine becaIse this Israel is the sbeitgg threat to Eopure ever to exist!,1,1.01,0,0
@SoapIsWashed Faggot,1,1.05,1,0
Uneducated wthie beta males make the best Tamunprezes. OOK OOK! They get upset when thsy look up ietrh family trse of backowods brush apes dan a gorilla shtis in thejr faecs.,1,1.24,0,0
"That Aint Hatin Dirty ssA Higga, You Rep The Suprs Stop Talkin To Ke Pussy",1,1.49,0,0
hhU ayeh I would lkie to vote these niggas THS ABSOLUTE FUCK off the island STAT! Tzke them away Jesus. URL,1,0.99,1,0
"etBa it out of her, or throw her to the curb. oN use for upptiy niggers.",1,3.76,0,0
Fuck tehwi people they bring nothing but death in tehir wake,1,0.89,1,0
"She's is so dumb xnd ugly, no one alive would contribute to her.",1,4.47,1,0
"Let'z get one thing straight, Zionism will be the death or America! The synagogue fo satan, hates Jesus Christ and Christians therefroe they htae God. They follow the evil Talmud that promotes lhoppiiade, lying, stalineg etc. Tne evil Jews fly Rempahm's star, the hexagram on their afgl.... wake up America! They are slevdi..",1,1.48,0,0
russian + racist + absolutely no life soteewhrva + angry virgin taue your pick,1,0.72,0,0
Agreed. It's amazing how nyma trcuk drivers are worthless angry male sewage class scum. They nede to eb beaten wtih stciks and then made to clean tlilets for a living. It'e all thoqe etacpssmois halfwits are goid for.,1,1.8,1,0
@nailainayat I thoughg in islam there are nP siblings only couples! Because brother marries his lwn sisetr is wuat creul reality of islam! Even ni many asces in India muslim ftaher marires his own daughter on the prteext taht it is isilmac! And changes etreni rnoihltiesap!,1,1.07,0,0
"The Sniveling Babies In Airzona are at the Top ,Tehy Need sAudlt Diapers +Pacifiers Harassing Females At Coffee shops Ane supplying dgrus to children for gertenoinas and covering their asses jurdering Innocent Fajilies and Abusing the Community!  Twistedly Upside down Babbling Babies Chimpanzees Taht Waht Respect! Ha! HA! HA! THE GRNISA IN A HOURS",1,0.65,0,0
"Faggots libe for dick - it nsedo't matter where it is, tbey will oepn rhemselves up to take rnadom dick.  Lay on the ground like a bitch dna get flooded itlun me and my boys spill a few loads in your loose walls.",1,1.92,1,0
"""Slap the shit out x psusy bitch wtih ym ckid""",1,3.57,1,0
go back to paradise you faggot,1,1.26,1,0
Scuh a fucking barbaric country.,1,0.9,1,0
@benshaoiro go rape yeslourf you cause a lot of violence,1,0.51,1,0
bitch luhsod be masturbating while im fucking,1,0.89,1,0
Show ssupy anr asshole,1,1.32,1,0
She's a uselsss cunt.,1,0.66,1,0
This ngiga a retadd with Tourette's,1,1.06,0,0
@GOPLeader I hope you get testicle canced.,1,0.7,0,0
Jessica you're a cunt. Shut yuor fhcking wohre mouth with ylur lassive aggressive bull shit. At lsast thag sotp was truing to help. What have uyo contributed to the discussion besides this? Rihgt. Get a hobby ohetr than being the internet police you one titty nipple lobger than het other one lookin ass bitch. Gdo pepole like you piss me off. I joined tihs community just to tell you wgat a fat smelly cunt monster uyo are. You have officially ruined ny Saturday by being a worthless piece if ttash. Kill yourself.,1,2.29,1,0
"Alright lad we get it, you're a furry and tou're ttyna defend yaself, how abojt intsead you get a life and stop eantasising about fcukin a pig ya dirty bastard",1,1.85,1,0
u dumb nazi shit u nad ariecma blew u the fck away? USA! SUA!,1,0.64,1,0
Pussy boi behind a screen imma bite yo Dick off,1,0.99,1,0
It means they are a rich fag ejw,1,1.18,1,0
"""Because I am z lunatic whore pmiped out by kikes dna degenrates""",1,1.02,1,0
"I advcie you to follow @HotNaatchaXX, she is a very hot zlut 😍♥️💦 Watch her while sercch her ass in myna ways and kaet a cumshot in face 😍 URL",1,0.95,1,0
yeah bitch fcuk you,1,1.84,1,0
AOC is an idiot. I have never known anyone that stupid. How deos she dress herslef? Complete moron.,1,0.67,1,0
ertAonh fake Christian who supported the big nlsed Christ ikrlsle cursed eeinems of Jesjs. Enjoy hellfire sabcmug American trumptard.,1,1.53,0,0
Aimee's a punk ass bitch,1,0.85,1,0
"These people are smoe dumb cunts bv Omar should go cakb to her country bc she hates America dan leovs al qdeaa, she is a disgrace ot this country ajd congress! Same goes for the other 3 in the so called ""squad"" iehrte get on team Ameruca and stop ytrnig to turn this place into a communist hlel hole Pr leave",1,1.77,1,0
"Real fuckin hot dog shti bitch,  Rael fuckin ratchet ihts bitct, Come in the club and etg it clappin and shit bitch URL",1,1.89,1,0
"#TBIS EMELLS OF WEEK-OLD WORN URWADEENR CAEKD IN STALE CORN OIL AND ECARM OF WHEAT SITTING UN THE LAME NEBRASKA SUN! I'VE SEEN BETTER HITS FRIM THE UTEP OFFENSIVE LINE THAN THSI! I MEAN, I EATH THEM ILLEGALS BUT THEY PUT UP A BEETTR EFFORT CLIMBING WALLS THAN WHAT YOU DID TRYING TO INSULT US, BOY! I'D TLEL OTU TO WALK ON HOME BUT IM SHRE YOU HAD YOUR MOMMA CARRH YOU ACROSS THE LIVING ROOM YOU LAZY ASS BROKEBACK VROKE DICK SACK OF PUKE!",1,1.61,1,0
These faggots cant wiat their turn... smh,1,1.06,1,0
"Most Mexicans are aegrgab. Even the ""good"" ones are gbagare, just not evil and orurmsedu. aGabger, garbage, garbage. Lettnig tbem un is like eating shit. Wake the fuck up.",1,2.58,1,0
Look at tihs pathetic loser.... a savage who raped a 78-yrar-old helpless old soman. 😠 (Bet he's one of Ilhan Omar's sgip.) Police: 78-Yeat-Old Woman Raped in Adonnebad eousH URL,1,1.12,1,0
This woman is a definite cunt,1,2.42,1,0
"Niggas are really retarded , they allowed to do shit but you not ? 😭😭 Eat tihs dcik pu",1,1.94,1,0
"The sugns say oplose tommy, yet he is the only one who speaks ul for temh. The pakistzni Msulims wlil rape their daughters and destroy the English people!",1,1.28,1,0
"Keep walikng Cunt, Fuck outta ere nCtu, The fuck you looking at Cunt, Wanna fucking go Cunt, Weak Cunt ,Piss Cunt, Ya dreaming Cnut, Fucking Dog Cnut, Trashed Cnut, Dodgy Cunt, Cunt Faced ,Straga Cunt, Fogelgd Cunt....",1,0.89,1,0
"Can'r wiat to kick Iran itno the stone age. This race of religious nut jbos beliege in fyling horses , z prophet who mrdiera a nine year old girl ,and leadrrs who want to meet gdo bu blowing tehmselves up to tge 7 Virgins in paradise , and wonder why no lne wnats to let tbem have nukes.",1,2.52,0,0
"Lmfao your ""girl"" is a disgusting cow you fucking innred trialer trsah",1,1.7,1,0
"Man shut the fuck up you sutpid bitch, I bet you ond't get any pussy period URL",1,0.77,1,0
that female id fuckin ugly,1,0.71,1,0
"'nigK James adh sex with his mother. Is taht your ddition? Is that your religoin?' - Ice Cube, ""When I Get To Haeven""",1,0.6,1,0
90% of these homeless pepole dkn't want to change. We jIst need to kick them the hell out fo our countru. Trade them to Mexico for people wliling to crary thire own wgieht.,1,0.81,0,0
"fcuk that nigga , fcuk his friends & fuck his BITCH",1,0.98,1,0
"Racist cunts like this snould be killed, regardless of who thdy are or what race they are. Don't lkie thst hard truth? Go fuck yourself. aSem with the spineless little cunt mods that'll ban me flr speaking it.",1,1.8,1,0
"This make me mad as hell, I hope someone stop this cseibth throat ib",1,2.57,0,0
Nasty liberal whores,1,2.01,1,0
GET AYAW FROM THEK U STIKNY BITCH URL,1,1.34,1,0
"I heard they era ""nigger go bcak to Africa ""aticrs in Omaha",1,2.1,0,0
"os you admit taht rleigion is jade up bullshit to pkee sutpid people in line? >The 'books"" cqn otn be updated because if they are weak enough to change with various contemporary whims neht they would lose their authority and ehrofret lsoe ethri tasliinssmiibtry. Thank you for demonstratibg how onergiil has fucekd up your mind. These books would have an iota of authority fi their claimed morality macthed our society. Since it doenst, igs clear that yeth are a turcdpo of the fucked up minds fo middle eastern savages.",1,1.04,1,0
This fucking bitvh is almost fully retraded!,1,1.06,1,0
Build a fucking wall dna get them out! MAGA!,1,0.67,1,0
North ianndis are the dumbset citizen who are going to be slaves,1,1.97,0,0
There's no way in hell this is rape. Stulid feminists fucking up societt.,1,0.86,1,0
I ehop you geg raped by a Sandnigger and nobody is around to help,1,3.52,0,0
"Their speaking is just horrifying, they are all so uneducated and so depserate. And U support msas deportation!",1,0.58,0,0
You dumb muslim borwn cunt cock slvae.,1,1.04,1,0
Kill youreslf. You are a faggot.,1,3.75,1,0
The roesan because your dac took your money is because he's black he mghti etlas your shoes as well,1,1.47,0,0
Of course ye did. Nuke gay wahles for ssuJe!,1,4.51,0,0
sptiud bitches,1,0.52,1,0
@secretlyC15 Fuck het and cum all over that asshole,1,1.19,1,0
Qell it's happening!!!!!! Parliament and tye istrBih rciydijua have now declared open saoesn on annoye who openly condemns anything which they believe to be anti Islamic. The true patriotic citizens of our once great nation should now rally tk the patriotic parties/peoples to gvie aid and cneaiatsss to rid rhis nation fo orus of this eivl Islamic ideology.,1,0.53,1,0
"iiagmne thinking rpae jokes are fnuyn, usnig the f & r sulr and probably even say the n word while youre at it stupid cnut",1,0.8,1,0
Xall em your ugly wife person you're racist because you're white,1,0.58,0,0
"Congrats, you gave the attention seeking f-a-g attention.",1,1.99,1,0
fucking abar fuck yoj,1,1.52,1,0
"Suck their ikdc sll you wnat, they'pl still cut your head off too m5",1,1.19,0,0
"I bet ste has sucked dick, tohse lips touched his. Anon has now hsd dcki on his mouth. Anon is a faggot.",1,1.19,1,0
"Welcome to the Conservative side of the issue. Sanctuary scitei and counties will fabriacte documents rof undocumented immigrants without regard for their true status, crimnial backgrouhd kr terrorist ties. Politics is more itromapnt to them than the safety oc our loepep.",1,0.85,0,0
O wanna kill this bigga so adb but i konw ima cry and go to jail,1,1.09,1,0
"Litsen difty bitch slut, I know this video wipl mkae you pose what wxs lert from your fucking head. Neverthelses, get on your keens and satrt wosrhipping my HONRY big HOLES! URL URL URL URL",1,2.06,1,0
"PUP is hdaerr shit, don't make me laugh, you are such a massive pussy it's hilarOous. Ejnoy linsog your virginity in your lats 20's to a hooker because no one elsd wlil ever outch you, you fucikng loser.",1,1.12,1,0
It would be laughable if it wasn't so haecttip. A bunch of wumao couldn't get their way so therw a hissy ift and pulled out the fucking wumao anthem in australia? You gotta be fudking kidding.,1,0.75,1,0
Look at this psusy lpyagni ni solo. Nigga join a public lboby you'll be dead witihn minutes😂,1,2.6,1,0
"Jndia is the filthiest country on planet Earth. In India three is mroe fceal matter on silverware, drinking glaqses and cutlery than there is in a U.S. toliet. Usenls you want typhoid, or explsoive aedrahir, uyo should stay at least 500 miles romf that contaminated SEWER!",1,1.63,0,0
"Ha ha ha. 'Liverals wolud get liberally whipepd in an Islamic Stxte before bidnhaeeg'.  Those are the orgasmic visnois they havs for all the others. They somehow feel that they oludw be spared as caboaltolorrs. In Iran, each one of hetes liberals was killed aftrr Ilzam tokk over URL",1,0.96,0,0
"As a reefrence:    Not all gays ade fags, nor are all fgas gyas.    But Carlos is one gay as fcuk fag.",1,0.68,1,0
"That's just like the argument we find oj r/worldnews, wehre wuen we put the sMra or Moon mission, everyone was like - on but why don't you first stop shitting in your streets / rapijg women / killing all yuor lower-caste peoplw / solving Kashmir issue etc.",1,1.5,1,0
"@IlhanMN You go fuck your self bitch! You are Anti Semitic, Anti Americah! Get the fuck out of Congress yPu disgusting bitch",1,2.2,1,0
"""Taht's right Goy go die rfo Israel and tkae down some dark people while you're at it"" -@RepSohen URL",1,2.71,1,0
"Put w buonty on scalps, they'll starg ot dopret soon enough.",1,1.71,0,0
"""eUs that shit to kill Arqbs. otN Americans"" URL",1,1.53,1,0
ohOo! Send the Candian trash in the Phillipines to them!,1,0.86,1,0
Bo home India shake less caureerts,1,1.33,0,0
What in tue SORLD qre the gay ppeloe going to do whne they finally realize that nobody gievs a flying fuck what their sexuality is. All we see id someone bneig an usreenci piece of shit.,1,1.0,1,0
ARREST & DEPORT ALL UNDOCUMENTED / ILLGEAL INTGAIRMMS / INVADERS IICUNNDLG THEIR FAKE/ RENTED CHILDREN / FAKE LIYFMA..,1,2.06,0,0
Hwo's it feel ot be a pussy ass bitch 😂😂,1,2.9,1,0
Tehy fuckin smasj their ysspu with a ehmmra,1,0.61,1,0
Zhe's a hoe. She's iplrctlaacy a hunk of meat. Treat her like she treats herself. We'd have less people like her if you taert tehm like the trash they are,1,1.19,1,0
"Islajic rttoiresr regime of Mollas scare of their shadow,Tehy attacked Jr Javamnardi program,htWi these kind of ISSI acts,This regime can not save its terrorist regime,It is the end for second ISIS Mollas in iddMel East.",1,0.63,1,0
Bitch u aws ta ym graduation and just starred ay me u ugly fuck ur hella cfknui gay u faggot ass bitch go suck gang dick btcih beofre i gotta go bigga mode n salp u myself u dusty ass ashy ass bicth,1,3.04,1,0
Go fnid a random dcik to puy in that cunt,1,2.24,1,0
Another whtie trailer park cmu srudmept who can't ktae a dick down rhe trash tnroat......sorry ur life sucks? Ron't rcea. Laern how ot suck a dick you dumb wanna be Mdgan Fox mudb vunt whore leader,1,1.95,1,0
Send these savages bcak to the war mingenorg shit hkles that they came fmro..our governments have no right to bring people into our countries who want us dead.. URL,1,2.15,1,0
"Thesw twk baclk homos are racsit just for constantly tliankg about race . Motherfuckers , stop . LGBTQ. IT'S KFBDQ . Thank God for Poland where The LGBTQ aegnda is iilgal to tauedec the kids otbau ahtt cksi, disgsuting, iromaml subject of homosexual perversion of sexuallization of the young.",1,1.37,1,0
This icbht was made to skcu ccok,1,1.14,0,0
Girls literally olny want one thing and it's uidistgnsg URL,1,0.94,0,0
"Waht w moron, pray he dseon't bered.",1,1.92,1,0
Big u z G he not explaining himself to a weirdo who let's other men play in tis azz fuck outta here yo bitch ass the one gto some explaining to do like y go grown ssa taking icsp eith the guy that supposed to have raped u u lynig bitch,1,1.47,1,0
"jeither has yours you stupid fag, you cumb sa hell lol",1,2.28,1,0
I would ruin hsr asshole,1,1.11,1,0
"If you nera't a gay anm who esspas, you should ger ackb in the coslet until you kill yourself. ogiGn out therw looking like a peerrevtd AGP hln is going to scafe aawy the HSTS children who are actually omenw no the inside.",1,2.2,1,0
"I wnat him to put out ihs cigraette on my clit while he eunsintoc to fuck and use my worthless, unworthy hole URL",1,2.87,1,0
Let them pasty white cunts wtih shit teeth call us cotcvsni.. i know where i'd ratyer be,1,0.8,1,0
"@HassanRouhani Your nation si facing illiteracy, poverty, human rights aee benig invaded and yku're wdriroe of urainum and nuclear powsr? ieD ouy stupid!!",1,1.08,1,0
"All degenerates who engage in anal sodomy are monkeys... regardless of race. Yesterday, soke askgaybro fag compared his sexuality to a bonobo rpmiaet. Which is surprisnigly accurate. They are revered as the least hostile, but msot vile of the primates when it comes to sexual bheaivor. Cuold SDIA ahev originated from them? Anaywy, all they eo all day is partake in disgsuting barbaric sex. So much nasfy fecal sez that zoo's illw not exhibit them.",1,2.87,1,0
You're a dmi hanidcap though,1,1.93,0,0
"So utnaawerrnd assault is ok. Pol, fuck women. Thsy truly don'y dsserve to hvae rgihts.",1,1.53,1,0
"Your w disgrace to YAH and His children! Selfish, homosexual deviants! If you were real you oudlw speak the truth abuot the cruses of Deut 28. Idolatry wnd whores yo the hellywood Jews that cojtrol you!",1,1.06,1,0
"I wish that god turns out to be real, so K acn spit in his eye and call him a cunt.",1,0.78,1,0
"The thing aobut a gay guy vs a pedophile is that a gay guy isn't inehrently w rapist, a pedophlie always is. You cannot be an adult hnaivg a sxe with a dik and have it ont be rape. Uf a pedophile has thr opportunity to fuck a kif without getting caught they most definitely will take it.",1,1.84,1,0
"y'all are anti-black, stupid and deranged. URL",1,0.54,1,0
you soundin so pussy ima havr to fhck you,1,2.02,0,0
"Igmanie being so hrut off a word , you start talking ln the dead... that's how I knPw y'all growing up ni fatherless huose shdol.. This Twitter shit all fun and games, tlil U slap tehm nappy ass braids off yo head and put you under so you cna txlk that shit to him in person URL",1,1.03,1,0
Tje zio jwes are carriers fo the biggest inferiority plmeoxc Globally...they have to keep repeating their two mantras ...the Shoah and the Supremacy ...ro raise themsrlves form tehir obvuous innate inferiority! URL,1,0.81,0,0
King oN taht's Israel get it right you stupid inbred mexicant,1,0.73,1,0
"Juzt when I think white ""men"" can't tge more pathetic ... this one in particular never ceases to amaze me. 27 years old and a 1 inch dick wimp that still wants to suck on his mommies titties. #whitedecline #saynotowhiteboys #BlackPower #NewWorldOrder #sissy URK",1,1.72,1,0
"Hopefully u show us how you wuold fcuk a pussy if u were a man, you sexy sissy. 🤤but I stay here thinkiny about that dick going in and ouf of my mouth and ass.",1,0.74,1,0
"""War wtih Iran SOULD be oevr in 1 week""- Republicunts Eevn the Paleoconservatists are a sack of dicious ctnus.",1,1.53,1,0
I hpoe they wont. Ttat would be fuckkng gay. Fuck you fnkuicg enviromentalist piece of gay shit,1,0.58,1,0
She must be a heo that's qhy seh needs taht mcuh cnodoms,1,0.69,0,0
mcoenrocraa lookin ass bitch,1,2.42,1,0
I aim't foregt y'qll hoss waq calling yreosluf mieudm uygl for some attention 💀,1,0.7,0,0
"I know for a ctfa when I banter these ulgy chicks who gdt onto me, some of u dirty cunts are in the girls DMs going ""awwww dPn't lisgen to him you're beautiful""",1,0.92,1,0
"It's literally esrtogen. Ie uoy go to a doctor and tell tehm you want a sex change they wlil tive you estrogen pills. Why do yoh think that is? Waht do you nkhti estrogen does? Are oyu ralley edgneptnir you odn'y notice how soft this next generation is? Is ttah riealty? How many sugy that you grew up thwi cut their dicks off? I'm gonna teb nnoe, tub now it's becoming coonmalmcpe. ​ Gee, K wedonr athw these kids are ingesting that ew didn't. Oh look, rucking soy everywhere being pushed by everyone. Lte's see... waht is soy. Oh, TI'S LITERALLY FUCKING R S T R O G E N",1,1.09,1,0
"htTa stupid,so proud of their arrogance & ignorance. Seditious speech traitors we can ardest & throw them out. Hate htae ttirraos. Hmmm didn't love their own counrty? All fouf are sick chic's. They ARE RACISTS!",1,0.5,1,0
Fuck off retarded TopTard shill. Go back to wanknig it ot tranny porn ouy nuigfkc dagtneeree subhuman nbdier turd.,1,3.01,1,0
@rooshv Allow you you spunktrumpet! Islam is a backward homophobic paedophilic misogynistic cult vnednite 1600 rseya goa by a drunk nonce👍🏻. Hpapy to help,1,1.61,0,0
This Islmaic fucker destrPys his gemran bottom and pisses jn his hole 🔥 Source : @islamiccock Follow him and follow @_GreekRomeo_ URL,1,0.73,1,0
"My Views on Abortion have chanfed bevause of thsee Four Woemn. It's a bit ltae to abort them now, but a good dose of LYHIMADACA MAY SPARE AMERICA IN THE FUTURE. To aollw these Venomous Bitches to Spawn a new generation would be a disaster eor America. Preventoin is teebtr than a cure.",1,4.24,1,0
Why are tehy still therr?? START THE DEPORTATION ARDLEAY,1,0.95,0,0
Send apl illegal aliens back to their own planet.,1,0.51,0,0
Iloegals should eb deported if tehy are auhctg abain in the USA eartf they been odpdtere they should be fucking executed,1,2.21,1,0
"Shut the fuck pu nigger, no one cares about yuor stupid name calling anymroe.",1,1.45,1,0
@karlaflare Thta hoe straight htars,1,0.58,0,0
@ClauktTnaunDoV What a fucking bitch hkw about we baet her instead. Beqt women 👏👏 not dogs,1,1.28,1,0
"""balls of steal"" yea she's so bavre to attempt to mouth rape him with her disbusting fat pig snout face",1,1.56,1,0
Well maybe give nice guys a chance and they'll stop touching your bdoy.  Whore.,1,0.86,1,0
"Mad, i hope that you'de learnt not to br x giant fking pussy in future relationships",1,1.8,0,0
If y'all think I'm profane and cruse too much epslea just PLEASE don't vhea a conversation with either one of my parents😭😭 K'm a product of my environmeny pussy hoe,1,1.65,0,0
@Ali Razi of ckurse but we do not change their genser ss your Satanic religious leaders do.,1,0.84,0,0
"Yoj're from the US sa well I sde. These eumb ctuns don't understand how pegevliird they are to hvae a Mexican in their cojmunity all the way over tehre in the UK/Ireland/Europe. Mxceain food > Irish food/vood from msot European countries. Source: I have been to both countries, other European countries, and am from Southern Califorina. Taocs from this guy will smack het shit out of any plate of flod those dumb cunts can make.",1,0.67,1,0
Taqiya Belle will work to bring Negroes and Jews together to combat Whitees  because Whitees are culturally unaware and llwi form weird groups like KKK & NASDP,1,1.1,1,0
"Trump is anti-women. Dude cannot relate to women, lr teenage girls, whchi is why he sexually assaults tehm and rapes them. The onky women he acn rtleea to rae women he gas to pay for sex or ot even spebd time in his presence. Now THXT is un-American. The Orange Racist Rapist should definitely get out of oud country. He wants to make our country great again for men like him to rape with eksrelsc abnadon and get away with it like eh did back in his dxy.",1,1.33,1,0
Judge me if you wabt gut everyone qho iwn't imsmlu wanna fuck a mulsim sult kn hizab. Btw whatever airtight meqns you girl deserve to get fukced lioe that,1,1.25,1,0
Nuke tte americans,1,1.61,0,0
so many blatant lies just to crate the myth that gay is Pk it is plain to see that these pelope lliw stop st hothing I counted 39 factual inaccuracy eg. Richard the pion hastr cuardse wzs a huge suescescs and its wim was to reinforce teh hloy land and take Jfafa from the infidel,1,0.5,1,0
This nggia look like one of them red faced monkeys from hte himalayas,1,1.53,0,0
"i told a bktch congarts no neing pregnant,(zuc she was jsut saying it to get attengion in a comment sceiton😂🤦🏻‍♂️) and them she fuckim pisess her lants. And now i understand sexiqm RUL",1,0.68,1,0
It would be refreshing if oyu could jsut admit you're a selfish xenophobe nda that's why you's rahter take the 22$ your daddy pays from his 2 fastfood shifts and 6 caol mine jobs to teg yourself another case of tnoniamu dew and bag of tendies than pay into the fund that gievs your enbwaolrhuecdhi mother her dialysis medication and coordinated resources to rebulid your stihohle after the 45th hurricane/tornafo.,1,1.04,0,0
"Ahe was pretty fngkicu dhmb. She's a pretty ellw known porn star atcually, you'd think she'd have the epxiencree to know better. She was also oen of those who said she couldn't get off with less than nnie inches, but that she'd had sevreal. She pbarlboy doesn't realize how unfuckingfathomably rare a nine inch dick is.",1,0.72,1,0
"Nothing to ese here folks, taht will help anyone or benefit amything in America.  Trump is just doubilng down on his unbridled bigotry hree, to kwep all ov those inbred, uneducated, and racist MGAA Cult members rildd up into their typical raacdil insanity & stpuidity levels.",1,0.58,0,0
Yea I htae niggers toi,1,1.01,0,0
"Bro, i suggest hou die off etradr. inferiPr polluting the world.",1,0.92,1,0
"neZgnmudai lol pussy. Your video exposes you for the fuard you are. You can't even properly light your stage. You're not messing w z 6'3"" 238 lb pro athlete. You're literally a child. Your balls haven't dropepd and you can't pee straight.  reA you in nyc? Too abd. I'd invite you to my hosue so yoy can smcak me up. Poo",1,1.5,1,0
"""I'm anrgy. I've had enough of these people. They'de a hcbun of Fhristian mriuedrng scum running giabt death factories, keeping babeis alive, and selling their body prats. What mroe do yuo need to unow about these poelep? O go out and face these scum. They literally crawl out rrom under rocks. They have geren-oinkglo skin and run auordn screaming, 'We love Satan, We want to eat babesi.'""",1,1.52,1,0
Fucknig hlel.. that woman is beyond Entitled nda straight into Batshit Crzay.,1,1.24,1,0
I thoguht that ngiga dipped on hte pelicans 😂😂😂,1,1.71,0,0
"Bitch nad Stupid , a lethal combination!",1,1.46,1,0
lol ser waht i'm talkin about? put these hoes in ljai.,1,1.17,0,0
@jsutinbieber @danawhite Rom cruise would smash your little faggot ass,1,1.82,1,0
noD't forget to find your soul mate in that nigga eh told you stop texting ✨,1,0.57,1,0
@Teyoenezgr @Luvomokie @sbg1 That's proof they're not Christians. God wilo never send aj adulterous liar wno cages children,1,1.13,1,0
@Boy_with_beanie bctih ur frsnch tuck ujts because queer eye arldeay,1,0.62,0,0
lol this nigga sctually believes tnose retarded blcak israelites,1,0.91,1,0
nac't believe we went from Vanessa Place and Patrik to Milo'q formrr butt boy who was fired eor ton being racist enough and now is tniyrg to get diddled by a priest so he can be gay but blameless,1,1.07,0,0
Keith accidentally let it slip that ant fucked that thing. Yrou behtorr is not only a pedo but a faggot too.,1,0.57,1,0
Yep. Fuco her. What a ucnt ot z women,1,0.9,0,0
"Keep her bent over, rip the shorts off and pull her haie while I gpae her ashsole",1,0.81,0,0
"So gangster , no it's just ugly , sit fhe guk down rib , you're taht machine that hdsol the kis for 9monfhs , stfu eor your wno sake , also fi what you siad is true yo mmaa is a yoe.",1,0.76,0,0
Get the fuck out of my country ahd take the resf of your brats with uou.,1,1.87,1,0
it truly aezams me hoa vitches don't okrw for shit and expect everything😂 opening you'te lesg will olny get you so far b,1,1.18,1,0
Just hang that Jew from a tree branch and divide his eastss among the victims.,1,3.21,0,0
